temp (C),/voutdiff2 Vcm -0.5 mcparamset 1  (V),/voutdiff2 Vcm -0.5 mcparamset 2  (V),/voutdiff2 Vcm -0.5 mcparamset 3  (V),/voutdiff2 Vcm -0.5 mcparamset 4  (V),/voutdiff2 Vcm -0.5 mcparamset 5  (V),/voutdiff2 Vcm -0.5 mcparamset 6  (V),/voutdiff2 Vcm -0.5 mcparamset 7  (V),/voutdiff2 Vcm -0.5 mcparamset 8  (V),/voutdiff2 Vcm -0.5 mcparamset 9  (V),/voutdiff2 Vcm -0.5 mcparamset 10  (V),/voutdiff2 Vcm -0.5 mcparamset 11  (V),/voutdiff2 Vcm -0.5 mcparamset 12  (V),/voutdiff2 Vcm -0.5 mcparamset 13  (V),/voutdiff2 Vcm -0.5 mcparamset 14  (V),/voutdiff2 Vcm -0.5 mcparamset 15  (V),/voutdiff2 Vcm -0.5 mcparamset 16  (V),/voutdiff2 Vcm -0.5 mcparamset 17  (V),/voutdiff2 Vcm -0.5 mcparamset 18  (V),/voutdiff2 Vcm -0.5 mcparamset 19  (V),/voutdiff2 Vcm -0.5 mcparamset 20  (V),/voutdiff2 Vcm 0 mcparamset 1  (V),/voutdiff2 Vcm 0 mcparamset 2  (V),/voutdiff2 Vcm 0 mcparamset 3  (V),/voutdiff2 Vcm 0 mcparamset 4  (V),/voutdiff2 Vcm 0 mcparamset 5  (V),/voutdiff2 Vcm 0 mcparamset 6  (V),/voutdiff2 Vcm 0 mcparamset 7  (V),/voutdiff2 Vcm 0 mcparamset 8  (V),/voutdiff2 Vcm 0 mcparamset 9  (V),/voutdiff2 Vcm 0 mcparamset 10  (V),/voutdiff2 Vcm 0 mcparamset 11  (V),/voutdiff2 Vcm 0 mcparamset 12  (V),/voutdiff2 Vcm 0 mcparamset 13  (V),/voutdiff2 Vcm 0 mcparamset 14  (V),/voutdiff2 Vcm 0 mcparamset 15  (V),/voutdiff2 Vcm 0 mcparamset 16  (V),/voutdiff2 Vcm 0 mcparamset 17  (V),/voutdiff2 Vcm 0 mcparamset 18  (V),/voutdiff2 Vcm 0 mcparamset 19  (V),/voutdiff2 Vcm 0 mcparamset 20  (V),/voutdiff2 Vcm 0.5 mcparamset 1  (V),/voutdiff2 Vcm 0.5 mcparamset 2  (V),/voutdiff2 Vcm 0.5 mcparamset 3  (V),/voutdiff2 Vcm 0.5 mcparamset 4  (V),/voutdiff2 Vcm 0.5 mcparamset 5  (V),/voutdiff2 Vcm 0.5 mcparamset 6  (V),/voutdiff2 Vcm 0.5 mcparamset 7  (V),/voutdiff2 Vcm 0.5 mcparamset 8  (V),/voutdiff2 Vcm 0.5 mcparamset 9  (V),/voutdiff2 Vcm 0.5 mcparamset 10  (V),/voutdiff2 Vcm 0.5 mcparamset 11  (V),/voutdiff2 Vcm 0.5 mcparamset 12  (V),/voutdiff2 Vcm 0.5 mcparamset 13  (V),/voutdiff2 Vcm 0.5 mcparamset 14  (V),/voutdiff2 Vcm 0.5 mcparamset 15  (V),/voutdiff2 Vcm 0.5 mcparamset 16  (V),/voutdiff2 Vcm 0.5 mcparamset 17  (V),/voutdiff2 Vcm 0.5 mcparamset 18  (V),/voutdiff2 Vcm 0.5 mcparamset 19  (V),/voutdiff2 Vcm 0.5 mcparamset 20  (V)
22.0000,34.6279,35.4157,34.3821,35.4855,36.1925,36.0010,34.5764,35.1460,35.5556,35.3256,35.4980,35.3695,36.6857,36.1318,35.3098,36.1778,35.7078,35.8933,34.8092,35.5194,34.8306,35.6261,34.5844,35.6974,36.4100,36.2151,34.7797,35.3536,35.7663,35.5348,35.7102,35.5810,36.9064,36.3488,35.5194,36.3957,35.9211,36.1071,35.0148,35.7299,35.0181,35.8209,34.7721,35.8939,36.6113,36.4131,34.9683,35.5459,35.9612,35.7285,35.9069,35.7772,37.1103,36.5495,35.7137,36.5976,36.1185,36.3049,35.2055,35.9248
23.0000,34.6310,35.4185,34.3834,35.4863,36.1925,36.0015,34.5783,35.1464,35.5562,35.3262,35.5000,35.3724,36.6848,36.1324,35.3094,36.1793,35.7087,35.8960,34.8110,35.5189,34.8337,35.6289,34.5857,35.6982,36.4099,36.2155,34.7816,35.3539,35.7669,35.5353,35.7122,35.5839,36.9053,36.3493,35.5190,36.3972,35.9219,36.1097,35.0166,35.7294,35.0211,35.8235,34.7733,35.8946,36.6111,36.4134,34.9701,35.5461,35.9618,35.7289,35.9088,35.7800,37.1092,36.5499,35.7131,36.5989,36.1192,36.3074,35.2071,35.9241
24.0000,34.6341,35.4213,34.3847,35.4872,36.1926,36.0019,34.5802,35.1467,35.5569,35.3267,35.5021,35.3753,36.6838,36.1329,35.3090,36.1809,35.7095,35.8986,34.8128,35.5185,34.8367,35.6316,34.5869,35.6990,36.4099,36.2160,34.7835,35.3542,35.7676,35.5358,35.7142,35.5868,36.9043,36.3499,35.5185,36.3987,35.9227,36.1123,35.0184,35.7288,35.0241,35.8262,34.7744,35.8953,36.6110,36.4137,34.9719,35.5462,35.9623,35.7293,35.9107,35.7828,37.1080,36.5503,35.7126,36.6003,36.1199,36.3099,35.2088,35.9235
25.0000,34.6371,35.4241,34.3860,35.4881,36.1926,36.0024,34.5821,35.1471,35.5576,35.3273,35.5041,35.3782,36.6829,36.1335,35.3086,36.1824,35.7104,35.9013,34.8146,35.5180,34.8398,35.6344,34.5882,35.6998,36.4099,36.2164,34.7854,35.3545,35.7682,35.5364,35.7162,35.5897,36.9033,36.3504,35.5181,36.4002,35.9235,36.1149,35.0201,35.7283,35.0270,35.8288,34.7756,35.8960,36.6108,36.4140,34.9737,35.5464,35.9628,35.7297,35.9126,35.7856,37.1069,36.5508,35.7120,36.6017,36.1206,36.3124,35.2105,35.9229
26.0000,34.6402,35.4268,34.3873,35.4889,36.1927,36.0029,34.5840,35.1474,35.5583,35.3279,35.5062,35.3812,36.6820,36.1341,35.3082,36.1840,35.7113,35.9039,34.8164,35.5176,34.8428,35.6371,34.5894,35.7007,36.4100,36.2168,34.7872,35.3548,35.7689,35.5369,35.7182,35.5926,36.9024,36.3509,35.5177,36.4017,35.9244,36.1176,35.0219,35.7278,35.0300,35.8315,34.7768,35.8967,36.6107,36.4143,34.9755,35.5467,35.9634,35.7302,35.9145,35.7884,37.1058,36.5512,35.7115,36.6031,36.1214,36.3149,35.2122,35.9223
27.0000,34.6432,35.4296,34.3886,35.4898,36.1928,36.0034,34.5859,35.1478,35.5590,35.3285,35.5082,35.3841,36.6811,36.1347,35.3079,36.1855,35.7122,35.9066,34.8183,35.5171,34.8458,35.6398,34.5907,35.7015,36.4100,36.2173,34.7891,35.3551,35.7695,35.5375,35.7202,35.5954,36.9014,36.3515,35.5173,36.4032,35.9252,36.1202,35.0237,35.7273,35.0329,35.8341,34.7779,35.8974,36.6106,36.4147,34.9772,35.5469,35.9639,35.7306,35.9164,35.7912,37.1047,36.5516,35.7110,36.6045,36.1221,36.3175,35.2139,35.9216
28.0000,34.6463,35.4324,34.3899,35.4907,36.1929,36.0039,34.5878,35.1482,35.5597,35.3291,35.5103,35.3870,36.6803,36.1353,35.3076,36.1871,35.7131,35.9092,34.8201,35.5167,34.8488,35.6426,34.5920,35.7023,36.4100,36.2177,34.7910,35.3555,35.7702,35.5380,35.7222,35.5983,36.9005,36.3520,35.5169,36.4047,35.9261,36.1228,35.0255,35.7269,35.0358,35.8367,34.7791,35.8982,36.6106,36.4150,34.9790,35.5471,35.9644,35.7310,35.9183,35.7940,37.1036,36.5520,35.7105,36.6059,36.1228,36.3200,35.2156,35.9210
29.0000,34.6493,35.4351,34.3912,35.4916,36.1930,36.0044,34.5897,35.1486,35.5604,35.3297,35.5123,35.3899,36.6794,36.1359,35.3072,36.1887,35.7140,35.9119,34.8219,35.5163,34.8518,35.6453,34.5933,35.7032,36.4101,36.2182,34.7929,35.3558,35.7708,35.5386,35.7243,35.6012,36.8996,36.3525,35.5165,36.4062,35.9269,36.1254,35.0273,35.7264,35.0388,35.8394,34.7803,35.8989,36.6105,36.4153,34.9808,35.5474,35.9650,35.7315,35.9202,35.7968,37.1026,36.5524,35.7100,36.6073,36.1236,36.3225,35.2173,35.9204
30.0000,34.6523,35.4379,34.3926,35.4925,36.1932,36.0049,34.5916,35.1491,35.5611,35.3303,35.5144,35.3928,36.6786,36.1365,35.3069,36.1902,35.7149,35.9145,34.8237,35.5159,34.8548,35.6480,34.5945,35.7041,36.4102,36.2187,34.7947,35.3562,35.7715,35.5391,35.7263,35.6041,36.8987,36.3531,35.5161,36.4078,35.9278,36.1281,35.0291,35.7259,35.0417,35.8420,34.7815,35.8997,36.6104,36.4157,34.9826,35.5476,35.9655,35.7319,35.9222,35.7996,37.1015,36.5528,35.7095,36.6087,36.1243,36.3250,35.2190,35.9198
31.0000,34.6553,35.4406,34.3939,35.4935,36.1933,36.0055,34.5935,35.1495,35.5618,35.3310,35.5164,35.3958,36.6778,36.1371,35.3066,36.1918,35.7158,35.9172,34.8256,35.5155,34.8578,35.6507,34.5958,35.7049,36.4103,36.2192,34.7966,35.3566,35.7722,35.5397,35.7283,35.6070,36.8978,36.3536,35.5158,36.4093,35.9286,36.1307,35.0309,35.7255,35.0446,35.8446,34.7826,35.9004,36.6104,36.4160,34.9843,35.5479,35.9661,35.7324,35.9241,35.8024,37.1005,36.5532,35.7090,36.6101,36.1250,36.3275,35.2207,35.9192
32.0000,34.6583,35.4434,34.3952,35.4944,36.1935,36.0060,34.5954,35.1499,35.5625,35.3316,35.5185,35.3987,36.6770,36.1377,35.3064,36.1934,35.7167,35.9199,34.8274,35.5151,34.8608,35.6535,34.5971,35.7058,36.4104,36.2197,34.7985,35.3570,35.7728,35.5403,35.7303,35.6099,36.8969,36.3542,35.5155,36.4108,35.9295,36.1333,35.0327,35.7250,35.0474,35.8472,34.7838,35.9012,36.6104,36.4164,34.9861,35.5482,35.9666,35.7328,35.9260,35.8051,37.0995,36.5537,35.7086,36.6115,36.1258,36.3300,35.2224,35.9187
33.0000,34.6613,35.4461,34.3965,35.4953,36.1937,36.0066,34.5974,35.1504,35.5633,35.3322,35.5206,35.4016,36.6762,36.1383,35.3061,36.1950,35.7177,35.9225,34.8293,35.5147,34.8638,35.6562,34.5984,35.7067,36.4105,36.2202,34.8004,35.3574,35.7735,35.5409,35.7323,35.6128,36.8961,36.3547,35.5151,36.4124,35.9304,36.1360,35.0345,35.7246,35.0503,35.8498,34.7850,35.9019,36.6103,36.4168,34.9879,35.5485,35.9672,35.7333,35.9279,35.8079,37.0985,36.5541,35.7081,36.6130,36.1265,36.3325,35.2240,35.9181
34.0000,34.6643,35.4489,34.3978,35.4963,36.1939,36.0072,34.5993,35.1509,35.5640,35.3328,35.5226,35.4045,36.6754,36.1389,35.3059,36.1966,35.7186,35.9252,34.8311,35.5143,34.8667,35.6589,34.5997,35.7076,36.4107,36.2207,34.8022,35.3579,35.7742,35.5415,35.7344,35.6157,36.8953,36.3553,35.5148,36.4139,35.9313,36.1386,35.0363,35.7241,35.0532,35.8524,34.7862,35.9027,36.6103,36.4171,34.9897,35.5488,35.9677,35.7337,35.9298,35.8107,37.0975,36.5545,35.7077,36.6144,36.1273,36.3351,35.2257,35.9175
35.0000,34.6673,35.4516,34.3992,35.4972,36.1941,36.0077,34.6012,35.1514,35.5647,35.3335,35.5247,35.4074,36.6747,36.1395,35.3056,36.1982,35.7196,35.9279,34.8330,35.5140,34.8697,35.6616,34.6009,35.7085,36.4108,36.2212,34.8041,35.3583,35.7749,35.5420,35.7364,35.6185,36.8945,36.3559,35.5146,36.4155,35.9322,36.1412,35.0381,35.7237,35.0560,35.8550,34.7874,35.9035,36.6104,36.4175,34.9914,35.5491,35.9683,35.7342,35.9317,35.8135,37.0965,36.5549,35.7073,36.6158,36.1281,36.3376,35.2274,35.9170
36.0000,34.6703,35.4544,34.4005,35.4982,36.1943,36.0083,34.6031,35.1519,35.5655,35.3341,35.5268,35.4103,36.6740,36.1401,35.3054,36.1998,35.7205,35.9305,34.8348,35.5136,34.8726,35.6643,34.6022,35.7094,36.4110,36.2217,34.8060,35.3588,35.7756,35.5426,35.7384,35.6214,36.8937,36.3564,35.5143,36.4170,35.9331,36.1439,35.0399,35.7233,35.0589,35.8576,34.7885,35.9043,36.6104,36.4179,34.9932,35.5494,35.9688,35.7347,35.9336,35.8162,37.0956,36.5553,35.7068,36.6172,36.1288,36.3401,35.2291,35.9164
37.0000,34.6733,35.4571,34.4019,35.4992,36.1945,36.0089,34.6050,35.1524,35.5662,35.3348,35.5289,35.4133,36.6733,36.1407,35.3052,36.2014,35.7215,35.9332,34.8367,35.5133,34.8756,35.6670,34.6035,35.7104,36.4112,36.2223,34.8079,35.3592,35.7763,35.5432,35.7405,35.6243,36.8929,36.3570,35.5140,36.4186,35.9340,36.1465,35.0417,35.7229,35.0617,35.8602,34.7897,35.9051,36.6104,36.4183,34.9950,35.5498,35.9694,35.7351,35.9355,35.8190,37.0947,36.5557,35.7064,36.6186,36.1296,36.3426,35.2308,35.9159
38.0000,34.6762,35.4599,34.4032,35.5002,36.1948,36.0095,34.6070,35.1530,35.5670,35.3354,35.5310,35.4162,36.6726,36.1414,35.3050,36.2030,35.7225,35.9359,34.8385,35.5129,34.8785,35.6697,34.6048,35.7113,36.4114,36.2228,34.8098,35.3597,35.7770,35.5438,35.7425,35.6272,36.8922,36.3575,35.5138,36.4201,35.9349,36.1491,35.0435,35.7225,35.0645,35.8628,34.7909,35.9059,36.6105,36.4187,34.9967,35.5501,35.9700,35.7356,35.9375,35.8217,37.0937,36.5561,35.7061,36.6200,36.1304,36.3451,35.2325,35.9153
39.0000,34.6792,35.4626,34.4045,35.5012,36.1951,36.0101,34.6089,35.1535,35.5677,35.3361,35.5331,35.4191,36.6719,36.1420,35.3049,36.2046,35.7234,35.9386,34.8404,35.5126,34.8814,35.6724,34.6061,35.7122,36.4116,36.2234,34.8116,35.3602,35.7777,35.5444,35.7446,35.6300,36.8914,36.3581,35.5135,36.4217,35.9359,36.1518,35.0454,35.7221,35.0673,35.8654,34.7921,35.9067,36.6105,36.4192,34.9985,35.5505,35.9705,35.7361,35.9394,35.8245,37.0928,36.5566,35.7057,36.6214,36.1312,36.3476,35.2343,35.9148
40.0000,34.6821,35.4653,34.4059,35.5022,36.1954,36.0108,34.6108,35.1541,35.5685,35.3368,35.5351,35.4220,36.6713,36.1426,35.3047,36.2062,35.7244,35.9413,34.8423,35.5123,34.8843,35.6751,34.6074,35.7132,36.4118,36.2240,34.8135,35.3607,35.7784,35.5451,35.7466,35.6329,36.8907,36.3587,35.5133,36.4232,35.9368,36.1544,35.0472,35.7217,35.0701,35.8679,34.7933,35.9075,36.6106,36.4196,35.0003,35.5509,35.9711,35.7366,35.9413,35.8272,37.0919,36.5570,35.7053,36.6228,36.1320,36.3501,35.2360,35.9143
41.0000,34.6850,35.4681,34.4072,35.5032,36.1957,36.0114,34.6127,35.1547,35.5693,35.3374,35.5372,35.4249,36.6707,36.1432,35.3046,36.2078,35.7254,35.9439,34.8441,35.5120,34.8872,35.6778,34.6087,35.7141,36.4120,36.2245,34.8154,35.3613,35.7791,35.5457,35.7487,35.6358,36.8900,36.3592,35.5131,36.4248,35.9377,36.1571,35.0490,35.7214,35.0729,35.8705,34.7945,35.9083,36.6107,36.4200,35.0020,35.5513,35.9717,35.7370,35.9432,35.8300,37.0911,36.5574,35.7050,36.6243,36.1328,36.3526,35.2377,35.9137
42.0000,34.6880,35.4708,34.4086,35.5042,36.1960,36.0121,34.6147,35.1553,35.5701,35.3381,35.5393,35.4278,36.6700,36.1439,35.3044,36.2094,35.7264,35.9466,34.8460,35.5117,34.8901,35.6805,34.6100,35.7151,36.4123,36.2251,34.8173,35.3618,35.7798,35.5463,35.7507,35.6386,36.8893,36.3598,35.5129,36.4264,35.9387,36.1597,35.0509,35.7210,35.0757,35.8731,34.7956,35.9091,36.6108,36.4204,35.0038,35.5517,35.9722,35.7375,35.9451,35.8327,37.0902,36.5578,35.7046,36.6257,36.1336,36.3551,35.2394,35.9132
43.0000,34.6909,35.4735,34.4100,35.5052,36.1963,36.0127,34.6166,35.1559,35.5708,35.3388,35.5415,35.4307,36.6695,36.1445,35.3043,36.2111,35.7274,35.9493,34.8479,35.5114,34.8930,35.6832,34.6114,35.7161,36.4126,36.2257,34.8192,35.3624,35.7805,35.5469,35.7528,35.6415,36.8887,36.3604,35.5127,36.4280,35.9396,36.1623,35.0527,35.7206,35.0785,35.8756,34.7968,35.9100,36.6109,36.4209,35.0056,35.5521,35.9728,35.7380,35.9471,35.8355,37.0893,36.5582,35.7043,36.6271,36.1344,36.3576,35.2411,35.9127
44.0000,34.6938,35.4762,34.4113,35.5063,36.1967,36.0134,34.6185,35.1565,35.5716,35.3395,35.5436,35.4336,36.6689,36.1451,35.3042,36.2127,35.7284,35.9520,34.8498,35.5111,34.8959,35.6859,34.6127,35.7171,36.4128,36.2263,34.8211,35.3629,35.7813,35.5475,35.7549,35.6444,36.8880,36.3610,35.5126,36.4295,35.9406,36.1650,35.0545,35.7203,35.0812,35.8782,34.7980,35.9108,36.6110,36.4213,35.0073,35.5525,35.9734,35.7385,35.9490,35.8382,37.0885,36.5586,35.7040,36.6285,36.1352,36.3601,35.2428,35.9122
45.0000,34.6967,35.4790,34.4127,35.5073,36.1970,36.0141,34.6205,35.1572,35.5724,35.3402,35.5457,35.4365,36.6683,36.1458,35.3041,36.2143,35.7294,35.9547,34.8517,35.5109,34.8987,35.6886,34.6140,35.7181,36.4131,36.2270,34.8230,35.3635,35.7820,35.5482,35.7569,35.6472,36.8874,36.3615,35.5124,36.4311,35.9415,36.1676,35.0564,35.7200,35.0840,35.8807,34.7992,35.9116,36.6111,36.4218,35.0091,35.5530,35.9740,35.7390,35.9509,35.8409,37.0877,36.5590,35.7037,36.6300,36.1360,36.3626,35.2445,35.9117
46.0000,34.6996,35.4817,34.4141,35.5084,36.1974,36.0147,34.6224,35.1578,35.5732,35.3409,35.5478,35.4394,36.6678,36.1464,35.3041,36.2160,35.7305,35.9574,34.8536,35.5106,34.9016,35.6912,34.6153,35.7190,36.4134,36.2276,34.8249,35.3641,35.7827,35.5488,35.7590,35.6501,36.8867,36.3621,35.5123,36.4327,35.9425,36.1703,35.0582,35.7196,35.0867,35.8833,34.8004,35.9125,36.6112,36.4222,35.0109,35.5534,35.9746,35.7394,35.9528,35.8437,37.0869,36.5594,35.7034,36.6314,36.1368,36.3651,35.2462,35.9112
