Vbe ,/I4/C T -196  (A),/I4/C T -40  (A),/I4/B T -196  (A),/I4/B T -40  (A),(IS("/I4/C") / IS("/I4/B")) T -196 ,(IS("/I4/C") / IS("/I4/B")) T -40 
100.000E-3,100.000E-15,100.005E-15,200.000E-15,200.078E-15,500.000E-3,499.831E-3
101.400E-3,101.400E-15,101.405E-15,202.800E-15,202.881E-15,500.000E-3,499.826E-3
102.800E-3,102.800E-15,102.805E-15,205.600E-15,205.684E-15,500.000E-3,499.822E-3
104.200E-3,104.200E-15,104.205E-15,208.400E-15,208.487E-15,500.000E-3,499.817E-3
105.600E-3,105.600E-15,105.606E-15,211.200E-15,211.290E-15,500.000E-3,499.812E-3
107.000E-3,107.000E-15,107.006E-15,214.000E-15,214.094E-15,500.000E-3,499.808E-3
108.400E-3,108.400E-15,108.406E-15,216.800E-15,216.897E-15,500.000E-3,499.803E-3
109.800E-3,109.800E-15,109.806E-15,219.600E-15,219.701E-15,500.000E-3,499.798E-3
111.200E-3,111.200E-15,111.206E-15,222.400E-15,222.505E-15,500.000E-3,499.792E-3
112.600E-3,112.600E-15,112.606E-15,225.200E-15,225.309E-15,500.000E-3,499.787E-3
114.000E-3,114.000E-15,114.007E-15,228.000E-15,228.113E-15,500.000E-3,499.782E-3
115.400E-3,115.400E-15,115.407E-15,230.800E-15,230.917E-15,500.000E-3,499.776E-3
116.800E-3,116.800E-15,116.807E-15,233.600E-15,233.722E-15,500.000E-3,499.771E-3
118.200E-3,118.200E-15,118.208E-15,236.400E-15,236.526E-15,500.000E-3,499.765E-3
119.600E-3,119.600E-15,119.608E-15,239.200E-15,239.331E-15,500.000E-3,499.759E-3
121.000E-3,121.000E-15,121.008E-15,242.000E-15,242.136E-15,500.000E-3,499.753E-3
122.400E-3,122.400E-15,122.409E-15,244.800E-15,244.941E-15,500.000E-3,499.747E-3
123.800E-3,123.800E-15,123.809E-15,247.600E-15,247.746E-15,500.000E-3,499.741E-3
125.200E-3,125.200E-15,125.209E-15,250.400E-15,250.552E-15,500.000E-3,499.735E-3
126.600E-3,126.600E-15,126.610E-15,253.200E-15,253.357E-15,500.000E-3,499.728E-3
128.000E-3,128.000E-15,128.010E-15,256.000E-15,256.163E-15,500.000E-3,499.722E-3
129.400E-3,129.400E-15,129.411E-15,258.800E-15,258.969E-15,500.000E-3,499.715E-3
130.800E-3,130.800E-15,130.811E-15,261.600E-15,261.775E-15,500.000E-3,499.708E-3
132.200E-3,132.200E-15,132.212E-15,264.400E-15,264.582E-15,500.000E-3,499.701E-3
133.600E-3,133.600E-15,133.612E-15,267.200E-15,267.388E-15,500.000E-3,499.694E-3
135.000E-3,135.000E-15,135.013E-15,270.000E-15,270.195E-15,500.000E-3,499.687E-3
136.400E-3,136.400E-15,136.414E-15,272.800E-15,273.002E-15,500.000E-3,499.679E-3
137.800E-3,137.800E-15,137.814E-15,275.600E-15,275.810E-15,500.000E-3,499.672E-3
139.200E-3,139.200E-15,139.215E-15,278.400E-15,278.618E-15,500.000E-3,499.664E-3
140.600E-3,140.600E-15,140.616E-15,281.200E-15,281.426E-15,500.000E-3,499.657E-3
142.000E-3,142.000E-15,142.017E-15,284.000E-15,284.234E-15,500.000E-3,499.649E-3
143.400E-3,143.400E-15,143.418E-15,286.800E-15,287.042E-15,500.000E-3,499.641E-3
144.800E-3,144.800E-15,144.819E-15,289.600E-15,289.851E-15,500.000E-3,499.633E-3
146.200E-3,146.200E-15,146.220E-15,292.400E-15,292.660E-15,500.000E-3,499.624E-3
147.600E-3,147.600E-15,147.621E-15,295.200E-15,295.470E-15,500.000E-3,499.616E-3
149.000E-3,149.000E-15,149.023E-15,298.000E-15,298.280E-15,500.000E-3,499.607E-3
150.400E-3,150.400E-15,150.424E-15,300.800E-15,301.090E-15,500.000E-3,499.599E-3
151.800E-3,151.800E-15,151.826E-15,303.600E-15,303.900E-15,500.000E-3,499.590E-3
153.200E-3,153.200E-15,153.227E-15,306.400E-15,306.711E-15,500.000E-3,499.581E-3
154.600E-3,154.600E-15,154.629E-15,309.200E-15,309.523E-15,500.000E-3,499.572E-3
156.000E-3,156.000E-15,156.031E-15,312.000E-15,312.334E-15,500.000E-3,499.563E-3
157.400E-3,157.400E-15,157.433E-15,314.800E-15,315.146E-15,500.000E-3,499.554E-3
158.800E-3,158.800E-15,158.835E-15,317.600E-15,317.959E-15,500.000E-3,499.545E-3
160.200E-3,160.200E-15,160.237E-15,320.400E-15,320.772E-15,500.000E-3,499.536E-3
161.600E-3,161.600E-15,161.639E-15,323.200E-15,323.585E-15,500.000E-3,499.526E-3
163.000E-3,163.000E-15,163.042E-15,326.000E-15,326.399E-15,500.000E-3,499.517E-3
164.400E-3,164.400E-15,164.445E-15,328.800E-15,329.214E-15,500.000E-3,499.508E-3
165.800E-3,165.800E-15,165.848E-15,331.600E-15,332.029E-15,500.000E-3,499.498E-3
167.200E-3,167.200E-15,167.251E-15,334.400E-15,334.844E-15,500.000E-3,499.489E-3
168.600E-3,168.600E-15,168.654E-15,337.200E-15,337.660E-15,500.000E-3,499.479E-3
170.000E-3,170.000E-15,170.058E-15,340.000E-15,340.476E-15,500.000E-3,499.470E-3
171.400E-3,171.400E-15,171.462E-15,342.800E-15,343.294E-15,500.000E-3,499.460E-3
172.800E-3,172.800E-15,172.866E-15,345.600E-15,346.111E-15,500.000E-3,499.451E-3
174.200E-3,174.200E-15,174.270E-15,348.400E-15,348.930E-15,500.000E-3,499.442E-3
175.600E-3,175.600E-15,175.675E-15,351.200E-15,351.749E-15,500.000E-3,499.433E-3
177.000E-3,177.000E-15,177.080E-15,354.000E-15,354.569E-15,500.000E-3,499.424E-3
178.400E-3,178.400E-15,178.485E-15,356.800E-15,357.389E-15,500.000E-3,499.415E-3
179.800E-3,179.800E-15,179.891E-15,359.600E-15,360.210E-15,500.000E-3,499.406E-3
181.200E-3,181.200E-15,181.297E-15,362.400E-15,363.032E-15,500.000E-3,499.398E-3
182.600E-3,182.600E-15,182.704E-15,365.200E-15,365.855E-15,500.000E-3,499.390E-3
184.000E-3,184.000E-15,184.111E-15,368.000E-15,368.678E-15,500.000E-3,499.382E-3
185.400E-3,185.400E-15,185.519E-15,370.800E-15,371.502E-15,500.000E-3,499.375E-3
186.800E-3,186.800E-15,186.927E-15,373.600E-15,374.327E-15,500.000E-3,499.368E-3
188.200E-3,188.200E-15,188.336E-15,376.400E-15,377.154E-15,500.000E-3,499.361E-3
189.600E-3,189.600E-15,189.745E-15,379.200E-15,379.981E-15,500.000E-3,499.355E-3
191.000E-3,191.000E-15,191.155E-15,382.000E-15,382.808E-15,500.000E-3,499.350E-3
192.400E-3,192.400E-15,192.566E-15,384.800E-15,385.637E-15,500.000E-3,499.345E-3
193.800E-3,193.800E-15,193.977E-15,387.600E-15,388.467E-15,500.000E-3,499.341E-3
195.200E-3,195.200E-15,195.390E-15,390.400E-15,391.298E-15,500.000E-3,499.337E-3
196.600E-3,196.600E-15,196.803E-15,393.200E-15,394.130E-15,500.000E-3,499.335E-3
198.000E-3,198.000E-15,198.217E-15,396.000E-15,396.964E-15,500.000E-3,499.333E-3
199.400E-3,199.400E-15,199.632E-15,398.800E-15,399.798E-15,500.000E-3,499.333E-3
200.800E-3,200.800E-15,201.048E-15,401.600E-15,402.634E-15,500.000E-3,499.333E-3
202.200E-3,202.200E-15,202.466E-15,404.400E-15,405.471E-15,500.000E-3,499.335E-3
203.600E-3,203.600E-15,203.884E-15,407.200E-15,408.309E-15,500.000E-3,499.339E-3
205.000E-3,205.000E-15,205.304E-15,410.000E-15,411.148E-15,500.000E-3,499.344E-3
206.400E-3,206.400E-15,206.726E-15,412.800E-15,413.989E-15,500.000E-3,499.350E-3
207.800E-3,207.800E-15,208.148E-15,415.600E-15,416.832E-15,500.000E-3,499.358E-3
209.200E-3,209.200E-15,209.573E-15,418.400E-15,419.676E-15,500.000E-3,499.369E-3
210.600E-3,210.600E-15,210.999E-15,421.200E-15,422.521E-15,500.000E-3,499.381E-3
212.000E-3,212.000E-15,212.427E-15,424.000E-15,425.368E-15,500.000E-3,499.395E-3
213.400E-3,213.400E-15,213.857E-15,426.800E-15,428.217E-15,500.000E-3,499.413E-3
214.800E-3,214.800E-15,215.289E-15,429.600E-15,431.068E-15,500.000E-3,499.432E-3
216.200E-3,216.200E-15,216.723E-15,432.400E-15,433.920E-15,500.000E-3,499.455E-3
217.600E-3,217.600E-15,218.160E-15,435.200E-15,436.774E-15,500.000E-3,499.481E-3
219.000E-3,219.000E-15,219.600E-15,438.000E-15,439.630E-15,500.000E-3,499.510E-3
220.400E-3,220.400E-15,221.042E-15,440.800E-15,442.488E-15,500.000E-3,499.543E-3
221.800E-3,221.800E-15,222.487E-15,443.600E-15,445.348E-15,500.000E-3,499.580E-3
223.200E-3,223.200E-15,223.935E-15,446.400E-15,448.210E-15,500.000E-3,499.621E-3
224.600E-3,224.600E-15,225.387E-15,449.200E-15,451.075E-15,500.000E-3,499.667E-3
226.000E-3,226.000E-15,226.843E-15,452.000E-15,453.942E-15,500.000E-3,499.718E-3
227.400E-3,227.400E-15,228.302E-15,454.800E-15,456.811E-15,500.000E-3,499.774E-3
228.800E-3,228.800E-15,229.766E-15,457.600E-15,459.682E-15,500.000E-3,499.836E-3
230.200E-3,230.200E-15,231.234E-15,460.400E-15,462.556E-15,500.000E-3,499.904E-3
231.600E-3,231.600E-15,232.707E-15,463.200E-15,465.433E-15,500.000E-3,499.978E-3
233.000E-3,233.000E-15,234.185E-15,466.000E-15,468.313E-15,500.000E-3,500.060E-3
234.400E-3,234.400E-15,235.668E-15,468.800E-15,471.195E-15,500.000E-3,500.150E-3
235.800E-3,235.800E-15,237.158E-15,471.600E-15,474.080E-15,500.000E-3,500.248E-3
237.200E-3,237.200E-15,238.653E-15,474.400E-15,476.968E-15,500.000E-3,500.355E-3
238.600E-3,238.600E-15,240.156E-15,477.200E-15,479.860E-15,500.000E-3,500.472E-3
240.000E-3,240.000E-15,241.666E-15,480.000E-15,482.754E-15,500.000E-3,500.598E-3
241.400E-3,241.400E-15,243.184E-15,482.800E-15,485.652E-15,500.000E-3,500.736E-3
242.800E-3,242.800E-15,244.709E-15,485.600E-15,488.553E-15,500.000E-3,500.886E-3
244.200E-3,244.200E-15,246.244E-15,488.400E-15,491.458E-15,500.000E-3,501.048E-3
245.600E-3,245.600E-15,247.789E-15,491.200E-15,494.367E-15,500.000E-3,501.224E-3
247.000E-3,247.000E-15,249.343E-15,494.000E-15,497.280E-15,500.000E-3,501.415E-3
248.400E-3,248.400E-15,250.909E-15,496.800E-15,500.196E-15,500.000E-3,501.621E-3
249.800E-3,249.800E-15,252.486E-15,499.600E-15,503.117E-15,500.000E-3,501.844E-3
251.200E-3,251.200E-15,254.076E-15,502.400E-15,506.042E-15,500.000E-3,502.084E-3
252.600E-3,252.600E-15,255.679E-15,505.200E-15,508.971E-15,500.000E-3,502.345E-3
254.000E-3,254.000E-15,257.297E-15,508.000E-15,511.905E-15,500.000E-3,502.625E-3
255.400E-3,255.400E-15,258.930E-15,510.800E-15,514.844E-15,500.000E-3,502.928E-3
256.800E-3,256.800E-15,260.579E-15,513.600E-15,517.788E-15,500.000E-3,503.254E-3
258.200E-3,258.200E-15,262.246E-15,516.400E-15,520.737E-15,500.000E-3,503.606E-3
259.600E-3,259.600E-15,263.932E-15,519.200E-15,523.691E-15,500.000E-3,503.985E-3
261.000E-3,261.000E-15,265.638E-15,522.000E-15,526.650E-15,500.000E-3,504.392E-3
262.400E-3,262.400E-15,267.366E-15,524.800E-15,529.616E-15,500.000E-3,504.831E-3
263.800E-3,263.800E-15,269.117E-15,527.600E-15,532.587E-15,500.000E-3,505.302E-3
265.200E-3,265.200E-15,270.893E-15,530.400E-15,535.564E-15,500.000E-3,505.809E-3
266.600E-3,266.600E-15,272.696E-15,533.200E-15,538.547E-15,500.000E-3,506.354E-3
268.000E-3,268.000E-15,274.527E-15,536.000E-15,541.537E-15,500.000E-3,506.940E-3
269.400E-3,269.400E-15,276.388E-15,538.800E-15,544.534E-15,500.000E-3,507.568E-3
270.800E-3,270.800E-15,278.282E-15,541.600E-15,547.537E-15,500.000E-3,508.243E-3
272.200E-3,272.200E-15,280.211E-15,544.400E-15,550.548E-15,500.000E-3,508.968E-3
273.600E-3,273.600E-15,282.178E-15,547.200E-15,553.567E-15,500.000E-3,509.745E-3
275.000E-3,275.000E-15,284.184E-15,550.000E-15,556.593E-15,500.000E-3,510.578E-3
276.400E-3,276.400E-15,286.234E-15,552.800E-15,559.627E-15,500.000E-3,511.472E-3
277.800E-3,277.800E-15,288.329E-15,555.600E-15,562.669E-15,500.000E-3,512.431E-3
279.200E-3,279.200E-15,290.474E-15,558.400E-15,565.721E-15,500.000E-3,513.458E-3
280.600E-3,280.600E-15,292.671E-15,561.200E-15,568.780E-15,500.000E-3,514.559E-3
282.000E-3,282.000E-15,294.925E-15,564.000E-15,571.850E-15,500.000E-3,515.738E-3
283.400E-3,283.400E-15,297.239E-15,566.800E-15,574.928E-15,500.000E-3,517.001E-3
284.800E-3,284.800E-15,299.617E-15,569.600E-15,578.017E-15,500.000E-3,518.354E-3
286.200E-3,286.200E-15,302.065E-15,572.400E-15,581.116E-15,500.000E-3,519.802E-3
287.600E-3,287.600E-15,304.587E-15,575.200E-15,584.226E-15,500.000E-3,521.352E-3
289.000E-3,289.000E-15,307.189E-15,578.000E-15,587.346E-15,500.000E-3,523.011E-3
290.400E-3,290.400E-15,309.875E-15,580.800E-15,590.478E-15,500.000E-3,524.787E-3
291.800E-3,291.800E-15,312.652E-15,583.600E-15,593.622E-15,500.000E-3,526.686E-3
293.200E-3,293.200E-15,315.527E-15,586.400E-15,596.778E-15,500.000E-3,528.718E-3
294.600E-3,294.600E-15,318.506E-15,589.200E-15,599.946E-15,500.000E-3,530.892E-3
296.000E-3,296.000E-15,321.597E-15,592.000E-15,603.128E-15,500.000E-3,533.216E-3
297.400E-3,297.400E-15,324.808E-15,594.800E-15,606.323E-15,500.000E-3,535.701E-3
298.800E-3,298.800E-15,328.146E-15,597.600E-15,609.532E-15,500.000E-3,538.357E-3
300.200E-3,300.200E-15,331.622E-15,600.400E-15,612.756E-15,500.000E-3,541.197E-3
301.600E-3,301.600E-15,335.244E-15,603.200E-15,615.995E-15,500.000E-3,544.232E-3
303.000E-3,303.000E-15,339.024E-15,606.000E-15,619.249E-15,500.000E-3,547.476E-3
304.400E-3,304.400E-15,342.972E-15,608.800E-15,622.520E-15,500.000E-3,550.941E-3
305.800E-3,305.800E-15,347.100E-15,611.600E-15,625.807E-15,500.000E-3,554.644E-3
307.200E-3,307.200E-15,351.421E-15,614.400E-15,629.112E-15,500.000E-3,558.599E-3
308.600E-3,308.600E-15,355.949E-15,617.200E-15,632.434E-15,500.000E-3,562.824E-3
310.000E-3,310.000E-15,360.698E-15,620.000E-15,635.775E-15,500.000E-3,567.336E-3
311.400E-3,311.400E-15,365.684E-15,622.800E-15,639.136E-15,500.000E-3,572.154E-3
312.800E-3,312.800E-15,370.924E-15,625.600E-15,642.516E-15,500.000E-3,577.299E-3
314.200E-3,314.200E-15,376.435E-15,628.400E-15,645.917E-15,500.000E-3,582.792E-3
315.600E-3,315.600E-15,382.237E-15,631.200E-15,649.339E-15,500.000E-3,588.656E-3
317.000E-3,317.000E-15,388.351E-15,634.000E-15,652.784E-15,500.000E-3,594.915E-3
318.400E-3,318.400E-15,394.798E-15,636.800E-15,656.251E-15,500.000E-3,601.596E-3
319.800E-3,319.800E-15,401.602E-15,639.600E-15,659.742E-15,500.000E-3,608.725E-3
321.200E-3,321.200E-15,408.788E-15,642.400E-15,663.258E-15,500.000E-3,616.333E-3
322.600E-3,322.600E-15,416.383E-15,645.200E-15,666.799E-15,500.000E-3,624.451E-3
324.000E-3,324.000E-15,424.417E-15,648.000E-15,670.366E-15,500.000E-3,633.112E-3
325.400E-3,325.400E-15,432.920E-15,650.800E-15,673.961E-15,500.000E-3,642.351E-3
326.800E-3,326.800E-15,441.925E-15,653.600E-15,677.584E-15,500.000E-3,652.207E-3
328.200E-3,328.200E-15,451.468E-15,656.400E-15,681.237E-15,500.000E-3,662.719E-3
329.600E-3,329.600E-15,461.588E-15,659.200E-15,684.919E-15,500.000E-3,673.930E-3
331.000E-3,331.000E-15,472.324E-15,662.000E-15,688.634E-15,500.000E-3,685.885E-3
332.400E-3,332.400E-15,483.720E-15,664.800E-15,692.380E-15,500.000E-3,698.634E-3
333.800E-3,333.800E-15,495.824E-15,667.600E-15,696.161E-15,500.000E-3,712.226E-3
335.200E-3,335.200E-15,508.685E-15,670.400E-15,699.976E-15,500.000E-3,726.717E-3
336.600E-3,336.600E-15,522.356E-15,673.200E-15,703.828E-15,500.000E-3,742.164E-3
338.000E-3,338.000E-15,536.895E-15,676.000E-15,707.717E-15,500.000E-3,758.630E-3
339.400E-3,339.400E-15,552.364E-15,678.800E-15,711.645E-15,500.000E-3,776.180E-3
340.800E-3,340.800E-15,568.828E-15,681.600E-15,715.613E-15,500.000E-3,794.883E-3
342.200E-3,342.200E-15,586.358E-15,684.400E-15,719.623E-15,500.000E-3,814.813E-3
343.600E-3,343.600E-15,605.028E-15,687.200E-15,723.676E-15,500.000E-3,836.049E-3
345.000E-3,345.000E-15,624.921E-15,690.000E-15,727.773E-15,500.000E-3,858.675E-3
346.400E-3,346.400E-15,646.121E-15,692.800E-15,731.917E-15,500.000E-3,882.779E-3
347.800E-3,347.800E-15,668.722E-15,695.600E-15,736.109E-15,500.000E-3,908.455E-3
349.200E-3,349.200E-15,692.822E-15,698.400E-15,740.350E-15,500.000E-3,935.803E-3
350.600E-3,350.600E-15,718.528E-15,701.200E-15,744.643E-15,500.000E-3,964.929E-3
352.000E-3,352.000E-15,745.954E-15,704.000E-15,748.990E-15,500.000E-3,995.946E-3
353.400E-3,353.400E-15,775.220E-15,706.800E-15,753.391E-15,500.000E-3,1.02897
354.800E-3,354.800E-15,806.458E-15,709.600E-15,757.850E-15,500.000E-3,1.06414
356.200E-3,356.200E-15,839.806E-15,712.400E-15,762.368E-15,500.000E-3,1.10158
357.600E-3,357.600E-15,875.414E-15,715.200E-15,766.947E-15,500.000E-3,1.14143
359.000E-3,359.000E-15,913.441E-15,718.000E-15,771.590E-15,500.000E-3,1.18384
360.400E-3,360.400E-15,954.060E-15,720.800E-15,776.299E-15,500.000E-3,1.22898
361.800E-3,361.800E-15,997.453E-15,723.600E-15,781.077E-15,500.000E-3,1.27702
363.200E-3,363.200E-15,1.04382E-12,726.400E-15,785.925E-15,500.000E-3,1.32814
364.600E-3,364.600E-15,1.09336E-12,729.200E-15,790.846E-15,500.000E-3,1.38252
366.000E-3,366.000E-15,1.14631E-12,732.000E-15,795.843E-15,500.000E-3,1.44037
367.400E-3,367.400E-15,1.20290E-12,734.800E-15,800.919E-15,500.000E-3,1.50190
368.800E-3,368.800E-15,1.26340E-12,737.600E-15,806.077E-15,500.000E-3,1.56735
370.200E-3,370.200E-15,1.32808E-12,740.400E-15,811.319E-15,500.000E-3,1.63694
371.600E-3,371.600E-15,1.39724E-12,743.200E-15,816.649E-15,500.000E-3,1.71094
373.000E-3,373.000E-15,1.47119E-12,746.000E-15,822.069E-15,500.000E-3,1.78961
374.400E-3,374.400E-15,1.55027E-12,748.800E-15,827.584E-15,500.000E-3,1.87325
375.800E-3,375.800E-15,1.63484E-12,751.600E-15,833.196E-15,500.000E-3,1.96214
377.200E-3,377.200E-15,1.72530E-12,754.400E-15,838.909E-15,500.000E-3,2.05660
378.600E-3,378.600E-15,1.82206E-12,757.200E-15,844.726E-15,500.000E-3,2.15698
380.000E-3,380.000E-15,1.92556E-12,760.000E-15,850.653E-15,500.000E-3,2.26363
381.400E-3,381.400E-15,2.03629E-12,762.800E-15,856.691E-15,500.000E-3,2.37692
382.800E-3,382.800E-15,2.15475E-12,765.600E-15,862.846E-15,500.000E-3,2.49725
384.200E-3,384.200E-15,2.28148E-12,768.400E-15,869.122E-15,500.000E-3,2.62504
385.600E-3,385.600E-15,2.41709E-12,771.200E-15,875.523E-15,500.000E-3,2.76074
387.000E-3,387.000E-15,2.56219E-12,774.000E-15,882.054E-15,500.000E-3,2.90479
388.400E-3,388.400E-15,2.71745E-12,776.800E-15,888.720E-15,500.000E-3,3.05771
389.800E-3,389.800E-15,2.88359E-12,779.600E-15,895.525E-15,500.000E-3,3.22000
391.200E-3,391.200E-15,3.06139E-12,782.400E-15,902.474E-15,500.000E-3,3.39222
392.600E-3,392.600E-15,3.25167E-12,785.200E-15,909.573E-15,500.000E-3,3.57493
394.000E-3,394.000E-15,3.45530E-12,788.000E-15,916.828E-15,500.000E-3,3.76875
395.400E-3,395.400E-15,3.67324E-12,790.800E-15,924.244E-15,500.000E-3,3.97432
396.800E-3,396.800E-15,3.90650E-12,793.600E-15,931.827E-15,500.000E-3,4.19230
398.200E-3,398.200E-15,4.15616E-12,796.400E-15,939.584E-15,500.000E-3,4.42340
399.600E-3,399.600E-15,4.42337E-12,799.200E-15,947.519E-15,500.000E-3,4.66837
401.000E-3,401.000E-15,4.70939E-12,802.000E-15,955.642E-15,500.000E-3,4.92799
402.400E-3,402.400E-15,5.01554E-12,804.800E-15,963.957E-15,500.000E-3,5.20308
403.800E-3,403.800E-15,5.34325E-12,807.600E-15,972.473E-15,500.000E-3,5.49450
405.200E-3,405.200E-15,5.69404E-12,810.400E-15,981.196E-15,500.000E-3,5.80316
406.600E-3,406.600E-15,6.06955E-12,813.200E-15,990.135E-15,500.000E-3,6.13002
408.000E-3,408.000E-15,6.47151E-12,816.000E-15,999.298E-15,500.000E-3,6.47606
409.400E-3,409.400E-15,6.90181E-12,818.800E-15,1.00869E-12,500.000E-3,6.84233
410.800E-3,410.800E-15,7.36245E-12,821.600E-15,1.01833E-12,500.000E-3,7.22994
412.200E-3,412.200E-15,7.85557E-12,824.400E-15,1.02821E-12,500.000E-3,7.64002
413.600E-3,413.600E-15,8.38347E-12,827.200E-15,1.03836E-12,500.000E-3,8.07379
415.000E-3,415.000E-15,8.94861E-12,830.000E-15,1.04877E-12,500.000E-3,8.53249
416.400E-3,416.400E-15,9.55363E-12,832.800E-15,1.05946E-12,500.000E-3,9.01745
417.800E-3,417.800E-15,10.2013E-12,835.600E-15,1.07044E-12,500.000E-3,9.53004
419.200E-3,419.200E-15,10.8948E-12,838.400E-15,1.08172E-12,500.000E-3,10.0717
420.600E-3,420.600E-15,11.6371E-12,841.200E-15,1.09331E-12,500.000E-3,10.6439
422.000E-3,422.000E-15,12.4319E-12,844.000E-15,1.10523E-12,500.000E-3,11.2483
423.400E-3,423.400E-15,13.2829E-12,846.800E-15,1.11748E-12,500.000E-3,11.8864
424.800E-3,424.800E-15,14.1938E-12,849.600E-15,1.13008E-12,500.000E-3,12.5600
426.200E-3,426.200E-15,15.1692E-12,852.400E-15,1.14304E-12,500.000E-3,13.2709
427.600E-3,427.600E-15,16.2134E-12,855.200E-15,1.15638E-12,500.000E-3,14.0208
429.000E-3,429.000E-15,17.3314E-12,858.000E-15,1.17011E-12,500.000E-3,14.8118
430.400E-3,430.400E-15,18.5284E-12,860.800E-15,1.18424E-12,500.000E-3,15.6458
431.800E-3,431.800E-15,19.8099E-12,863.600E-15,1.19880E-12,500.000E-3,16.5248
433.200E-3,433.200E-15,21.1820E-12,866.400E-15,1.21379E-12,500.000E-3,17.4511
434.600E-3,434.600E-15,22.6510E-12,869.200E-15,1.22923E-12,500.000E-3,18.4270
436.000E-3,436.000E-15,24.2239E-12,872.000E-15,1.24515E-12,500.000E-3,19.4546
437.400E-3,437.400E-15,25.9079E-12,874.800E-15,1.26156E-12,500.000E-3,20.5364
438.800E-3,438.800E-15,27.7109E-12,877.600E-15,1.27847E-12,500.000E-3,21.6750
440.200E-3,440.200E-15,29.6413E-12,880.400E-15,1.29592E-12,500.000E-3,22.8729
441.600E-3,441.600E-15,31.7082E-12,883.200E-15,1.31391E-12,500.000E-3,24.1327
443.000E-3,443.000E-15,33.9212E-12,886.000E-15,1.33248E-12,500.000E-3,25.4572
444.400E-3,444.400E-15,36.2907E-12,888.800E-15,1.35164E-12,500.000E-3,26.8494
445.800E-3,445.800E-15,38.8276E-12,891.600E-15,1.37142E-12,500.000E-3,28.3120
447.200E-3,447.200E-15,41.5439E-12,894.400E-15,1.39184E-12,500.000E-3,29.8482
448.600E-3,448.600E-15,44.4522E-12,897.200E-15,1.41293E-12,500.000E-3,31.4610
450.000E-3,450.000E-15,47.5661E-12,900.000E-15,1.43471E-12,500.000E-3,33.1537
451.400E-3,451.400E-15,50.9001E-12,902.800E-15,1.45722E-12,500.000E-3,34.9296
452.800E-3,452.800E-15,54.4699E-12,905.600E-15,1.48048E-12,500.000E-3,36.7922
454.200E-3,454.200E-15,58.2921E-12,908.400E-15,1.50452E-12,500.000E-3,38.7447
455.600E-3,455.600E-15,62.3845E-12,911.200E-15,1.52937E-12,500.000E-3,40.7910
457.000E-3,457.000E-15,66.7664E-12,914.000E-15,1.55507E-12,500.000E-3,42.9346
458.400E-3,458.400E-15,71.4580E-12,916.800E-15,1.58166E-12,500.000E-3,45.1792
459.800E-3,459.800E-15,76.4814E-12,919.600E-15,1.60916E-12,500.000E-3,47.5288
461.200E-3,461.200E-15,81.8600E-12,922.400E-15,1.63761E-12,500.000E-3,49.9873
462.600E-3,462.600E-15,87.6190E-12,925.200E-15,1.66707E-12,500.000E-3,52.5587
464.000E-3,464.000E-15,93.7852E-12,928.000E-15,1.69756E-12,500.000E-3,55.2471
465.400E-3,465.400E-15,100.387E-12,930.800E-15,1.72913E-12,500.000E-3,58.0567
466.800E-3,466.800E-15,107.457E-12,933.600E-15,1.76182E-12,500.000E-3,60.9916
468.200E-3,468.200E-15,115.026E-12,936.400E-15,1.79569E-12,500.000E-3,64.0564
469.600E-3,469.600E-15,123.130E-12,939.200E-15,1.83078E-12,500.000E-3,67.2553
471.000E-3,471.000E-15,131.807E-12,942.000E-15,1.86715E-12,500.000E-3,70.5928
472.400E-3,472.400E-15,141.098E-12,944.800E-15,1.90485E-12,500.000E-3,74.0734
473.800E-3,473.800E-15,151.047E-12,947.600E-15,1.94393E-12,500.000E-3,77.7018
475.200E-3,475.200E-15,161.698E-12,950.400E-15,1.98445E-12,500.000E-3,81.4826
476.600E-3,476.600E-15,173.103E-12,953.200E-15,2.02649E-12,500.000E-3,85.4204
478.000E-3,478.000E-15,185.315E-12,956.000E-15,2.07010E-12,500.000E-3,89.5200
479.400E-3,479.400E-15,198.390E-12,958.800E-15,2.11535E-12,500.000E-3,93.7862
480.800E-3,480.800E-15,212.391E-12,961.600E-15,2.16231E-12,500.000E-3,98.2237
482.200E-3,482.200E-15,227.381E-12,964.400E-15,2.21107E-12,500.000E-3,102.837
483.600E-3,483.600E-15,243.431E-12,967.200E-15,2.26170E-12,500.000E-3,107.632
485.000E-3,485.000E-15,260.617E-12,970.000E-15,2.31428E-12,500.000E-3,112.613
486.400E-3,486.400E-15,279.017E-12,972.800E-15,2.36890E-12,500.000E-3,117.784
487.800E-3,487.800E-15,298.720E-12,975.600E-15,2.42565E-12,500.000E-3,123.150
489.200E-3,489.200E-15,319.816E-12,978.400E-15,2.48463E-12,500.000E-3,128.717
490.600E-3,490.600E-15,342.404E-12,981.200E-15,2.54595E-12,500.000E-3,134.490
492.000E-3,492.000E-15,366.589E-12,984.000E-15,2.60970E-12,500.000E-3,140.472
493.400E-3,493.400E-15,392.485E-12,986.800E-15,2.67600E-12,500.000E-3,146.668
494.800E-3,494.800E-15,420.212E-12,989.600E-15,2.74497E-12,500.000E-3,153.085
496.200E-3,496.200E-15,449.901E-12,992.400E-15,2.81673E-12,500.000E-3,159.725
497.600E-3,497.600E-15,481.689E-12,995.200E-15,2.89142E-12,500.000E-3,166.593
