f,noise
3.79315,2.2126179942309e-09
3.80189,2.2106478388742956e-09
3.81066,2.2086782506315906e-09
3.81944,2.206713728143268e-09
3.82825,2.2047498032352914e-09
3.83707,2.2027909410501063e-09
3.84592,2.2008327062977716e-09
3.85478,2.1988795308665514e-09
3.86367,2.1969270121150577e-09
3.87258,2.194977364824201e-09
3.8815,2.193032771054471e-09
3.89045,2.191088876707007e-09
3.89942,2.1891478717163306e-09
3.90841,2.1872097618053826e-09
3.91742,2.1852745525824157e-09
3.92645,2.1833422495419338e-09
3.9355,2.1814128580656246e-09
3.94457,2.1794863834232897e-09
3.95367,2.1775607185913193e-09
3.96278,2.1756401008275845e-09
3.97192,2.1737203185015888e-09
3.98107,2.171805577260226e-09
3.99025,2.1698916965355657e-09
3.99945,2.167980777373555e-09
4.00867,2.16607282420036e-09
4.01791,2.1641678413378313e-09
4.02717,2.1622658330043916e-09
4.03645,2.1603668033159225e-09
4.04576,2.158468721323597e-09
4.05509,2.1565736410425543e-09
4.06443,2.1546835860458867e-09
4.0738,2.152794512757168e-09
4.08319,2.1509084520977357e-09
4.09261,2.1490234101224903e-09
4.10204,2.147143392361376e-09
4.1115,2.14526441468176e-09
4.12098,2.1433884775280334e-09
4.13048,2.141515583871524e-09
4.14,2.1396457365910756e-09
4.14954,2.1377789384738814e-09
4.15911,2.135913246327255e-09
4.16869,2.1340525617801894e-09
4.1783,2.1321930027686153e-09
4.18794,2.130334593311972e-09
4.19759,2.1284811912700186e-09
4.20727,2.126628957505496e-09
4.21697,2.1247798182388334e-09
4.22669,2.1229337753901643e-09
4.23643,2.121090830795883e-09
4.2462,2.1192491046428955e-09
4.25598,2.1174123687484162e-09
4.2658,2.1155750009816122e-09
4.27563,2.113742626410403e-09
4.28549,2.1119115181954775e-09
4.29536,2.1100853918023443e-09
4.30527,2.10825870817489e-09
4.31519,2.1064370085156113e-09
4.32514,2.104616620941226e-09
4.33511,2.1027993860852166e-09
4.3451,2.10098530467634e-09
4.35512,2.099172571634509e-09
4.36516,2.0973630067627446e-09
4.37522,2.0955566104919753e-09
4.38531,2.0937515976127388e-09
4.39542,2.0919497673245852e-09
4.40555,2.090151119768646e-09
4.4157,2.0883556550173975e-09
4.42588,2.0865616140505382e-09
4.43609,2.084769016532628e-09
4.44631,2.082981373691626e-09
4.45656,2.081195186874116e-09
4.46684,2.0794104752560204e-09
4.47713,2.0776307105408405e-09
4.48745,2.0758524329166164e-09
4.4978,2.0740756610797102e-09
4.50817,2.0723021205836255e-09
4.51856,2.0705318105482262e-09
4.52898,2.0687630357313226e-09
4.53942,2.0669975021174873e-09
4.54988,2.065235208573062e-09
4.56037,2.0634744785660268e-09
4.57088,2.0617169987309565e-09
4.58142,2.0599611048759083e-09
4.59198,2.0582084708311967e-09
4.60257,2.0564574446598255e-09
4.61318,2.0547096874803416e-09
4.62381,2.0529651975463705e-09
4.63447,2.0512223411744517e-09
4.64515,2.049482760626822e-09
4.65586,2.047744834257544e-09
4.66659,2.0460101918522765e-09
4.67735,2.044277223718631e-09
4.68813,2.042547547256821e-09
4.69894,2.040819564644338e-09
4.70977,2.039094880986722e-09
4.72063,2.0373719102479863e-09
4.73151,2.035652245329393e-09
4.74242,2.033934311898444e-09
4.75335,2.0322196907421393e-09
4.76431,2.0305068191487593e-09
4.77529,2.028797265880671e-09
4.7863,2.027089479764555e-09
4.79733,2.025385017627382e-09
4.80839,2.0236823397521927e-09
4.81948,2.021981460296836e-09
4.83059,2.0202839183172368e-09
4.84172,2.0185897104363013e-09
4.85289,2.0168958059861765e-09
4.86407,2.0152067594493646e-09
4.87528,2.0135195456645542e-09
4.88652,2.0118341779738063e-09
4.89779,2.0101506695588088e-09
4.90908,2.008470518813898e-09
4.9204,2.006792242045578e-09
4.93174,2.005117326230313e-09
4.94311,2.003444298656081e-09
4.9545,2.0017746349680202e-09
4.96592,2.0001068733558287e-09
4.97737,1.9984410260704283e-09
4.98884,1.996778551888059e-09
5.00035,1.9951165639463695e-09
5.01187,1.993459397785352e-09
5.02343,1.9918027414153965e-09
5.03501,1.9901494726168513e-09
5.04661,1.988499586679831e-09
5.05825,1.986850250296606e-09
5.06991,1.985204308584145e-09
5.08159,1.9835617566237938e-09
5.09331,1.9819197927680865e-09
5.10505,1.980281229829664e-09
5.11682,1.9786446748644726e-09
5.12861,1.977011521014548e-09
5.14044,1.975379008302002e-09
5.15229,1.973749906996444e-09
5.16416,1.972124211696876e-09
5.17607,1.97049919330113e-09
5.188,1.968877590594686e-09
5.19996,1.9672580464130672e-09
5.21195,1.9656405704529055e-09
5.22396,1.9640265136631456e-09
5.236,1.962414533952116e-09
5.24807,1.9608046406690775e-09
5.26017,1.959196843031757e-09
5.2723,1.9575911501272593e-09
5.28445,1.955988887152739e-09
5.29663,1.954388736745145e-09
5.30884,1.952790707657151e-09
5.32108,1.9511948085143384e-09
5.33335,1.949601047816095e-09
5.34564,1.9480107254835334e-09
5.35797,1.9464212617846457e-09
5.37032,1.944835243090293e-09
5.3827,1.943251385908395e-09
5.39511,1.9416696981720544e-09
5.40754,1.9400914549930323e-09
5.42001,1.9385141246658553e-09
5.4325,1.9369402446021475e-09
5.44503,1.9353673020443476e-09
5.45758,1.933797815050528e-09
5.47016,1.932230533167954e-09
5.48277,1.9306654635519065e-09
5.49541,1.9291026132426875e-09
5.50808,1.927541989166477e-09
5.52077,1.925984822890092e-09
5.5335,1.924428666963358e-09
5.54626,1.92287475738867e-09
5.55904,1.9213243115231626e-09
5.57186,1.9197749093843407e-09
5.5847,1.9182289744332233e-09
5.59758,1.916684104834508e-09
5.61048,1.9151427055352773e-09
5.62341,1.9136035808088237e-09
5.63638,1.9120655529521896e-09
5.64937,1.910530999398977e-09
5.66239,1.908998737730217e-09
5.67545,1.9074676033561037e-09
5.68853,1.9059399464997407e-09
5.70164,1.9044145979092975e-09
5.71479,1.9028904059687152e-09
5.72796,1.9013696939916594e-09
5.74116,1.8998513057536626e-09
5.7544,1.898334102473853e-09
5.76766,1.896820380855556e-09
5.78096,1.8953078624929058e-09
5.79429,1.8937976957577545e-09
5.80764,1.892291011635556e-09
5.82103,1.890785557369616e-09
5.83445,1.889282468056753e-09
5.8479,1.88778174794661e-09
5.86138,1.8862834011966827e-09
5.87489,1.8847874318730822e-09
5.88844,1.883292742959916e-09
5.90201,1.881801544514147e-09
5.91562,1.8803116425097495e-09
5.92925,1.8788252300658993e-09
5.94292,1.8773401296783587e-09
5.95662,1.875857437460946e-09
5.97035,1.8743771568146173e-09
5.98412,1.8728982190731147e-09
5.99791,1.8714227755139647e-09
6.01174,1.869948689374997e-09
6.0256,1.868477035656315e-09
6.03949,1.8670078172938827e-09
6.05341,1.8655410371422265e-09
6.06736,1.8640766979751535e-09
6.08135,1.862613758777436e-09
6.09537,1.8611532738307785e-09
6.10942,1.8596952456254126e-09
6.1235,1.8582396765738394e-09
6.13762,1.856785541136059e-09
6.15177,1.8553338772890158e-09
6.16595,1.8538846871709276e-09
6.18016,1.852437972845213e-09
6.19441,1.850992724028236e-09
6.20869,1.849549962636302e-09
6.223,1.8481096904676778e-09
6.23735,1.8466709085289076e-09
6.25173,1.8452346268382117e-09
6.26614,1.8438008469355542e-09
6.28058,1.8423695702911387e-09
6.29506,1.8409398127918616e-09
6.30957,1.8395125688147735e-09
6.32412,1.8380868615870778e-09
6.3387,1.8366636777326438e-09
6.35331,1.8352430182949719e-09
6.36796,1.8338239174357979e-09
6.38263,1.8324083133963765e-09
6.39735,1.8309933176279514e-09
6.4121,1.829580864463606e-09
6.42688,1.8281709545387671e-09
6.44169,1.8267635884268107e-09
6.45654,1.8253578218078576e-09
6.47143,1.823953665982339e-09
6.48634,1.8225530073261873e-09
6.5013,1.8211530332597127e-09
6.51628,1.8197565567951635e-09
6.53131,1.818360786698975e-09
6.54636,1.8169685143197067e-09
6.56145,1.815577889401738e-09
6.57658,1.8141889224329246e-09
6.59174,1.812802536515112e-09
6.60693,1.8114187313696079e-09
6.62217,1.8100356951361023e-09
6.63743,1.8086561551334831e-09
6.65273,1.8072783028022756e-09
6.66807,1.8059021479497183e-09
6.68344,1.804528592198139e-09
6.69885,1.803156746306864e-09
6.71429,1.8017875048462126e-09
6.72977,1.8004199852421254e-09
6.74528,1.7990550750667951e-09
6.76083,1.7976918983648569e-09
6.77642,1.7963304641678169e-09
6.79204,1.7949716496311833e-09
6.80769,1.7936154535341832e-09
6.82339,1.7922601514278864e-09
6.83912,1.7909074784187958e-09
6.85488,1.7895574330697013e-09
6.87068,1.7882091622040086e-09
6.88652,1.7868626741154161e-09
6.9024,1.7855179769806424e-09
6.91831,1.784175920765861e-09
6.93426,1.782835665031375e-09
