freq (Hz),input noise; V / sqrt(Hz) mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 21  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 22  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 23  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 24  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 25  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 26  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 27  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 28  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 29  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 30  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 31  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 32  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 33  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 34  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 35  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 36  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 37  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 38  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 39  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 40  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 41  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 42  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 43  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 44  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 45  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 46  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 47  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 48  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 49  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 50  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 51  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 52  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 53  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 54  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 55  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 56  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 57  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 58  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 59  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 60  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 61  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 62  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 63  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 64  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 65  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 66  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 67  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 68  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 69  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 70  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 71  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 72  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 73  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 74  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 75  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 76  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 77  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 78  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 79  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 80  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 81  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 82  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 83  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 84  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 85  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 86  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 87  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 88  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 89  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 90  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 91  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 92  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 93  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 94  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 95  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 96  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 97  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 98  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 99  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 100  (V / sqrt(Hz))
2.51189E3,1.08456E-9,1.08499E-9,1.12109E-9,1.09901E-9,1.08902E-9,1.10100E-9,1.09646E-9,1.08608E-9,1.08660E-9,1.07440E-9,1.10367E-9,1.07903E-9,1.11166E-9,1.08557E-9,1.08587E-9,1.11959E-9,1.09766E-9,1.08781E-9,1.07680E-9,1.06683E-9,1.10298E-9,1.09820E-9,1.10325E-9,1.09867E-9,1.08047E-9,1.12174E-9,1.09709E-9,1.07199E-9,1.12108E-9,1.10011E-9,1.08939E-9,1.08306E-9,1.07509E-9,1.10485E-9,1.09400E-9,1.10074E-9,1.10164E-9,1.09184E-9,1.07873E-9,1.09019E-9,1.07710E-9,1.08610E-9,1.10219E-9,1.08600E-9,1.09403E-9,1.12039E-9,1.08687E-9,1.08995E-9,1.07923E-9,1.10602E-9,1.08481E-9,1.08376E-9,1.09479E-9,1.08640E-9,1.06690E-9,1.08792E-9,1.09110E-9,1.09427E-9,1.08916E-9,1.09159E-9,1.07269E-9,1.10048E-9,1.10230E-9,1.09994E-9,1.06739E-9,1.10747E-9,1.08785E-9,1.08103E-9,1.07486E-9,1.10186E-9,1.08665E-9,1.08385E-9,1.08481E-9,1.09567E-9,1.09149E-9,1.07777E-9,1.09336E-9,1.10242E-9,1.07097E-9,1.10522E-9,1.07093E-9,1.09052E-9,1.10181E-9,1.11063E-9,1.08457E-9,1.10006E-9,1.09335E-9,1.10994E-9,1.08183E-9,1.09059E-9,1.12781E-9,1.09315E-9,1.10804E-9,1.09780E-9,1.07203E-9,1.10102E-9,1.09723E-9,1.08073E-9,1.08394E-9,1.08376E-9
3.16228E3,1.08298E-9,1.08179E-9,1.11824E-9,1.09659E-9,1.08817E-9,1.09414E-9,1.09451E-9,1.08533E-9,1.08549E-9,1.07360E-9,1.10195E-9,1.07788E-9,1.10648E-9,1.08446E-9,1.08403E-9,1.11008E-9,1.09684E-9,1.08616E-9,1.07603E-9,1.06456E-9,1.10219E-9,1.09544E-9,1.10155E-9,1.09615E-9,1.07989E-9,1.10982E-9,1.09287E-9,1.07025E-9,1.11624E-9,1.09521E-9,1.08759E-9,1.08240E-9,1.07382E-9,1.09953E-9,1.09068E-9,1.09927E-9,1.09562E-9,1.09079E-9,1.07587E-9,1.08729E-9,1.07654E-9,1.08366E-9,1.09909E-9,1.08364E-9,1.09330E-9,1.11217E-9,1.08542E-9,1.08935E-9,1.07864E-9,1.09922E-9,1.08247E-9,1.08279E-9,1.09060E-9,1.08583E-9,1.06559E-9,1.08682E-9,1.09039E-9,1.09263E-9,1.08666E-9,1.09101E-9,1.07188E-9,1.09906E-9,1.09589E-9,1.09934E-9,1.06639E-9,1.10403E-9,1.08349E-9,1.08018E-9,1.07186E-9,1.09979E-9,1.08575E-9,1.08311E-9,1.08167E-9,1.09409E-9,1.09042E-9,1.07666E-9,1.09267E-9,1.09644E-9,1.07031E-9,1.10320E-9,1.06952E-9,1.08683E-9,1.10006E-9,1.10206E-9,1.08277E-9,1.09690E-9,1.09276E-9,1.10480E-9,1.07759E-9,1.08896E-9,1.12294E-9,1.09016E-9,1.10625E-9,1.09042E-9,1.07122E-9,1.09527E-9,1.09484E-9,1.07981E-9,1.08315E-9,1.08194E-9
3.98107E3,1.08175E-9,1.07932E-9,1.11604E-9,1.09471E-9,1.08752E-9,1.08884E-9,1.09300E-9,1.08475E-9,1.08462E-9,1.07297E-9,1.10061E-9,1.07699E-9,1.10247E-9,1.08359E-9,1.08260E-9,1.10272E-9,1.09619E-9,1.08487E-9,1.07541E-9,1.06280E-9,1.10157E-9,1.09331E-9,1.10023E-9,1.09420E-9,1.07943E-9,1.10059E-9,1.08961E-9,1.06891E-9,1.11250E-9,1.09143E-9,1.08619E-9,1.08189E-9,1.07283E-9,1.09542E-9,1.08810E-9,1.09813E-9,1.09097E-9,1.08996E-9,1.07365E-9,1.08504E-9,1.07609E-9,1.08178E-9,1.09670E-9,1.08182E-9,1.09272E-9,1.10581E-9,1.08428E-9,1.08887E-9,1.07818E-9,1.09396E-9,1.08065E-9,1.08202E-9,1.08735E-9,1.08537E-9,1.06457E-9,1.08596E-9,1.08982E-9,1.09136E-9,1.08473E-9,1.09054E-9,1.07124E-9,1.09795E-9,1.09093E-9,1.09886E-9,1.06561E-9,1.10136E-9,1.08011E-9,1.07951E-9,1.06954E-9,1.09818E-9,1.08504E-9,1.08252E-9,1.07923E-9,1.09286E-9,1.08959E-9,1.07579E-9,1.09213E-9,1.09181E-9,1.06979E-9,1.10164E-9,1.06842E-9,1.08398E-9,1.09871E-9,1.09543E-9,1.08137E-9,1.09445E-9,1.09229E-9,1.10082E-9,1.07431E-9,1.08769E-9,1.11918E-9,1.08785E-9,1.10485E-9,1.08471E-9,1.07059E-9,1.09083E-9,1.09299E-9,1.07909E-9,1.08253E-9,1.08052E-9
5.01187E3,1.08080E-9,1.07740E-9,1.11433E-9,1.09326E-9,1.08700E-9,1.08474E-9,1.09182E-9,1.08428E-9,1.08394E-9,1.07248E-9,1.09958E-9,1.07629E-9,1.09938E-9,1.08290E-9,1.08149E-9,1.09703E-9,1.09569E-9,1.08387E-9,1.07493E-9,1.06143E-9,1.10107E-9,1.09165E-9,1.09920E-9,1.09270E-9,1.07906E-9,1.09343E-9,1.08709E-9,1.06787E-9,1.10961E-9,1.08850E-9,1.08511E-9,1.08148E-9,1.07206E-9,1.09224E-9,1.08611E-9,1.09724E-9,1.08738E-9,1.08932E-9,1.07193E-9,1.08331E-9,1.07574E-9,1.08032E-9,1.09484E-9,1.08041E-9,1.09226E-9,1.10089E-9,1.08341E-9,1.08849E-9,1.07781E-9,1.08989E-9,1.07924E-9,1.08143E-9,1.08484E-9,1.08501E-9,1.06378E-9,1.08530E-9,1.08937E-9,1.09037E-9,1.08323E-9,1.09018E-9,1.07074E-9,1.09709E-9,1.08710E-9,1.09849E-9,1.06500E-9,1.09931E-9,1.07749E-9,1.07898E-9,1.06774E-9,1.09694E-9,1.08449E-9,1.08206E-9,1.07736E-9,1.09191E-9,1.08894E-9,1.07511E-9,1.09170E-9,1.08823E-9,1.06938E-9,1.10042E-9,1.06757E-9,1.08178E-9,1.09766E-9,1.09031E-9,1.08029E-9,1.09256E-9,1.09192E-9,1.09776E-9,1.07177E-9,1.08671E-9,1.11627E-9,1.08606E-9,1.10377E-9,1.08030E-9,1.07009E-9,1.08740E-9,1.09156E-9,1.07853E-9,1.08205E-9,1.07942E-9
6.30957E3,1.08005E-9,1.07593E-9,1.11301E-9,1.09213E-9,1.08659E-9,1.08158E-9,1.09091E-9,1.08392E-9,1.08341E-9,1.07209E-9,1.09877E-9,1.07575E-9,1.09700E-9,1.08237E-9,1.08063E-9,1.09263E-9,1.09529E-9,1.08310E-9,1.07455E-9,1.06038E-9,1.10069E-9,1.09037E-9,1.09840E-9,1.09153E-9,1.07877E-9,1.08791E-9,1.08515E-9,1.06707E-9,1.10737E-9,1.08625E-9,1.08427E-9,1.08116E-9,1.07147E-9,1.08979E-9,1.08457E-9,1.09654E-9,1.08461E-9,1.08882E-9,1.07060E-9,1.08196E-9,1.07546E-9,1.07919E-9,1.09341E-9,1.07931E-9,1.09191E-9,1.09710E-9,1.08272E-9,1.08820E-9,1.07752E-9,1.08675E-9,1.07815E-9,1.08096E-9,1.08290E-9,1.08472E-9,1.06316E-9,1.08477E-9,1.08902E-9,1.08960E-9,1.08208E-9,1.08989E-9,1.07035E-9,1.09642E-9,1.08414E-9,1.09819E-9,1.06453E-9,1.09772E-9,1.07547E-9,1.07857E-9,1.06635E-9,1.09597E-9,1.08405E-9,1.08169E-9,1.07590E-9,1.09116E-9,1.08843E-9,1.07459E-9,1.09136E-9,1.08547E-9,1.06905E-9,1.09948E-9,1.06691E-9,1.08007E-9,1.09684E-9,1.08635E-9,1.07944E-9,1.09110E-9,1.09163E-9,1.09539E-9,1.06981E-9,1.08594E-9,1.11403E-9,1.08468E-9,1.10293E-9,1.07690E-9,1.06971E-9,1.08475E-9,1.09044E-9,1.07809E-9,1.08167E-9,1.07857E-9
7.94328E3,1.07947E-9,1.07478E-9,1.11199E-9,1.09126E-9,1.08628E-9,1.07914E-9,1.09020E-9,1.08363E-9,1.08299E-9,1.07178E-9,1.09815E-9,1.07533E-9,1.09515E-9,1.08195E-9,1.07997E-9,1.08924E-9,1.09498E-9,1.08250E-9,1.07425E-9,1.05956E-9,1.10038E-9,1.08938E-9,1.09779E-9,1.09063E-9,1.07854E-9,1.08364E-9,1.08365E-9,1.06644E-9,1.10565E-9,1.08451E-9,1.08362E-9,1.08091E-9,1.07100E-9,1.08790E-9,1.08338E-9,1.09600E-9,1.08247E-9,1.08843E-9,1.06956E-9,1.08093E-9,1.07524E-9,1.07831E-9,1.09230E-9,1.07847E-9,1.09162E-9,1.09417E-9,1.08219E-9,1.08796E-9,1.07730E-9,1.08434E-9,1.07731E-9,1.08060E-9,1.08140E-9,1.08449E-9,1.06268E-9,1.08437E-9,1.08874E-9,1.08900E-9,1.08118E-9,1.08967E-9,1.07004E-9,1.09590E-9,1.08185E-9,1.09795E-9,1.06415E-9,1.09649E-9,1.07391E-9,1.07824E-9,1.06528E-9,1.09522E-9,1.08371E-9,1.08141E-9,1.07478E-9,1.09059E-9,1.08804E-9,1.07417E-9,1.09109E-9,1.08333E-9,1.06880E-9,1.09875E-9,1.06639E-9,1.07876E-9,1.09621E-9,1.08330E-9,1.07879E-9,1.08997E-9,1.09140E-9,1.09356E-9,1.06830E-9,1.08534E-9,1.11230E-9,1.08361E-9,1.10227E-9,1.07427E-9,1.06940E-9,1.08271E-9,1.08958E-9,1.07774E-9,1.08137E-9,1.07790E-9
10.0000E3,1.07902E-9,1.07390E-9,1.11121E-9,1.09059E-9,1.08603E-9,1.07726E-9,1.08965E-9,1.08340E-9,1.08267E-9,1.07153E-9,1.09766E-9,1.07500E-9,1.09373E-9,1.08162E-9,1.07945E-9,1.08663E-9,1.09474E-9,1.08203E-9,1.07401E-9,1.05892E-9,1.10014E-9,1.08862E-9,1.09731E-9,1.08993E-9,1.07836E-9,1.08035E-9,1.08249E-9,1.06596E-9,1.10432E-9,1.08316E-9,1.08311E-9,1.08071E-9,1.07063E-9,1.08644E-9,1.08246E-9,1.09558E-9,1.08082E-9,1.08812E-9,1.06876E-9,1.08013E-9,1.07506E-9,1.07763E-9,1.09144E-9,1.07782E-9,1.09140E-9,1.09191E-9,1.08178E-9,1.08777E-9,1.07712E-9,1.08247E-9,1.07665E-9,1.08031E-9,1.08024E-9,1.08432E-9,1.06231E-9,1.08405E-9,1.08852E-9,1.08854E-9,1.08049E-9,1.08949E-9,1.06979E-9,1.09549E-9,1.08009E-9,1.09777E-9,1.06386E-9,1.09554E-9,1.07271E-9,1.07799E-9,1.06445E-9,1.09464E-9,1.08344E-9,1.08118E-9,1.07391E-9,1.09014E-9,1.08773E-9,1.07385E-9,1.09088E-9,1.08168E-9,1.06859E-9,1.09818E-9,1.06599E-9,1.07774E-9,1.09572E-9,1.08095E-9,1.07828E-9,1.08910E-9,1.09122E-9,1.09216E-9,1.06713E-9,1.08487E-9,1.11097E-9,1.08279E-9,1.10176E-9,1.07225E-9,1.06916E-9,1.08114E-9,1.08891E-9,1.07747E-9,1.08114E-9,1.07738E-9
12.5893E3,1.07867E-9,1.07321E-9,1.11060E-9,1.09007E-9,1.08583E-9,1.07581E-9,1.08922E-9,1.08322E-9,1.08242E-9,1.07134E-9,1.09729E-9,1.07474E-9,1.09264E-9,1.08136E-9,1.07905E-9,1.08462E-9,1.09454E-9,1.08167E-9,1.07382E-9,1.05843E-9,1.09995E-9,1.08802E-9,1.09693E-9,1.08939E-9,1.07821E-9,1.07782E-9,1.08160E-9,1.06558E-9,1.10329E-9,1.08213E-9,1.08272E-9,1.08055E-9,1.07035E-9,1.08531E-9,1.08175E-9,1.09526E-9,1.07955E-9,1.08788E-9,1.06814E-9,1.07951E-9,1.07493E-9,1.07711E-9,1.09078E-9,1.07731E-9,1.09122E-9,1.09017E-9,1.08146E-9,1.08762E-9,1.07697E-9,1.08103E-9,1.07614E-9,1.08009E-9,1.07935E-9,1.08417E-9,1.06201E-9,1.08380E-9,1.08835E-9,1.08818E-9,1.07996E-9,1.08935E-9,1.06960E-9,1.09518E-9,1.07873E-9,1.09762E-9,1.06363E-9,1.09481E-9,1.07178E-9,1.07779E-9,1.06380E-9,1.09419E-9,1.08323E-9,1.08100E-9,1.07324E-9,1.08979E-9,1.08749E-9,1.07360E-9,1.09072E-9,1.08041E-9,1.06843E-9,1.09774E-9,1.06567E-9,1.07695E-9,1.09533E-9,1.07913E-9,1.07788E-9,1.08842E-9,1.09108E-9,1.09107E-9,1.06623E-9,1.08451E-9,1.10994E-9,1.08215E-9,1.10137E-9,1.07069E-9,1.06898E-9,1.07992E-9,1.08840E-9,1.07726E-9,1.08096E-9,1.07698E-9
15.8489E3,1.07840E-9,1.07268E-9,1.11012E-9,1.08966E-9,1.08568E-9,1.07469E-9,1.08888E-9,1.08308E-9,1.08222E-9,1.07119E-9,1.09699E-9,1.07453E-9,1.09179E-9,1.08116E-9,1.07874E-9,1.08307E-9,1.09439E-9,1.08138E-9,1.07367E-9,1.05805E-9,1.09980E-9,1.08756E-9,1.09664E-9,1.08897E-9,1.07810E-9,1.07587E-9,1.08091E-9,1.06529E-9,1.10250E-9,1.08133E-9,1.08241E-9,1.08043E-9,1.07013E-9,1.08445E-9,1.08120E-9,1.09500E-9,1.07857E-9,1.08770E-9,1.06766E-9,1.07903E-9,1.07482E-9,1.07670E-9,1.09027E-9,1.07692E-9,1.09108E-9,1.08883E-9,1.08121E-9,1.08751E-9,1.07686E-9,1.07993E-9,1.07575E-9,1.07991E-9,1.07866E-9,1.08406E-9,1.06178E-9,1.08360E-9,1.08821E-9,1.08790E-9,1.07954E-9,1.08923E-9,1.06945E-9,1.09493E-9,1.07769E-9,1.09750E-9,1.06345E-9,1.09424E-9,1.07106E-9,1.07763E-9,1.06331E-9,1.09384E-9,1.08306E-9,1.08086E-9,1.07272E-9,1.08952E-9,1.08730E-9,1.07341E-9,1.09058E-9,1.07943E-9,1.06831E-9,1.09740E-9,1.06543E-9,1.07635E-9,1.09504E-9,1.07774E-9,1.07757E-9,1.08790E-9,1.09096E-9,1.09023E-9,1.06553E-9,1.08422E-9,1.10915E-9,1.08165E-9,1.10106E-9,1.06948E-9,1.06883E-9,1.07899E-9,1.08799E-9,1.07709E-9,1.08081E-9,1.07667E-9
19.9526E3,1.07819E-9,1.07228E-9,1.10976E-9,1.08935E-9,1.08556E-9,1.07383E-9,1.08863E-9,1.08296E-9,1.08206E-9,1.07107E-9,1.09677E-9,1.07438E-9,1.09114E-9,1.08100E-9,1.07850E-9,1.08187E-9,1.09428E-9,1.08117E-9,1.07356E-9,1.05776E-9,1.09969E-9,1.08721E-9,1.09642E-9,1.08865E-9,1.07801E-9,1.07437E-9,1.08038E-9,1.06506E-9,1.10189E-9,1.08071E-9,1.08218E-9,1.08033E-9,1.06996E-9,1.08378E-9,1.08078E-9,1.09481E-9,1.07782E-9,1.08755E-9,1.06728E-9,1.07866E-9,1.07473E-9,1.07639E-9,1.08987E-9,1.07661E-9,1.09097E-9,1.08780E-9,1.08101E-9,1.08741E-9,1.07677E-9,1.07907E-9,1.07544E-9,1.07978E-9,1.07813E-9,1.08397E-9,1.06160E-9,1.08345E-9,1.08810E-9,1.08768E-9,1.07922E-9,1.08915E-9,1.06933E-9,1.09474E-9,1.07688E-9,1.09741E-9,1.06331E-9,1.09381E-9,1.07051E-9,1.07750E-9,1.06292E-9,1.09357E-9,1.08293E-9,1.08074E-9,1.07232E-9,1.08931E-9,1.08716E-9,1.07326E-9,1.09048E-9,1.07867E-9,1.06821E-9,1.09713E-9,1.06524E-9,1.07588E-9,1.09480E-9,1.07666E-9,1.07733E-9,1.08750E-9,1.09087E-9,1.08959E-9,1.06499E-9,1.08400E-9,1.10854E-9,1.08127E-9,1.10082E-9,1.06856E-9,1.06872E-9,1.07827E-9,1.08768E-9,1.07696E-9,1.08070E-9,1.07643E-9
25.1189E3,1.07802E-9,1.07196E-9,1.10948E-9,1.08911E-9,1.08547E-9,1.07317E-9,1.08842E-9,1.08287E-9,1.08194E-9,1.07098E-9,1.09659E-9,1.07425E-9,1.09064E-9,1.08087E-9,1.07831E-9,1.08095E-9,1.09418E-9,1.08099E-9,1.07346E-9,1.05753E-9,1.09959E-9,1.08693E-9,1.09624E-9,1.08840E-9,1.07793E-9,1.07321E-9,1.07997E-9,1.06489E-9,1.10142E-9,1.08024E-9,1.08199E-9,1.08025E-9,1.06982E-9,1.08326E-9,1.08045E-9,1.09465E-9,1.07724E-9,1.08743E-9,1.06699E-9,1.07837E-9,1.07466E-9,1.07614E-9,1.08956E-9,1.07638E-9,1.09088E-9,1.08701E-9,1.08086E-9,1.08734E-9,1.07670E-9,1.07842E-9,1.07520E-9,1.07967E-9,1.07772E-9,1.08390E-9,1.06147E-9,1.08333E-9,1.08802E-9,1.08751E-9,1.07897E-9,1.08908E-9,1.06924E-9,1.09459E-9,1.07626E-9,1.09734E-9,1.06320E-9,1.09347E-9,1.07008E-9,1.07740E-9,1.06262E-9,1.09336E-9,1.08283E-9,1.08065E-9,1.07202E-9,1.08914E-9,1.08704E-9,1.07314E-9,1.09040E-9,1.07809E-9,1.06813E-9,1.09692E-9,1.06509E-9,1.07552E-9,1.09462E-9,1.07584E-9,1.07715E-9,1.08719E-9,1.09080E-9,1.08909E-9,1.06458E-9,1.08383E-9,1.10807E-9,1.08098E-9,1.10063E-9,1.06785E-9,1.06862E-9,1.07771E-9,1.08744E-9,1.07686E-9,1.08061E-9,1.07624E-9
31.6228E3,1.07789E-9,1.07171E-9,1.10926E-9,1.08892E-9,1.08539E-9,1.07266E-9,1.08827E-9,1.08280E-9,1.08184E-9,1.07090E-9,1.09645E-9,1.07416E-9,1.09025E-9,1.08078E-9,1.07817E-9,1.08024E-9,1.09411E-9,1.08086E-9,1.07339E-9,1.05735E-9,1.09952E-9,1.08672E-9,1.09611E-9,1.08820E-9,1.07788E-9,1.07232E-9,1.07965E-9,1.06475E-9,1.10105E-9,1.07987E-9,1.08185E-9,1.08019E-9,1.06972E-9,1.08286E-9,1.08019E-9,1.09453E-9,1.07679E-9,1.08734E-9,1.06677E-9,1.07815E-9,1.07460E-9,1.07595E-9,1.08932E-9,1.07620E-9,1.09081E-9,1.08639E-9,1.08075E-9,1.08728E-9,1.07665E-9,1.07791E-9,1.07502E-9,1.07958E-9,1.07740E-9,1.08384E-9,1.06136E-9,1.08323E-9,1.08795E-9,1.08737E-9,1.07878E-9,1.08902E-9,1.06917E-9,1.09448E-9,1.07578E-9,1.09728E-9,1.06312E-9,1.09321E-9,1.06975E-9,1.07732E-9,1.06239E-9,1.09320E-9,1.08274E-9,1.08058E-9,1.07178E-9,1.08902E-9,1.08695E-9,1.07304E-9,1.09033E-9,1.07764E-9,1.06807E-9,1.09676E-9,1.06497E-9,1.07524E-9,1.09448E-9,1.07520E-9,1.07700E-9,1.08695E-9,1.09074E-9,1.08871E-9,1.06425E-9,1.08369E-9,1.10771E-9,1.08075E-9,1.10049E-9,1.06730E-9,1.06855E-9,1.07728E-9,1.08726E-9,1.07678E-9,1.08054E-9,1.07609E-9
