time (s),/voutdiff2 T -40  (V),time (s),/voutdiff2 T -39  (V),time (s),/voutdiff2 T -38  (V),time (s),/voutdiff2 T -37  (V),time (s),/voutdiff2 T -36  (V),time (s),/voutdiff2 T -35  (V),time (s),/voutdiff2 T -34  (V),time (s),/voutdiff2 T -33  (V),time (s),/voutdiff2 T -32  (V),time (s),/voutdiff2 T -31  (V),time (s),/voutdiff2 T -30  (V),time (s),/voutdiff2 T -29  (V),time (s),/voutdiff2 T -28  (V),time (s),/voutdiff2 T -27  (V),time (s),/voutdiff2 T -26  (V),time (s),/voutdiff2 T -25  (V),time (s),/voutdiff2 T -24  (V),time (s),/voutdiff2 T -23  (V),time (s),/voutdiff2 T -22  (V),time (s),/voutdiff2 T -21  (V),time (s),/voutdiff2 T -20  (V),time (s),/voutdiff2 T -19  (V),time (s),/voutdiff2 T -18  (V),time (s),/voutdiff2 T -17  (V),time (s),/voutdiff2 T -16  (V),time (s),/voutdiff2 T -15  (V),time (s),/voutdiff2 T -14  (V),time (s),/voutdiff2 T -13  (V),time (s),/voutdiff2 T -12  (V),time (s),/voutdiff2 T -11  (V),time (s),/voutdiff2 T -10  (V),time (s),/voutdiff2 T -9  (V),time (s),/voutdiff2 T -8  (V),time (s),/voutdiff2 T -7  (V),time (s),/voutdiff2 T -6  (V),time (s),/voutdiff2 T -5  (V),time (s),/voutdiff2 T -4  (V),time (s),/voutdiff2 T -3  (V),time (s),/voutdiff2 T -2  (V),time (s),/voutdiff2 T -1  (V),time (s),/voutdiff2 T 0  (V),time (s),/voutdiff2 T 1  (V),time (s),/voutdiff2 T 2  (V),time (s),/voutdiff2 T 3  (V),time (s),/voutdiff2 T 4  (V),time (s),/voutdiff2 T 5  (V),time (s),/voutdiff2 T 6  (V),time (s),/voutdiff2 T 7  (V),time (s),/voutdiff2 T 8  (V),time (s),/voutdiff2 T 9  (V),time (s),/voutdiff2 T 10  (V),time (s),/voutdiff2 T 11  (V),time (s),/voutdiff2 T 12  (V),time (s),/voutdiff2 T 13  (V),time (s),/voutdiff2 T 14  (V),time (s),/voutdiff2 T 15  (V),time (s),/voutdiff2 T 16  (V),time (s),/voutdiff2 T 17  (V),time (s),/voutdiff2 T 18  (V),time (s),/voutdiff2 T 19  (V),time (s),/voutdiff2 T 20  (V),time (s),/voutdiff2 T 21  (V),time (s),/voutdiff2 T 22  (V),time (s),/voutdiff2 T 23  (V),time (s),/voutdiff2 T 24  (V),time (s),/voutdiff2 T 25  (V),time (s),/voutdiff2 T 26  (V),time (s),/voutdiff2 T 27  (V),time (s),/voutdiff2 T 28  (V),time (s),/voutdiff2 T 29  (V),time (s),/voutdiff2 T 30  (V),time (s),/voutdiff2 T 31  (V),time (s),/voutdiff2 T 32  (V),time (s),/voutdiff2 T 33  (V),time (s),/voutdiff2 T 34  (V),time (s),/voutdiff2 T 35  (V),time (s),/voutdiff2 T 36  (V),time (s),/voutdiff2 T 37  (V),time (s),/voutdiff2 T 38  (V),time (s),/voutdiff2 T 39  (V),time (s),/voutdiff2 T 40  (V),time (s),/voutdiff2 T 41  (V),time (s),/voutdiff2 T 42  (V),time (s),/voutdiff2 T 43  (V),time (s),/voutdiff2 T 44  (V),time (s),/voutdiff2 T 45  (V),time (s),/voutdiff2 T 46  (V),time (s),/voutdiff2 T 47  (V),time (s),/voutdiff2 T 48  (V),time (s),/voutdiff2 T 49  (V),time (s),/voutdiff2 T 50  (V),time (s),/voutdiff2 T 51  (V),time (s),/voutdiff2 T 52  (V),time (s),/voutdiff2 T 53  (V),time (s),/voutdiff2 T 54  (V),time (s),/voutdiff2 T 55  (V),time (s),/voutdiff2 T 56  (V),time (s),/voutdiff2 T 57  (V),time (s),/voutdiff2 T 58  (V),time (s),/voutdiff2 T 59  (V),time (s),/voutdiff2 T 60  (V),time (s),/voutdiff2 T 61  (V),time (s),/voutdiff2 T 62  (V),time (s),/voutdiff2 T 63  (V),time (s),/voutdiff2 T 64  (V),time (s),/voutdiff2 T 65  (V),time (s),/voutdiff2 T 66  (V),time (s),/voutdiff2 T 67  (V),time (s),/voutdiff2 T 68  (V),time (s),/voutdiff2 T 69  (V),time (s),/voutdiff2 T 70  (V),time (s),/voutdiff2 T 71  (V),time (s),/voutdiff2 T 72  (V),time (s),/voutdiff2 T 73  (V),time (s),/voutdiff2 T 74  (V),time (s),/voutdiff2 T 75  (V),time (s),/voutdiff2 T 76  (V),time (s),/voutdiff2 T 77  (V),time (s),/voutdiff2 T 78  (V),time (s),/voutdiff2 T 79  (V),time (s),/voutdiff2 T 80  (V)
0.00000,-513.798E-3,0.00000,-513.984E-3,0.00000,-514.168E-3,0.00000,-514.350E-3,0.00000,-514.531E-3,0.00000,-514.709E-3,0.00000,-514.886E-3,0.00000,-515.060E-3,0.00000,-515.233E-3,0.00000,-515.405E-3,0.00000,-515.574E-3,0.00000,-515.742E-3,0.00000,-515.908E-3,0.00000,-516.072E-3,0.00000,-516.235E-3,0.00000,-516.396E-3,0.00000,-516.556E-3,0.00000,-516.714E-3,0.00000,-516.871E-3,0.00000,-517.026E-3,0.00000,-517.179E-3,0.00000,-517.331E-3,0.00000,-517.482E-3,0.00000,-517.631E-3,0.00000,-517.779E-3,0.00000,-517.925E-3,0.00000,-518.070E-3,0.00000,-518.214E-3,0.00000,-518.356E-3,0.00000,-518.497E-3,0.00000,-518.637E-3,0.00000,-518.776E-3,0.00000,-518.913E-3,0.00000,-519.049E-3,0.00000,-519.184E-3,0.00000,-519.318E-3,0.00000,-519.450E-3,0.00000,-519.582E-3,0.00000,-519.712E-3,0.00000,-519.841E-3,0.00000,-519.969E-3,0.00000,-520.096E-3,0.00000,-520.222E-3,0.00000,-520.347E-3,0.00000,-520.470E-3,0.00000,-520.593E-3,0.00000,-520.715E-3,0.00000,-520.835E-3,0.00000,-520.955E-3,0.00000,-521.074E-3,0.00000,-521.191E-3,0.00000,-521.308E-3,0.00000,-521.424E-3,0.00000,-521.539E-3,0.00000,-521.653E-3,0.00000,-521.766E-3,0.00000,-521.879E-3,0.00000,-521.990E-3,0.00000,-522.100E-3,0.00000,-522.210E-3,0.00000,-522.319E-3,0.00000,-522.427E-3,0.00000,-522.534E-3,0.00000,-522.641E-3,0.00000,-522.746E-3,0.00000,-522.851E-3,0.00000,-522.955E-3,0.00000,-523.059E-3,0.00000,-523.161E-3,0.00000,-523.263E-3,0.00000,-523.364E-3,0.00000,-523.464E-3,0.00000,-523.564E-3,0.00000,-523.663E-3,0.00000,-523.761E-3,0.00000,-523.859E-3,0.00000,-523.956E-3,0.00000,-524.052E-3,0.00000,-524.148E-3,0.00000,-524.243E-3,0.00000,-524.337E-3,0.00000,-524.431E-3,0.00000,-524.524E-3,0.00000,-524.616E-3,0.00000,-524.708E-3,0.00000,-524.799E-3,0.00000,-524.890E-3,0.00000,-524.980E-3,0.00000,-525.070E-3,0.00000,-525.159E-3,0.00000,-525.247E-3,0.00000,-525.335E-3,0.00000,-525.422E-3,0.00000,-525.509E-3,0.00000,-525.595E-3,0.00000,-525.681E-3,0.00000,-525.766E-3,0.00000,-525.851E-3,0.00000,-525.935E-3,0.00000,-526.019E-3,0.00000,-526.102E-3,0.00000,-526.185E-3,0.00000,-526.268E-3,0.00000,-526.349E-3,0.00000,-526.431E-3,0.00000,-526.512E-3,0.00000,-526.592E-3,0.00000,-526.672E-3,0.00000,-526.752E-3,0.00000,-526.831E-3,0.00000,-526.910E-3,0.00000,-526.989E-3,0.00000,-527.067E-3,0.00000,-527.144E-3,0.00000,-527.222E-3,0.00000,-527.299E-3,0.00000,-527.375E-3,0.00000,-527.451E-3,0.00000,-527.527E-3,0.00000,-527.603E-3,0.00000,-527.678E-3
4.00000E-9,-513.798E-3,4.00000E-9,-513.984E-3,4.00000E-9,-514.168E-3,4.00000E-9,-514.350E-3,4.00000E-9,-514.531E-3,4.00000E-9,-514.709E-3,4.00000E-9,-514.886E-3,4.00000E-9,-515.060E-3,4.00000E-9,-515.233E-3,4.00000E-9,-515.405E-3,4.00000E-9,-515.574E-3,4.00000E-9,-515.742E-3,4.00000E-9,-515.908E-3,4.00000E-9,-516.072E-3,4.00000E-9,-516.235E-3,4.00000E-9,-516.396E-3,4.00000E-9,-516.556E-3,4.00000E-9,-516.714E-3,4.00000E-9,-516.871E-3,4.00000E-9,-517.026E-3,4.00000E-9,-517.179E-3,4.00000E-9,-517.331E-3,4.00000E-9,-517.482E-3,4.00000E-9,-517.631E-3,4.00000E-9,-517.779E-3,4.00000E-9,-517.925E-3,4.00000E-9,-518.070E-3,4.00000E-9,-518.214E-3,4.00000E-9,-518.356E-3,4.00000E-9,-518.497E-3,4.00000E-9,-518.637E-3,4.00000E-9,-518.776E-3,4.00000E-9,-518.913E-3,4.00000E-9,-519.049E-3,4.00000E-9,-519.184E-3,4.00000E-9,-519.318E-3,4.00000E-9,-519.450E-3,4.00000E-9,-519.582E-3,4.00000E-9,-519.712E-3,4.00000E-9,-519.841E-3,4.00000E-9,-519.969E-3,4.00000E-9,-520.096E-3,4.00000E-9,-520.222E-3,4.00000E-9,-520.347E-3,4.00000E-9,-520.470E-3,4.00000E-9,-520.593E-3,4.00000E-9,-520.715E-3,4.00000E-9,-520.835E-3,4.00000E-9,-520.955E-3,4.00000E-9,-521.074E-3,4.00000E-9,-521.191E-3,4.00000E-9,-521.308E-3,4.00000E-9,-521.424E-3,4.00000E-9,-521.539E-3,4.00000E-9,-521.653E-3,4.00000E-9,-521.766E-3,4.00000E-9,-521.879E-3,4.00000E-9,-521.990E-3,4.00000E-9,-522.100E-3,4.00000E-9,-522.210E-3,4.00000E-9,-522.319E-3,4.00000E-9,-522.427E-3,4.00000E-9,-522.534E-3,4.00000E-9,-522.641E-3,4.00000E-9,-522.746E-3,4.00000E-9,-522.851E-3,4.00000E-9,-522.955E-3,4.00000E-9,-523.059E-3,4.00000E-9,-523.161E-3,4.00000E-9,-523.263E-3,4.00000E-9,-523.364E-3,4.00000E-9,-523.464E-3,4.00000E-9,-523.564E-3,4.00000E-9,-523.663E-3,4.00000E-9,-523.761E-3,4.00000E-9,-523.859E-3,4.00000E-9,-523.956E-3,4.00000E-9,-524.052E-3,4.00000E-9,-524.148E-3,4.00000E-9,-524.243E-3,4.00000E-9,-524.337E-3,4.00000E-9,-524.431E-3,4.00000E-9,-524.524E-3,4.00000E-9,-524.616E-3,4.00000E-9,-524.708E-3,4.00000E-9,-524.799E-3,4.00000E-9,-524.890E-3,4.00000E-9,-524.980E-3,4.00000E-9,-525.070E-3,4.00000E-9,-525.159E-3,4.00000E-9,-525.247E-3,4.00000E-9,-525.335E-3,4.00000E-9,-525.422E-3,4.00000E-9,-525.509E-3,4.00000E-9,-525.595E-3,4.00000E-9,-525.681E-3,4.00000E-9,-525.766E-3,4.00000E-9,-525.851E-3,4.00000E-9,-525.935E-3,4.00000E-9,-526.019E-3,4.00000E-9,-526.102E-3,4.00000E-9,-526.185E-3,4.00000E-9,-526.268E-3,4.00000E-9,-526.349E-3,4.00000E-9,-526.431E-3,4.00000E-9,-526.512E-3,4.00000E-9,-526.592E-3,4.00000E-9,-526.672E-3,4.00000E-9,-526.752E-3,4.00000E-9,-526.831E-3,4.00000E-9,-526.910E-3,4.00000E-9,-526.989E-3,4.00000E-9,-527.067E-3,4.00000E-9,-527.144E-3,4.00000E-9,-527.222E-3,4.00000E-9,-527.299E-3,4.00000E-9,-527.375E-3,4.00000E-9,-527.451E-3,4.00000E-9,-527.527E-3,4.00000E-9,-527.603E-3,4.00000E-9,-527.678E-3
12.0000E-9,-513.798E-3,12.0000E-9,-513.984E-3,12.0000E-9,-514.168E-3,12.0000E-9,-514.350E-3,12.0000E-9,-514.531E-3,12.0000E-9,-514.709E-3,12.0000E-9,-514.886E-3,12.0000E-9,-515.060E-3,12.0000E-9,-515.233E-3,12.0000E-9,-515.405E-3,12.0000E-9,-515.574E-3,12.0000E-9,-515.742E-3,12.0000E-9,-515.908E-3,12.0000E-9,-516.072E-3,12.0000E-9,-516.235E-3,12.0000E-9,-516.396E-3,12.0000E-9,-516.556E-3,12.0000E-9,-516.714E-3,12.0000E-9,-516.871E-3,12.0000E-9,-517.026E-3,12.0000E-9,-517.179E-3,12.0000E-9,-517.331E-3,12.0000E-9,-517.482E-3,12.0000E-9,-517.631E-3,12.0000E-9,-517.779E-3,12.0000E-9,-517.925E-3,12.0000E-9,-518.070E-3,12.0000E-9,-518.214E-3,12.0000E-9,-518.356E-3,12.0000E-9,-518.497E-3,12.0000E-9,-518.637E-3,12.0000E-9,-518.776E-3,12.0000E-9,-518.913E-3,12.0000E-9,-519.049E-3,12.0000E-9,-519.184E-3,12.0000E-9,-519.318E-3,12.0000E-9,-519.450E-3,12.0000E-9,-519.582E-3,12.0000E-9,-519.712E-3,12.0000E-9,-519.841E-3,12.0000E-9,-519.969E-3,12.0000E-9,-520.096E-3,12.0000E-9,-520.222E-3,12.0000E-9,-520.347E-3,12.0000E-9,-520.470E-3,12.0000E-9,-520.593E-3,12.0000E-9,-520.715E-3,12.0000E-9,-520.835E-3,12.0000E-9,-520.955E-3,12.0000E-9,-521.074E-3,12.0000E-9,-521.191E-3,12.0000E-9,-521.308E-3,12.0000E-9,-521.424E-3,12.0000E-9,-521.539E-3,12.0000E-9,-521.653E-3,12.0000E-9,-521.766E-3,12.0000E-9,-521.879E-3,12.0000E-9,-521.990E-3,12.0000E-9,-522.100E-3,12.0000E-9,-522.210E-3,12.0000E-9,-522.319E-3,12.0000E-9,-522.427E-3,12.0000E-9,-522.534E-3,12.0000E-9,-522.641E-3,12.0000E-9,-522.746E-3,12.0000E-9,-522.851E-3,12.0000E-9,-522.955E-3,12.0000E-9,-523.059E-3,12.0000E-9,-523.161E-3,12.0000E-9,-523.263E-3,12.0000E-9,-523.364E-3,12.0000E-9,-523.464E-3,12.0000E-9,-523.564E-3,12.0000E-9,-523.663E-3,12.0000E-9,-523.761E-3,12.0000E-9,-523.859E-3,12.0000E-9,-523.956E-3,12.0000E-9,-524.052E-3,12.0000E-9,-524.148E-3,12.0000E-9,-524.243E-3,12.0000E-9,-524.337E-3,12.0000E-9,-524.431E-3,12.0000E-9,-524.524E-3,12.0000E-9,-524.616E-3,12.0000E-9,-524.708E-3,12.0000E-9,-524.799E-3,12.0000E-9,-524.890E-3,12.0000E-9,-524.980E-3,12.0000E-9,-525.070E-3,12.0000E-9,-525.159E-3,12.0000E-9,-525.247E-3,12.0000E-9,-525.335E-3,12.0000E-9,-525.422E-3,12.0000E-9,-525.509E-3,12.0000E-9,-525.595E-3,12.0000E-9,-525.681E-3,12.0000E-9,-525.766E-3,12.0000E-9,-525.851E-3,12.0000E-9,-525.935E-3,12.0000E-9,-526.019E-3,12.0000E-9,-526.102E-3,12.0000E-9,-526.185E-3,12.0000E-9,-526.268E-3,12.0000E-9,-526.349E-3,12.0000E-9,-526.431E-3,12.0000E-9,-526.512E-3,12.0000E-9,-526.592E-3,12.0000E-9,-526.672E-3,12.0000E-9,-526.752E-3,12.0000E-9,-526.831E-3,12.0000E-9,-526.910E-3,12.0000E-9,-526.989E-3,12.0000E-9,-527.067E-3,12.0000E-9,-527.144E-3,12.0000E-9,-527.222E-3,12.0000E-9,-527.299E-3,12.0000E-9,-527.375E-3,12.0000E-9,-527.451E-3,12.0000E-9,-527.527E-3,12.0000E-9,-527.603E-3,12.0000E-9,-527.678E-3
28.0000E-9,-513.798E-3,28.0000E-9,-513.984E-3,28.0000E-9,-514.168E-3,28.0000E-9,-514.350E-3,28.0000E-9,-514.531E-3,28.0000E-9,-514.709E-3,28.0000E-9,-514.886E-3,28.0000E-9,-515.060E-3,28.0000E-9,-515.233E-3,28.0000E-9,-515.405E-3,28.0000E-9,-515.574E-3,28.0000E-9,-515.742E-3,28.0000E-9,-515.908E-3,28.0000E-9,-516.072E-3,28.0000E-9,-516.235E-3,28.0000E-9,-516.396E-3,28.0000E-9,-516.556E-3,28.0000E-9,-516.714E-3,28.0000E-9,-516.871E-3,28.0000E-9,-517.026E-3,28.0000E-9,-517.179E-3,28.0000E-9,-517.331E-3,28.0000E-9,-517.482E-3,28.0000E-9,-517.631E-3,28.0000E-9,-517.779E-3,28.0000E-9,-517.925E-3,28.0000E-9,-518.070E-3,28.0000E-9,-518.214E-3,28.0000E-9,-518.356E-3,28.0000E-9,-518.497E-3,28.0000E-9,-518.637E-3,28.0000E-9,-518.776E-3,28.0000E-9,-518.913E-3,28.0000E-9,-519.049E-3,28.0000E-9,-519.184E-3,28.0000E-9,-519.318E-3,28.0000E-9,-519.450E-3,28.0000E-9,-519.582E-3,28.0000E-9,-519.712E-3,28.0000E-9,-519.841E-3,28.0000E-9,-519.969E-3,28.0000E-9,-520.096E-3,28.0000E-9,-520.222E-3,28.0000E-9,-520.347E-3,28.0000E-9,-520.470E-3,28.0000E-9,-520.593E-3,28.0000E-9,-520.715E-3,28.0000E-9,-520.835E-3,28.0000E-9,-520.955E-3,28.0000E-9,-521.074E-3,28.0000E-9,-521.191E-3,28.0000E-9,-521.308E-3,28.0000E-9,-521.424E-3,28.0000E-9,-521.539E-3,28.0000E-9,-521.653E-3,28.0000E-9,-521.766E-3,28.0000E-9,-521.879E-3,28.0000E-9,-521.990E-3,28.0000E-9,-522.100E-3,28.0000E-9,-522.210E-3,28.0000E-9,-522.319E-3,28.0000E-9,-522.427E-3,28.0000E-9,-522.534E-3,28.0000E-9,-522.641E-3,28.0000E-9,-522.746E-3,28.0000E-9,-522.851E-3,28.0000E-9,-522.955E-3,28.0000E-9,-523.059E-3,28.0000E-9,-523.161E-3,28.0000E-9,-523.263E-3,28.0000E-9,-523.364E-3,28.0000E-9,-523.464E-3,28.0000E-9,-523.564E-3,28.0000E-9,-523.663E-3,28.0000E-9,-523.761E-3,28.0000E-9,-523.859E-3,28.0000E-9,-523.956E-3,28.0000E-9,-524.052E-3,28.0000E-9,-524.148E-3,28.0000E-9,-524.243E-3,28.0000E-9,-524.337E-3,28.0000E-9,-524.431E-3,28.0000E-9,-524.524E-3,28.0000E-9,-524.616E-3,28.0000E-9,-524.708E-3,28.0000E-9,-524.799E-3,28.0000E-9,-524.890E-3,28.0000E-9,-524.980E-3,28.0000E-9,-525.070E-3,28.0000E-9,-525.159E-3,28.0000E-9,-525.247E-3,28.0000E-9,-525.335E-3,28.0000E-9,-525.422E-3,28.0000E-9,-525.509E-3,28.0000E-9,-525.595E-3,28.0000E-9,-525.681E-3,28.0000E-9,-525.766E-3,28.0000E-9,-525.851E-3,28.0000E-9,-525.935E-3,28.0000E-9,-526.019E-3,28.0000E-9,-526.102E-3,28.0000E-9,-526.185E-3,28.0000E-9,-526.268E-3,28.0000E-9,-526.349E-3,28.0000E-9,-526.431E-3,28.0000E-9,-526.512E-3,28.0000E-9,-526.592E-3,28.0000E-9,-526.672E-3,28.0000E-9,-526.752E-3,28.0000E-9,-526.831E-3,28.0000E-9,-526.910E-3,28.0000E-9,-526.989E-3,28.0000E-9,-527.067E-3,28.0000E-9,-527.144E-3,28.0000E-9,-527.222E-3,28.0000E-9,-527.299E-3,28.0000E-9,-527.375E-3,28.0000E-9,-527.451E-3,28.0000E-9,-527.527E-3,28.0000E-9,-527.603E-3,28.0000E-9,-527.678E-3
60.0000E-9,-513.798E-3,60.0000E-9,-513.984E-3,60.0000E-9,-514.168E-3,60.0000E-9,-514.350E-3,60.0000E-9,-514.531E-3,60.0000E-9,-514.709E-3,60.0000E-9,-514.886E-3,60.0000E-9,-515.060E-3,60.0000E-9,-515.233E-3,60.0000E-9,-515.405E-3,60.0000E-9,-515.574E-3,60.0000E-9,-515.742E-3,60.0000E-9,-515.908E-3,60.0000E-9,-516.072E-3,60.0000E-9,-516.235E-3,60.0000E-9,-516.396E-3,60.0000E-9,-516.556E-3,60.0000E-9,-516.714E-3,60.0000E-9,-516.871E-3,60.0000E-9,-517.026E-3,60.0000E-9,-517.179E-3,60.0000E-9,-517.331E-3,60.0000E-9,-517.482E-3,60.0000E-9,-517.631E-3,60.0000E-9,-517.779E-3,60.0000E-9,-517.925E-3,60.0000E-9,-518.070E-3,60.0000E-9,-518.214E-3,60.0000E-9,-518.356E-3,60.0000E-9,-518.497E-3,60.0000E-9,-518.637E-3,60.0000E-9,-518.776E-3,60.0000E-9,-518.913E-3,60.0000E-9,-519.049E-3,60.0000E-9,-519.184E-3,60.0000E-9,-519.318E-3,60.0000E-9,-519.450E-3,60.0000E-9,-519.582E-3,60.0000E-9,-519.712E-3,60.0000E-9,-519.841E-3,60.0000E-9,-519.969E-3,60.0000E-9,-520.096E-3,60.0000E-9,-520.222E-3,60.0000E-9,-520.347E-3,60.0000E-9,-520.470E-3,60.0000E-9,-520.593E-3,60.0000E-9,-520.715E-3,60.0000E-9,-520.835E-3,60.0000E-9,-520.955E-3,60.0000E-9,-521.074E-3,60.0000E-9,-521.191E-3,60.0000E-9,-521.308E-3,60.0000E-9,-521.424E-3,60.0000E-9,-521.539E-3,60.0000E-9,-521.653E-3,60.0000E-9,-521.766E-3,60.0000E-9,-521.879E-3,60.0000E-9,-521.990E-3,60.0000E-9,-522.100E-3,60.0000E-9,-522.210E-3,60.0000E-9,-522.319E-3,60.0000E-9,-522.427E-3,60.0000E-9,-522.534E-3,60.0000E-9,-522.641E-3,60.0000E-9,-522.746E-3,60.0000E-9,-522.851E-3,60.0000E-9,-522.955E-3,60.0000E-9,-523.059E-3,60.0000E-9,-523.161E-3,60.0000E-9,-523.263E-3,60.0000E-9,-523.364E-3,60.0000E-9,-523.464E-3,60.0000E-9,-523.564E-3,60.0000E-9,-523.663E-3,60.0000E-9,-523.761E-3,60.0000E-9,-523.859E-3,60.0000E-9,-523.956E-3,60.0000E-9,-524.052E-3,60.0000E-9,-524.148E-3,60.0000E-9,-524.243E-3,60.0000E-9,-524.337E-3,60.0000E-9,-524.431E-3,60.0000E-9,-524.524E-3,60.0000E-9,-524.616E-3,60.0000E-9,-524.708E-3,60.0000E-9,-524.799E-3,60.0000E-9,-524.890E-3,60.0000E-9,-524.980E-3,60.0000E-9,-525.070E-3,60.0000E-9,-525.159E-3,60.0000E-9,-525.247E-3,60.0000E-9,-525.335E-3,60.0000E-9,-525.422E-3,60.0000E-9,-525.509E-3,60.0000E-9,-525.595E-3,60.0000E-9,-525.681E-3,60.0000E-9,-525.766E-3,60.0000E-9,-525.851E-3,60.0000E-9,-525.935E-3,60.0000E-9,-526.019E-3,60.0000E-9,-526.102E-3,60.0000E-9,-526.185E-3,60.0000E-9,-526.268E-3,60.0000E-9,-526.349E-3,60.0000E-9,-526.431E-3,60.0000E-9,-526.512E-3,60.0000E-9,-526.592E-3,60.0000E-9,-526.672E-3,60.0000E-9,-526.752E-3,60.0000E-9,-526.831E-3,60.0000E-9,-526.910E-3,60.0000E-9,-526.989E-3,60.0000E-9,-527.067E-3,60.0000E-9,-527.144E-3,60.0000E-9,-527.222E-3,60.0000E-9,-527.299E-3,60.0000E-9,-527.375E-3,60.0000E-9,-527.451E-3,60.0000E-9,-527.527E-3,60.0000E-9,-527.603E-3,60.0000E-9,-527.678E-3
100.000E-9,-513.798E-3,100.000E-9,-513.984E-3,100.000E-9,-514.168E-3,100.000E-9,-514.350E-3,100.000E-9,-514.531E-3,100.000E-9,-514.709E-3,100.000E-9,-514.886E-3,100.000E-9,-515.060E-3,100.000E-9,-515.233E-3,100.000E-9,-515.405E-3,100.000E-9,-515.574E-3,100.000E-9,-515.742E-3,100.000E-9,-515.908E-3,100.000E-9,-516.072E-3,100.000E-9,-516.235E-3,100.000E-9,-516.396E-3,100.000E-9,-516.556E-3,100.000E-9,-516.714E-3,100.000E-9,-516.871E-3,100.000E-9,-517.026E-3,100.000E-9,-517.179E-3,100.000E-9,-517.331E-3,100.000E-9,-517.482E-3,100.000E-9,-517.631E-3,100.000E-9,-517.779E-3,100.000E-9,-517.925E-3,100.000E-9,-518.070E-3,100.000E-9,-518.214E-3,100.000E-9,-518.356E-3,100.000E-9,-518.497E-3,100.000E-9,-518.637E-3,100.000E-9,-518.776E-3,100.000E-9,-518.913E-3,100.000E-9,-519.049E-3,100.000E-9,-519.184E-3,100.000E-9,-519.318E-3,100.000E-9,-519.450E-3,100.000E-9,-519.582E-3,100.000E-9,-519.712E-3,100.000E-9,-519.841E-3,100.000E-9,-519.969E-3,100.000E-9,-520.096E-3,100.000E-9,-520.222E-3,100.000E-9,-520.347E-3,100.000E-9,-520.470E-3,100.000E-9,-520.593E-3,100.000E-9,-520.715E-3,100.000E-9,-520.835E-3,100.000E-9,-520.955E-3,100.000E-9,-521.074E-3,100.000E-9,-521.191E-3,100.000E-9,-521.308E-3,100.000E-9,-521.424E-3,100.000E-9,-521.539E-3,100.000E-9,-521.653E-3,100.000E-9,-521.766E-3,100.000E-9,-521.879E-3,100.000E-9,-521.990E-3,100.000E-9,-522.100E-3,100.000E-9,-522.210E-3,100.000E-9,-522.319E-3,100.000E-9,-522.427E-3,100.000E-9,-522.534E-3,100.000E-9,-522.641E-3,100.000E-9,-522.746E-3,100.000E-9,-522.851E-3,100.000E-9,-522.955E-3,100.000E-9,-523.059E-3,100.000E-9,-523.161E-3,100.000E-9,-523.263E-3,100.000E-9,-523.364E-3,100.000E-9,-523.464E-3,100.000E-9,-523.564E-3,100.000E-9,-523.663E-3,100.000E-9,-523.761E-3,100.000E-9,-523.859E-3,100.000E-9,-523.956E-3,100.000E-9,-524.052E-3,100.000E-9,-524.148E-3,100.000E-9,-524.243E-3,100.000E-9,-524.337E-3,100.000E-9,-524.431E-3,100.000E-9,-524.524E-3,100.000E-9,-524.616E-3,100.000E-9,-524.708E-3,100.000E-9,-524.799E-3,100.000E-9,-524.890E-3,100.000E-9,-524.980E-3,100.000E-9,-525.070E-3,100.000E-9,-525.159E-3,100.000E-9,-525.247E-3,100.000E-9,-525.335E-3,100.000E-9,-525.422E-3,100.000E-9,-525.509E-3,100.000E-9,-525.595E-3,100.000E-9,-525.681E-3,100.000E-9,-525.766E-3,100.000E-9,-525.851E-3,100.000E-9,-525.935E-3,100.000E-9,-526.019E-3,100.000E-9,-526.102E-3,100.000E-9,-526.185E-3,100.000E-9,-526.268E-3,100.000E-9,-526.349E-3,100.000E-9,-526.431E-3,100.000E-9,-526.512E-3,100.000E-9,-526.592E-3,100.000E-9,-526.672E-3,100.000E-9,-526.752E-3,100.000E-9,-526.831E-3,100.000E-9,-526.910E-3,100.000E-9,-526.989E-3,100.000E-9,-527.067E-3,100.000E-9,-527.144E-3,100.000E-9,-527.222E-3,100.000E-9,-527.299E-3,100.000E-9,-527.375E-3,100.000E-9,-527.451E-3,100.000E-9,-527.527E-3,100.000E-9,-527.603E-3,100.000E-9,-527.678E-3
