Ic,Noise_1Hz,Noise_1kHz
9.47013e-05,3.1928466777004824e-09,2.1884679423669603e-09
9.68533e-05,3.1809967065122944e-09,2.1641205745080165e-09
9.90545e-05,3.1695429966342016e-09,2.1400434856892463e-09
0.000101306,3.1584846979003868e-09,2.1162340847124775e-09
0.000103609,3.1478207496928275e-09,2.0926890269800523e-09
0.000105964,3.137553374601107e-09,2.06941212186969e-09
0.000108374,3.1276744423968974e-09,2.0463830938493735e-09
0.000110838,3.1181928106725622e-09,2.023620563680743e-09
0.000113359,3.109101480478789e-09,2.001105534145651e-09
0.000115937,3.1004051666369854e-09,1.978846846538219e-09
0.000118574,3.0921016241519668e-09,1.9568357032554528e-09
0.000121272,3.0841895112945554e-09,1.935064353254193e-09
0.000124031,3.076673561237045e-09,1.913541334558393e-09
0.000126854,3.0695504146040103e-09,1.8922517557640974e-09
0.000129741,3.062824966007778e-09,1.871204092000207e-09
0.000132694,3.0564972254408557e-09,1.8503917922243294e-09
0.000135715,3.0505679167632513e-09,1.8298090675621508e-09
0.000138805,3.0450401315278882e-09,1.8094572929763755e-09
0.000141967,3.0399138411677655e-09,1.7893250797571372e-09
0.0001452,3.0351957879682853e-09,1.7694266783011278e-09
0.000148508,3.0308852778019157e-09,1.749745166314531e-09
0.000151891,3.026987722570536e-09,1.73028836338758e-09
0.000155352,3.0235050921353708e-09,1.711046611040334e-09
0.000158894,3.020440453371971e-09,1.6920114363702544e-09
0.000162515,3.0178012106914203e-09,1.6732009813137702e-09
0.000166221,3.015588872779891e-09,1.6545914588424108e-09
0.000170011,3.013810333141324e-09,1.6361955180222905e-09
0.000173888,3.012470293378421e-09,1.6180056654997622e-09
0.000177854,3.0115745608571533e-09,1.6000197686705353e-09
0.000181912,3.0111293209576253e-09,1.5822316070869658e-09
0.000186063,3.011141507925244e-09,1.5646440609317362e-09
0.000190309,3.0116181837468074e-09,1.547255565126771e-09
0.000194653,3.0125670869667367e-09,1.5300608066891871e-09
0.000199097,3.0139963917547627e-09,1.5130588768575511e-09
0.000203643,3.015914652038747e-09,1.4962489432275538e-09
0.000208294,3.0183313669353003e-09,1.4796267197723808e-09
0.000213052,3.0212561262772198e-09,1.4631918325436342e-09
0.00021792,3.024699634278758e-09,1.4469406343283484e-09
0.0002229,3.028672472680198e-09,1.4308730884497322e-09
0.000227994,3.0331855739665877e-09,1.4149891255154053e-09
0.000233206,3.038252252202811e-09,1.3992827115971669e-09
0.000238538,3.04388464703133e-09,1.38375428969024e-09
0.000243994,3.0500975911552924e-09,1.3683986796631986e-09
0.000249575,3.056903116465283e-09,1.3532193756287036e-09
0.000255284,3.064315937134655e-09,1.338214214937627e-09
0.000261126,3.0723542353093097e-09,1.323376279407099e-09
0.000267102,3.0810314652512833e-09,1.3087091847593483e-09
0.000273217,3.0903673414784225e-09,1.2942067222762371e-09
0.000279472,3.1003762188328698e-09,1.2798724857060425e-09
0.000285872,3.111079287816703e-09,1.2657008640719974e-09
0.00029242,3.122495325719947e-09,1.2516911637938401e-09
0.00029912,3.1346455123744217e-09,1.2378407356022899e-09
0.000305974,3.1475480115136925e-09,1.2241511939249342e-09
0.000312987,3.1612271937548796e-09,1.2106182328037633e-09
0.000320162,3.175704379265839e-09,1.1972417640309625e-09
0.000327503,3.191003498355707e-09,1.1840199320435817e-09
0.000335013,3.2071470389001555e-09,1.1709528274173715e-09
0.000342698,3.224164686992855e-09,1.158035561722118e-09
0.000350561,3.2420804054906274e-09,1.145268680943173e-09
0.000358606,3.2609209431719357e-09,1.1326511245365245e-09
0.000366837,3.2807136929740134e-09,1.1201819758101897e-09
0.000375259,3.3014891637313736e-09,1.1078590058454654e-09
0.000383876,3.32327614205171e-09,1.0956816806864324e-09
0.000392693,3.346106594440095e-09,1.083648210091273e-09
0.000401715,3.3700132597419578e-09,1.0717570600896694e-09
0.000410946,3.39502687468278e-09,1.060008177259009e-09
0.000420391,3.4211814393713255e-09,1.0484003339714238e-09
0.000430055,3.4485116216172612e-09,1.036932494677707e-09
0.000439943,3.477052719267072e-09,1.0256037953980225e-09
0.000450062,3.506846567788171e-09,1.0144113515384687e-09
0.000460415,3.537923891588193e-09,1.0033569125139816e-09
0.000471009,3.57032781573693e-09,9.92437991693853e-10
0.00048185,3.60409924378563e-09,9.816534696266048e-10
0.000492942,3.639273329585608e-09,9.710043313298857e-10
0.000504291,3.675891894971988e-09,9.60489674201644e-10
0.000515905,3.7140039403858814e-09,9.501070299162003e-10
0.00052779,3.753652688427894e-09,9.398560445535162e-10
0.000539951,3.794878406623215e-09,9.29737325565234e-10
0.000552396,3.837731974432362e-09,9.197491298420575e-10
0.000565131,3.882258019404378e-09,9.09891582283646e-10
0.000578162,3.928501488929845e-09,9.001649087068567e-10
0.000591497,3.976514857561427e-09,8.905680130348888e-10
0.000605143,4.026347561258514e-09,8.811007672995675e-10
0.000619108,4.078053146036195e-09,8.71762552009062e-10
0.000633398,4.131678137229724e-09,8.625542599712982e-10
0.000648022,4.1872806280266566e-09,8.534749983907318e-10
0.000662988,4.244915468940939e-09,8.445247702438658e-10
0.000678303,4.304633972407735e-09,8.357043423687728e-10
0.000693976,4.3664955399882335e-09,8.270134935805369e-10
0.000710016,4.430560055587315e-09,8.184522601393378e-10
0.000726431,4.496883771974932e-09,8.100214218708607e-10
0.00074323,4.565527253081026e-09,8.017214210631703e-10
0.000760422,4.6365514049226615e-09,7.935529132420746e-10
0.000778017,4.710021629555602e-09,7.855163065927772e-10
0.000796024,4.785999519045405e-09,7.776126989139044e-10
0.000814453,4.864551163732982e-09,7.698429509174639e-10
0.000833314,4.9457430006446765e-09,7.62208157114469e-10
0.000852618,5.029646140168878e-09,7.547092531865558e-10
0.000872375,5.11632771648857e-09,7.473478131295937e-10
0.000892595,5.205855093610881e-09,7.401256097529707e-10
0.000913291,5.298309293462771e-09,7.330436019452111e-10
0.000934474,5.393762918326431e-09,7.261037456629849e-10
0.000956154,5.49228428806836e-09,7.193085297177812e-10
0.000978345,5.593960225125544e-09,7.126594346617684e-10
0.00100106,5.698873579097463e-09,7.061585920080794e-10
0.00102431,5.807098329405542e-09,6.998089691009615e-10
0.0010481,5.918680366996111e-09,6.936152472414489e-10
0.00107246,6.033783448693498e-09,6.875759517321123e-10
0.00109739,6.152430764834111e-09,6.8169760427303e-10
0.00112291,6.274740284664037e-09,6.759820017535216e-10
0.00114903,6.4007828164185094e-09,6.704335879341347e-10
0.00117577,6.530677816587292e-09,6.650549562656021e-10
0.00120315,6.664545903038041e-09,6.59849241311525e-10
0.00123117,6.802410085483045e-09,6.54823575131672e-10
0.00125985,6.944391322402901e-09,6.499814755796843e-10
0.00128922,7.090661580225695e-09,6.453254221727454e-10
0.00131928,7.24124427398692e-09,6.408630712621612e-10
0.00135005,7.396262518556606e-09,6.365990607446112e-10
0.00138155,7.555840372772424e-09,6.325384684603374e-10
0.00141381,7.720153863781222e-09,6.286856415935169e-10
0.00144683,7.889226935736489e-09,6.250488568285067e-10
0.00148063,8.063185423903116e-09,6.216340987315275e-10
0.00151524,8.242207829978941e-09,6.184468333811949e-10
0.00155068,8.426422335052952e-09,6.154939984254488e-10
0.00158696,8.61590548712606e-09,6.127835354332657e-10
0.00162411,8.8108387396129e-09,6.103220825472108e-10
0.00166215,9.01135235374831e-09,6.081174016194382e-10
0.00170111,9.217630287794402e-09,6.06177015566788e-10
0.00174099,9.429698155671598e-09,6.045100904925819e-10
0.00178182,9.647740885504444e-09,6.031244185099529e-10
0.00182364,9.871998613673597e-09,6.020280106728381e-10
0.00186646,1.0102551905725806e-08,6.012300224092687e-10
0.00191031,1.0339589288487184e-08,6.007392098927706e-10
0.00195521,1.0583246245784904e-08,6.005646423537606e-10
0.0020012,1.0833767867485592e-08,6.007155028824636e-10
0.0020483,1.1091291744030268e-08,6.012011990362194e-10
0.00209655,1.1356065801971036e-08,6.020314415079236e-10
0.00214596,1.1628174397144e-08,6.032155139021514e-10
0.00219659,1.19079782461012e-08,6.047639349005241e-10
0.00224846,1.219561922440271e-08,6.066864193645287e-10
0.00230161,1.2491350929675368e-08,6.089933269230265e-10
0.00235612,1.2795652329780516e-08,6.116972970596522e-10
0.00241204,1.3108838628869029e-08,6.148102855925292e-10
0.00246959,1.343218390804579e-08,6.18355476039389e-10
0.00252882,1.3766016708944705e-08,6.223482025662365e-10
0.00259011,1.4112536030359269e-08,6.268288321952316e-10
0.00265397,1.4474703970903277e-08,6.318555331353664e-10
0.00272134,1.485796618317576e-08,6.375335595743222e-10
0.00279376,1.5271262451576272e-08,6.44042494711014e-10
0.00287354,1.57280605585106e-08,6.516697625487403e-10
0.00296339,1.6244312918814298e-08,6.607954216054882e-10
0.00306435,1.682656003461066e-08,6.716771833589094e-10
0.00317328,1.745720162471539e-08,6.841034666190947e-10
0.00328581,1.81111927279793e-08,6.976241110509665e-10
0.00340173,1.8787406869099276e-08,7.12214710202698e-10
0.00352419,1.95044018738607e-08,7.282930178867083e-10
0.00365577,2.0277641657974882e-08,7.462583889043252e-10
0.0037966,2.1108326057679877e-08,7.662005309608646e-10
0.0039429,2.1974462892720313e-08,7.87619085286171e-10
0.00409241,2.2862769085290646e-08,8.101694825764058e-10
0.00424381,2.3765382344576647e-08,8.336155484534179e-10
0.00439616,2.4676614224240577e-08,8.577647951198272e-10
0.00454893,2.5593175858639902e-08,8.824837332605731e-10
0.00470201,2.6514280773027803e-08,9.077078191336056e-10
0.00485543,2.74399907004274e-08,9.33400395692535e-10
0.00500926,2.8370620436211265e-08,9.595367803517731e-10
0.00516358,2.9306557429092118e-08,9.860987999654962e-10
0.00531846,3.024813946736154e-08,1.0130707184572974e-09
0.00547395,3.119559182155039e-08,1.040436797818177e-09
0.00563005,3.214884157952719e-08,1.0681753021332956e-09
0.00578677,3.310788131485137e-08,1.0962685419568112e-09
0.00594405,3.407227826999268e-08,1.1246881650633155e-09
0.00610182,3.504153886573538e-08,1.1534054251958605e-09
0.00625998,3.601498490056216e-08,1.1823873011813006e-09
0.00641841,3.6991813677627166e-08,1.211598060726586e-09
0.00657695,3.797097350567093e-08,1.2409953549296442e-09
0.00673543,3.895134769111168e-08,1.2705355720836706e-09
0.00689364,3.993156842926801e-08,1.3001681284873845e-09
0.00705138,4.0910325862499294e-08,1.3298447058145593e-09
0.0072084,4.1885995953620566e-08,1.359507925812605e-09
0.00736447,4.28570747134021e-08,1.3891044604122458e-09
0.00751932,4.3821805553427976e-08,1.418573667340624e-09
0.00767268,4.477842794859157e-08,1.4478551139759856e-09
0.0078243,4.572530301855945e-08,1.4768924231167782e-09
0.0079739,4.6660602008699335e-08,1.5056237157517098e-09
0.00812124,4.7582744118433676e-08,1.5339950303273343e-09
0.00826607,4.849008486167158e-08,1.5619507558164572e-09
0.00840816,4.938110435901054e-08,1.5894394113922547e-09
0.0085473,5.0254408260204656e-08,1.6164136791911636e-09
0.0086833,5.110872854948987e-08,1.6428304288434953e-09
0.00881601,5.19430500271045e-08,1.6686546304111644e-09
0.0089453,5.275648549105154e-08,1.693855496575528e-09
0.00907105,5.354821320811195e-08,1.7184045322751614e-09
0.0091932,5.4317792199333624e-08,1.742285303226388e-09
0.0093117,5.506484803276625e-08,1.765483691663342e-09
0.00942653,5.5789199010656003e-08,1.7879917975066958e-09
0.00953769,5.649079335361276e-08,1.809805977114714e-09
0.0096452,5.716970928087236e-08,1.8309268322400048e-09
0.00974913,5.782634464112404e-08,1.8513651011582786e-09
0.00984954,5.846103800930431e-08,1.871129858351851e-09
0.00994651,5.9074257971474365e-08,1.8902343871738654e-09
0.0100401,5.96663499837438e-08,1.9086882784230725e-09
0.0101305,6.023848535962042e-08,1.9265270004575465e-09
0.0102178,6.079120605912492e-08,1.9437665335506098e-09
0.0103021,6.13251200333529e-08,1.960425019215738e-09
0.0103836,6.184147139810969e-08,1.976540550037698e-09
0.0104623,6.234023962085306e-08,1.9921118366816032e-09
0.0105384,6.282267354517966e-08,2.007177286231769e-09
0.010612,6.328939041602206e-08,2.021755660755723e-09
0.0106833,6.374164356024031e-08,2.0358856558378217e-09
0.0107524,6.418005396033353e-08,2.049586273099276e-09
0.0108195,6.460587867315962e-08,2.062896443500667e-09
0.0108846,6.501910694305356e-08,2.0758155140576816e-09
0.0109479,6.542099853467222e-08,2.0883825851909278e-09
0.0110095,6.581217971821306e-08,2.1006169903444617e-09
0.0110695,6.619327772464018e-08,2.1125381223542323e-09
0.0111281,6.656555601914908e-08,2.1241853077302047e-09
0.0111854,6.69296438886679e-08,2.135578063952277e-09
0.0112414,6.72855357748921e-08,2.146716060344095e-09
0.0112963,6.763449773634126e-08,2.157638779681305e-09
0.0113502,6.797716111451429e-08,2.1683658632716377e-09
0.0114031,6.83135219450047e-08,2.1788970767576884e-09
0.0114553,6.864548439445084e-08,2.189291944754421e-09
0.0115067,6.89724095741608e-08,2.1995303797674326e-09
0.0115575,6.929556686049595e-08,2.20965206055407e-09
0.0116078,6.961559018999557e-08,2.219676781730827e-09
0.0116576,6.993247756345288e-08,2.229604425341514e-09
0.0117071,7.024749994244896e-08,2.239474762215528e-09
0.0117563,7.056065595314874e-08,2.2492877108520565e-09
0.0118052,7.08719442525168e-08,2.2590431918609997e-09
0.0118541,7.118327364810253e-08,2.268800998769161e-09
0.0119029,7.149400680389159e-08,2.2785411362310706e-09
0.0119515,7.18035060645137e-08,2.288243591092485e-09
0.0119989,7.21054009318332e-08,2.2977085978175194e-09
0.0120403,7.236911122344513e-08,2.305977190818463e-09
0.0120723,7.257296419560912e-08,2.3123694396049252e-09
0.0120974,7.273287281594592e-08,2.317384003716364e-09
0.0121182,7.286539430114606e-08,2.321539924726206e-09
0.0121358,7.297753319155552e-08,2.325056772683102e-09
0.0121505,7.307119837428427e-08,2.32799434924763e-09
0.0121626,7.314829945820811e-08,2.330412496716371e-09
0.0121723,7.32101094106691e-08,2.3323511040639814e-09
0.01218,7.325917608272112e-08,2.3338900569500593e-09
0.012186,7.329741048961324e-08,2.3350892767593224e-09
0.0121905,7.332608666000189e-08,2.3359887121241446e-09
0.0121938,7.334711605031795e-08,2.336648309214845e-09
0.0121959,7.336049847706604e-08,2.3370680577282532e-09
0.0121971,7.336814560858605e-08,2.3373079157351832e-09
0.0121974,7.337005739493317e-08,2.3373678804315677e-09
0.012197,7.336750834677849e-08,2.3372879275203553e-09
0.0121959,7.336049847706604e-08,2.3370680577282532e-09
0.0121941,7.334902782140452e-08,2.3367082730544515e-09
0.0121917,7.333373369158349e-08,2.336228564520049e-09
0.0121888,7.331525340331548e-08,2.335648923366607e-09
0.0121854,7.329358702386831e-08,2.3349693533714253e-09
0.0121815,7.326873463222544e-08,2.3341898589700414e-09
0.0121772,7.324133355020002e-08,2.333330431747779e-09
0.0121725,7.321138385805432e-08,2.332391076213106e-09
0.0121674,7.317888564370327e-08,2.3313717973049564e-09
0.0121619,7.314383900276443e-08,2.3302726003957088e-09
0.0121561,7.310688123687634e-08,2.3291134759406275e-09
0.0121499,7.306737523946206e-08,2.3278744444470484e-09
0.0121435,7.302659548467921e-08,2.326595479572146e-09
0.0121367,7.298326769736053e-08,2.3252366188464337e-09
0.0121296,7.293802916348362e-08,2.3238178518499473e-09
0.0121222,7.289087998489861e-08,2.3223391843122072e-09
0.0121146,7.284245740130805e-08,2.3208206032154223e-09
0.0121068,7.279276148651e-08,2.3192621127150237e-09
0.0120986,7.274051810024602e-08,2.317623757931428e-09
0.0120901,7.268636449511685e-08,2.315925526577183e-09
0.0120815,7.263157495653458e-08,2.3142073817112493e-09
0.0120725,7.257423832823333e-08,2.3124093940606506e-09
0.0120633,7.25156288888582e-08,2.310571526307835e-09
0.0120539,7.245574673011755e-08,2.3086937836262e-09
0.0120443,7.239459194611144e-08,2.306776171325758e-09
0.0120344,7.233152762794076e-08,2.304798721054226e-09
0.0120243,7.226719091245708e-08,2.3027814140287373e-09
0.012014,7.220158190220882e-08,2.300724256042335e-09
0.0120035,7.21347007022582e-08,2.2986272530322658e-09
0.0119927,7.206591048245399e-08,2.2964704410924115e-09
0.0119818,7.199648524630619e-08,2.2942937674370036e-09
0.0119707,7.192578815140922e-08,2.2920772674755823e-09
0.0119594,7.185381931318818e-08,2.28982094774154e-09
0.0119482,7.178248944279232e-08,2.2875847124752794e-09
0.0119377,7.17156195715816e-08,2.2854883480822657e-09
0.0119276,7.16512988478876e-08,2.2834719424453867e-09
0.0119184,7.159271114902599e-08,2.281635299764079e-09
0.01191,7.153921926409029e-08,2.2799584346453064e-09
0.011902,7.148827570716379e-08,2.278361482084391e-09
0.0118944,7.143988032013232e-08,2.27684443316564e-09
0.0118868,7.139148590177538e-08,2.275327438951023e-09
0.0118796,7.134563945345048e-08,2.2738903371110413e-09
0.0118725,7.130043061618498e-08,2.2724732433106623e-09
0.0118653,7.125458590331587e-08,2.271036239519639e-09
0.0118582,7.120937878077067e-08,2.2696192426131978e-09
0.0118511,7.116417251209634e-08,2.2682022939689418e-09
0.0118439,7.11183304091168e-08,2.2667654376932687e-09
0.0118367,7.107248918768269e-08,2.265328631261328e-09
0.0118294,7.102601218439987e-08,2.2638719201815234e-09
0.011822,7.097889943843857e-08,2.2623953066784777e-09
