temp (C),/voutdiff1 Vcm -0.5 mcparamset 1  (V),/voutdiff1 Vcm -0.5 mcparamset 2  (V),/voutdiff1 Vcm -0.5 mcparamset 3  (V),/voutdiff1 Vcm -0.5 mcparamset 4  (V),/voutdiff1 Vcm -0.5 mcparamset 5  (V),/voutdiff1 Vcm -0.5 mcparamset 6  (V),/voutdiff1 Vcm -0.5 mcparamset 7  (V),/voutdiff1 Vcm -0.5 mcparamset 8  (V),/voutdiff1 Vcm -0.5 mcparamset 9  (V),/voutdiff1 Vcm -0.5 mcparamset 10  (V),/voutdiff1 Vcm -0.5 mcparamset 11  (V),/voutdiff1 Vcm -0.5 mcparamset 12  (V),/voutdiff1 Vcm -0.5 mcparamset 13  (V),/voutdiff1 Vcm -0.5 mcparamset 14  (V),/voutdiff1 Vcm -0.5 mcparamset 15  (V),/voutdiff1 Vcm -0.5 mcparamset 16  (V),/voutdiff1 Vcm -0.5 mcparamset 17  (V),/voutdiff1 Vcm -0.5 mcparamset 18  (V),/voutdiff1 Vcm -0.5 mcparamset 19  (V),/voutdiff1 Vcm -0.5 mcparamset 20  (V),/voutdiff1 Vcm 0 mcparamset 1  (V),/voutdiff1 Vcm 0 mcparamset 2  (V),/voutdiff1 Vcm 0 mcparamset 3  (V),/voutdiff1 Vcm 0 mcparamset 4  (V),/voutdiff1 Vcm 0 mcparamset 5  (V),/voutdiff1 Vcm 0 mcparamset 6  (V),/voutdiff1 Vcm 0 mcparamset 7  (V),/voutdiff1 Vcm 0 mcparamset 8  (V),/voutdiff1 Vcm 0 mcparamset 9  (V),/voutdiff1 Vcm 0 mcparamset 10  (V),/voutdiff1 Vcm 0 mcparamset 11  (V),/voutdiff1 Vcm 0 mcparamset 12  (V),/voutdiff1 Vcm 0 mcparamset 13  (V),/voutdiff1 Vcm 0 mcparamset 14  (V),/voutdiff1 Vcm 0 mcparamset 15  (V),/voutdiff1 Vcm 0 mcparamset 16  (V),/voutdiff1 Vcm 0 mcparamset 17  (V),/voutdiff1 Vcm 0 mcparamset 18  (V),/voutdiff1 Vcm 0 mcparamset 19  (V),/voutdiff1 Vcm 0 mcparamset 20  (V),/voutdiff1 Vcm 0.5 mcparamset 1  (V),/voutdiff1 Vcm 0.5 mcparamset 2  (V),/voutdiff1 Vcm 0.5 mcparamset 3  (V),/voutdiff1 Vcm 0.5 mcparamset 4  (V),/voutdiff1 Vcm 0.5 mcparamset 5  (V),/voutdiff1 Vcm 0.5 mcparamset 6  (V),/voutdiff1 Vcm 0.5 mcparamset 7  (V),/voutdiff1 Vcm 0.5 mcparamset 8  (V),/voutdiff1 Vcm 0.5 mcparamset 9  (V),/voutdiff1 Vcm 0.5 mcparamset 10  (V),/voutdiff1 Vcm 0.5 mcparamset 11  (V),/voutdiff1 Vcm 0.5 mcparamset 12  (V),/voutdiff1 Vcm 0.5 mcparamset 13  (V),/voutdiff1 Vcm 0.5 mcparamset 14  (V),/voutdiff1 Vcm 0.5 mcparamset 15  (V),/voutdiff1 Vcm 0.5 mcparamset 16  (V),/voutdiff1 Vcm 0.5 mcparamset 17  (V),/voutdiff1 Vcm 0.5 mcparamset 18  (V),/voutdiff1 Vcm 0.5 mcparamset 19  (V),/voutdiff1 Vcm 0.5 mcparamset 20  (V)
10.0000,36.3132,36.0886,33.8524,35.4777,32.1519,38.1146,35.2787,34.8739,36.1069,32.7737,36.3932,35.9313,36.5243,34.5032,35.2964,37.2017,35.4805,36.8857,33.5784,36.1917,36.5256,36.3031,34.0533,35.6889,32.3410,38.3445,35.4897,35.0800,36.3206,32.9716,36.6133,36.1492,36.7398,34.7100,35.5064,37.4237,35.6941,37.1066,33.7759,36.4070,36.7222,36.5021,34.2406,35.8853,32.5174,38.5572,35.6860,35.2717,36.5187,33.1564,36.8178,36.3521,36.9397,34.9024,35.7017,37.6296,35.8927,37.3115,33.9598,36.6068
11.0000,36.3155,36.0870,33.8511,35.4760,32.1525,38.1109,35.2765,34.8739,36.1028,32.7719,36.3906,35.9288,36.5243,34.5000,35.2965,37.2009,35.4810,36.8843,33.5754,36.1920,36.5279,36.3015,34.0520,35.6871,32.3417,38.3407,35.4875,35.0800,36.3163,32.9698,36.6106,36.1467,36.7397,34.7067,35.5065,37.4229,35.6946,37.1051,33.7729,36.4072,36.7244,36.5004,34.2392,35.8835,32.5180,38.5533,35.6837,35.2716,36.5143,33.1545,36.8151,36.3495,36.9394,34.8990,35.7017,37.6287,35.8931,37.3098,33.9566,36.6069
12.0000,36.3178,36.0855,33.8498,35.4743,32.1532,38.1073,35.2743,34.8739,36.0986,32.7702,36.3881,35.9264,36.5242,34.4969,35.2967,37.2002,35.4816,36.8829,33.5725,36.1924,36.5302,36.2999,34.0507,35.6854,32.3423,38.3370,35.4852,35.0800,36.3121,32.9681,36.6080,36.1442,36.7396,34.7035,35.5066,37.4221,35.6951,37.1037,33.7699,36.4075,36.7267,36.4987,34.2378,35.8816,32.5187,38.5494,35.6813,35.2715,36.5099,33.1527,36.8123,36.3469,36.9393,34.8957,35.7017,37.6278,35.8935,37.3083,33.9536,36.6071
13.0000,36.3201,36.0840,33.8486,35.4727,32.1540,38.1037,35.2722,34.8740,36.0946,32.7685,36.3856,35.9240,36.5242,34.4938,35.2969,37.1995,35.4822,36.8815,33.5696,36.1927,36.5325,36.2984,34.0495,35.6837,32.3430,38.3333,35.4830,35.0800,36.3080,32.9663,36.6054,36.1418,36.7396,34.7004,35.5067,37.4213,35.6956,37.1022,33.7669,36.4078,36.7289,36.4971,34.2364,35.8799,32.5193,38.5456,35.6790,35.2714,36.5057,33.1509,36.8097,36.3443,36.9391,34.8925,35.7017,37.6270,35.8940,37.3067,33.9505,36.6073
14.0000,36.3225,36.0826,33.8475,35.4711,32.1547,38.1001,35.2701,34.8741,36.0906,32.7669,36.3831,35.9217,36.5243,34.4907,35.2971,37.1989,35.4828,36.8802,33.5668,36.1931,36.5348,36.2969,34.0482,35.6821,32.3438,38.3297,35.4809,35.0801,36.3039,32.9647,36.6029,36.1394,36.7396,34.6973,35.5069,37.4207,35.6962,37.1009,33.7640,36.4082,36.7312,36.4955,34.2352,35.8781,32.5200,38.5418,35.6768,35.2714,36.5015,33.1491,36.8070,36.3419,36.9390,34.8893,35.7018,37.6261,35.8945,37.3052,33.9476,36.6076
15.0000,36.3249,36.0812,33.8463,35.4696,32.1555,38.0967,35.2680,34.8742,36.0866,32.7653,36.3808,35.9195,36.5243,34.4877,35.2974,37.1983,35.4835,36.8789,33.5640,36.1935,36.5372,36.2954,34.0471,35.6805,32.3446,38.3261,35.4788,35.0802,36.2999,32.9630,36.6005,36.1371,36.7396,34.6942,35.5071,37.4200,35.6969,37.0996,33.7612,36.4085,36.7334,36.4939,34.2339,35.8764,32.5207,38.5381,35.6746,35.2714,36.4973,33.1474,36.8045,36.3394,36.9389,34.8861,35.7020,37.6254,35.8951,37.3038,33.9446,36.6079
16.0000,36.3273,36.0798,33.8453,35.4681,32.1564,38.0933,35.2660,34.8744,36.0827,32.7637,36.3784,35.9173,36.5245,34.4848,35.2977,37.1977,35.4842,36.8777,33.5613,36.1940,36.5396,36.2940,34.0459,35.6790,32.3454,38.3226,35.4767,35.0803,36.2959,32.9614,36.5981,36.1349,36.7397,34.6912,35.5074,37.4194,35.6975,37.0983,33.7584,36.4090,36.7357,36.4924,34.2327,35.8748,32.5215,38.5344,35.6724,35.2715,36.4932,33.1458,36.8020,36.3371,36.9389,34.8830,35.7021,37.6247,35.8956,37.3024,33.9418,36.6082
17.0000,36.3298,36.0785,33.8442,35.4667,32.1573,38.0899,35.2641,34.8746,36.0789,32.7622,36.3762,35.9151,36.5246,34.4819,35.2980,37.1972,35.4849,36.8765,33.5586,36.1945,36.5420,36.2927,34.0449,35.6775,32.3462,38.3192,35.4747,35.0805,36.2920,32.9599,36.5958,36.1327,36.7398,34.6883,35.5077,37.4188,35.6982,37.0971,33.7557,36.4094,36.7380,36.4909,34.2315,35.8732,32.5223,38.5309,35.6703,35.2716,36.4892,33.1441,36.7995,36.3347,36.9389,34.8799,35.7024,37.6240,35.8962,37.3011,33.9389,36.6085
18.0000,36.3322,36.0773,33.8432,35.4653,32.1582,38.0866,35.2621,34.8748,36.0751,32.7607,36.3739,35.9131,36.5248,34.4790,35.2984,37.1968,35.4857,36.8754,33.5560,36.1950,36.5445,36.2913,34.0438,35.6761,32.3471,38.3159,35.4727,35.0807,36.2882,32.9583,36.5935,36.1305,36.7400,34.6853,35.5081,37.4183,35.6990,37.0959,33.7530,36.4099,36.7404,36.4895,34.2304,35.8717,32.5231,38.5273,35.6682,35.2717,36.4852,33.1425,36.7971,36.3325,36.9389,34.8769,35.7026,37.6233,35.8969,37.2998,33.9361,36.6089
19.0000,36.3347,36.0761,33.8423,35.4640,32.1591,38.0834,35.2603,34.8751,36.0714,32.7593,36.3718,35.9110,36.5251,34.4762,35.2989,37.1963,35.4865,36.8744,33.5534,36.1956,36.5469,36.2901,34.0428,35.6747,32.3480,38.3126,35.4708,35.0809,36.2844,32.9569,36.5912,36.1284,36.7402,34.6825,35.5085,37.4179,35.6997,37.0948,33.7503,36.4105,36.7428,36.4881,34.2293,35.8702,32.5240,38.5239,35.6662,35.2719,36.4813,33.1410,36.7947,36.3302,36.9390,34.8739,35.7029,37.6227,35.8976,37.2985,33.9334,36.6094
20.0000,36.3372,36.0749,33.8413,35.4627,32.1601,38.0802,35.2585,34.8754,36.0678,32.7579,36.3697,35.9090,36.5253,34.4735,35.2993,37.1960,35.4873,36.8734,33.5508,36.1962,36.5494,36.2889,34.0418,35.6734,32.3490,38.3093,35.4689,35.0812,36.2807,32.9554,36.5891,36.1264,36.7404,34.6797,35.5089,37.4174,35.7006,37.0937,33.7477,36.4110,36.7451,36.4868,34.2282,35.8687,32.5249,38.5205,35.6642,35.2721,36.4774,33.1394,36.7924,36.3281,36.9391,34.8710,35.7033,37.6222,35.8983,37.2974,33.9307,36.6098
21.0000,36.3398,36.0738,33.8405,35.4615,32.1611,38.0771,35.2567,34.8758,36.0642,32.7565,36.3676,35.9071,36.5257,34.4708,35.2999,37.1957,35.4882,36.8724,33.5483,36.1969,36.5519,36.2877,34.0409,35.6721,32.3500,38.3061,35.4671,35.0815,36.2770,32.9540,36.5869,36.1244,36.7407,34.6769,35.5094,37.4171,35.7014,37.0927,33.7452,36.4116,36.7475,36.4855,34.2272,35.8673,32.5258,38.5171,35.6623,35.2723,36.4736,33.1380,36.7902,36.3259,36.9393,34.8681,35.7036,37.6217,35.8990,37.2962,33.9281,36.6103
22.0000,36.3423,36.0727,33.8396,35.4603,32.1622,38.0741,35.2549,34.8761,36.0607,32.7552,36.3656,35.9052,36.5260,34.4681,35.3004,37.1954,35.4892,36.8715,33.5459,36.1976,36.5544,36.2865,34.0400,35.6708,32.3510,38.3030,35.4653,35.0819,36.2734,32.9527,36.5849,36.1224,36.7410,34.6742,35.5099,37.4167,35.7023,37.0917,33.7427,36.4123,36.7500,36.4842,34.2262,35.8660,32.5268,38.5138,35.6604,35.2725,36.4699,33.1365,36.7880,36.3239,36.9395,34.8653,35.7040,37.6212,35.8998,37.2951,33.9255,36.6108
23.0000,36.3449,36.0717,33.8388,35.4591,32.1633,38.0711,35.2533,34.8766,36.0572,32.7539,36.3636,35.9034,36.5264,34.4655,35.3010,37.1951,35.4901,36.8706,33.5435,36.1983,36.5570,36.2855,34.0392,35.6696,32.3521,38.2999,35.4636,35.0822,36.2698,32.9513,36.5828,36.1205,36.7413,34.6715,35.5105,37.4164,35.7032,37.0908,33.7402,36.4129,36.7524,36.4830,34.2253,35.8647,32.5278,38.5106,35.6585,35.2728,36.4662,33.1351,36.7858,36.3219,36.9397,34.8625,35.7045,37.6208,35.9007,37.2941,33.9229,36.6114
24.0000,36.3475,36.0707,33.8381,35.4580,32.1644,38.0682,35.2516,34.8770,36.0538,32.7527,36.3617,35.9016,36.5269,34.4629,35.3017,37.1950,35.4911,36.8698,33.5411,36.1990,36.5596,36.2844,34.0384,35.6685,32.3532,38.2969,35.4619,35.0827,36.2664,32.9501,36.5809,36.1187,36.7417,34.6688,35.5111,37.4162,35.7042,37.0900,33.7378,36.4137,36.7549,36.4819,34.2244,35.8634,32.5288,38.5074,35.6567,35.2732,36.4625,33.1338,36.7837,36.3199,36.9400,34.8597,35.7050,37.6204,35.9015,37.2931,33.9204,36.6120
25.0000,36.3501,36.0697,33.8374,35.4570,32.1656,38.0653,35.2500,34.8775,36.0504,32.7515,36.3599,35.8999,36.5273,34.4604,35.3023,37.1948,35.4922,36.8691,33.5388,36.1998,36.5622,36.2834,34.0377,35.6674,32.3543,38.2940,35.4602,35.0831,36.2629,32.9488,36.5790,36.1169,36.7422,34.6662,35.5117,37.4160,35.7052,37.0892,33.7355,36.4144,36.7574,36.4807,34.2236,35.8622,32.5299,38.5043,35.6549,35.2735,36.4590,33.1324,36.7816,36.3180,36.9403,34.8570,35.7055,37.6201,35.9024,37.2921,33.9179,36.6126
26.0000,36.3528,36.0688,33.8367,35.4560,32.1668,38.0625,35.2485,34.8780,36.0471,32.7504,36.3581,35.8982,36.5279,34.4579,35.3031,37.1947,35.4932,36.8684,33.5366,36.2007,36.5648,36.2825,34.0369,35.6663,32.3555,38.2911,35.4586,35.0836,36.2595,32.9476,36.5771,36.1152,36.7426,34.6637,35.5124,37.4158,35.7062,37.0884,33.7332,36.4152,36.7599,36.4797,34.2228,35.8610,32.5310,38.5012,35.6532,35.2739,36.4554,33.1311,36.7796,36.3161,36.9407,34.8544,35.7061,37.6198,35.9033,37.2912,33.9155,36.6133
27.0000,36.3555,36.0680,33.8361,35.4551,32.1680,38.0598,35.2470,34.8786,36.0439,32.7492,36.3563,35.8966,36.5284,34.4555,35.3038,37.1947,35.4943,36.8677,33.5344,36.2015,36.5674,36.2816,34.0363,35.6653,32.3567,38.2883,35.4571,35.0842,36.2562,32.9465,36.5753,36.1135,36.7431,34.6612,35.5131,37.4157,35.7073,37.0877,33.7309,36.4160,36.7624,36.4786,34.2220,35.8599,32.5321,38.4982,35.6515,35.2744,36.4520,33.1299,36.7777,36.3143,36.9411,34.8517,35.7067,37.6195,35.9043,37.2904,33.9132,36.6140
28.0000,36.3582,36.0672,33.8355,35.4542,32.1693,38.0571,35.2455,34.8792,36.0407,32.7482,36.3546,35.8951,36.5290,34.4531,35.3046,37.1947,35.4955,36.8671,33.5322,36.2024,36.5701,36.2807,34.0356,35.6644,32.3580,38.2855,35.4555,35.0847,36.2529,32.9453,36.5735,36.1119,36.7437,34.6588,35.5139,37.4157,35.7084,37.0870,33.7287,36.4169,36.7650,36.4776,34.2213,35.8588,32.5333,38.4953,35.6499,35.2748,36.4485,33.1287,36.7758,36.3126,36.9415,34.8492,35.7074,37.6193,35.9053,37.2896,33.9108,36.6147
29.0000,36.3609,36.0664,33.8350,35.4533,32.1706,38.0545,35.2441,34.8799,36.0375,32.7471,36.3530,35.8936,36.5297,34.4507,35.3055,37.1947,35.4967,36.8666,33.5301,36.2034,36.5728,36.2799,34.0350,35.6635,32.3592,38.2828,35.4541,35.0853,36.2497,32.9443,36.5718,36.1103,36.7443,34.6564,35.5147,37.4156,35.7096,37.0864,33.7265,36.4178,36.7676,36.4767,34.2206,35.8578,32.5345,38.4924,35.6483,35.2753,36.4452,33.1275,36.7739,36.3109,36.9419,34.8467,35.7081,37.6191,35.9064,37.2888,33.9086,36.6155
30.0000,36.3637,36.0657,33.8345,35.4525,32.1719,38.0519,35.2427,34.8805,36.0345,32.7461,36.3514,35.8921,36.5304,34.4484,35.3064,37.1948,35.4979,36.8660,33.5281,36.2044,36.5755,36.2791,34.0345,35.6626,32.3606,38.2802,35.4526,35.0860,36.2466,32.9432,36.5702,36.1088,36.7449,34.6540,35.5155,37.4157,35.7107,37.0858,33.7244,36.4187,36.7702,36.4758,34.2199,35.8568,32.5358,38.4896,35.6467,35.2759,36.4419,33.1264,36.7721,36.3092,36.9424,34.8442,35.7088,37.6190,35.9074,37.2881,33.9063,36.6163
31.0000,36.3665,36.0651,33.8340,35.4518,32.1733,38.0494,35.2414,34.8813,36.0314,32.7452,36.3499,35.8907,36.5311,34.4462,35.3073,37.1949,35.4992,36.8656,33.5261,36.2054,36.5783,36.2784,34.0340,35.6618,32.3619,38.2776,35.4512,35.0866,36.2435,32.9422,36.5686,36.1073,36.7456,34.6517,35.5164,37.4157,35.7120,37.0853,33.7223,36.4197,36.7728,36.4749,34.2193,35.8559,32.5371,38.4868,35.6452,35.2764,36.4386,33.1253,36.7704,36.3076,36.9430,34.8417,35.7096,37.6189,35.9085,37.2874,33.9042,36.6172
32.0000,36.3693,36.0644,33.8336,35.4511,32.1747,38.0470,35.2401,34.8820,36.0285,32.7442,36.3484,35.8893,36.5318,34.4440,35.3083,37.1951,35.5005,36.8652,33.5241,36.2064,36.5811,36.2777,34.0335,35.6610,32.3633,38.2751,35.4499,35.0874,36.2404,32.9413,36.5670,36.1059,36.7463,34.6494,35.5173,37.4158,35.7132,37.0848,33.7203,36.4207,36.7755,36.4741,34.2187,35.8550,32.5384,38.4841,35.6437,35.2771,36.4354,33.1242,36.7687,36.3060,36.9436,34.8394,35.7104,37.6189,35.9097,37.2868,33.9020,36.6180
33.0000,36.3721,36.0639,33.8332,35.4504,32.1762,38.0446,35.2389,34.8828,36.0256,32.7434,36.3470,35.8880,36.5327,34.4418,35.3093,37.1953,35.5018,36.8648,33.5222,36.2075,36.5839,36.2771,34.0331,35.6603,32.3647,38.2726,35.4486,35.0881,36.2375,32.9403,36.5655,36.1045,36.7471,34.6472,35.5183,37.4160,35.7145,37.0844,33.7183,36.4217,36.7782,36.4733,34.2182,35.8541,32.5397,38.4814,35.6423,35.2777,36.4323,33.1232,36.7671,36.3045,36.9442,34.8370,35.7112,37.6189,35.9109,37.2862,33.9000,36.6189
34.0000,36.3750,36.0633,33.8329,35.4498,32.1777,38.0423,35.2377,34.8836,36.0227,32.7425,36.3456,35.8868,36.5335,34.4397,35.3104,37.1956,35.5032,36.8645,33.5203,36.2087,36.5867,36.2765,34.0327,35.6597,32.3662,38.2702,35.4474,35.0889,36.2345,32.9394,36.5641,36.1032,36.7479,34.6450,35.5193,37.4162,35.7158,37.0841,33.7164,36.4228,36.7809,36.4726,34.2177,35.8533,32.5411,38.4788,35.6409,35.2784,36.4292,33.1222,36.7655,36.3031,36.9448,34.8347,35.7121,37.6189,35.9121,37.2857,33.8979,36.6199
