Ic,Noise_1Hz,Noise_1kHz
0.00840816,2.1961654538423257e-08,7.512044663750618e-10
0.0085473,2.222569066990533e-08,7.585085615858643e-10
0.0086833,2.2482544250621823e-08,7.656500393948116e-10
0.00881601,2.273203872914257e-08,7.726194908573522e-10
0.0089453,2.2974034274950536e-08,7.794088571674816e-10
0.00907105,2.3208408246537154e-08,7.86010872250094e-10
0.0091932,2.3435147355549575e-08,7.924216556083296e-10
0.0093117,2.3654253206033756e-08,7.986380546486094e-10
0.00942653,2.386577885229394e-08,8.046586640046432e-10
0.00953769,2.406980964562033e-08,8.10483272100813e-10
0.0096452,2.426646282916426e-08,8.161128350915053e-10
0.00974913,2.4455941804732104e-08,8.215510222681872e-10
0.00984954,2.4638426136080312e-08,8.268010525565034e-10
0.00994651,2.48141264819351e-08,8.318672477540245e-10
0.0100401,2.4983212252716916e-08,8.367529280854163e-10
0.0101305,2.514608233626084e-08,8.414682263317718e-10
0.0102178,2.5302949597778943e-08,8.460180687280586e-10
0.0103021,2.5454040553390335e-08,8.504079146856396e-10
0.0103836,2.5599756167355022e-08,8.546484294225711e-10
0.0104623,2.5740135584393402e-08,8.587398677232692e-10
0.0105384,2.5875571598265755e-08,8.626928823818095e-10
0.010612,2.6006274763952266e-08,8.665129141128124e-10
0.0106833,2.613262965929653e-08,8.702105783546898e-10
0.0107524,2.6254839974151712e-08,8.737912831024285e-10
0.0108195,2.6373283209408863e-08,8.772655999315605e-10
0.0108846,2.64879811483906e-08,8.806337276052048e-10
0.0109479,2.6599306104831425e-08,8.83906202704688e-10
0.0110095,2.6707451700820996e-08,8.870883678322304e-10
0.0110695,2.6812609679587032e-08,8.901855511420153e-10
0.0111281,2.691514485588662e-08,8.932082224051146e-10
0.0111854,2.701524473080426e-08,8.961616692044199e-10
0.0112414,2.7112921009938794e-08,8.990460159808088e-10
0.0112963,2.7208533075646023e-08,9.018716777170789e-10
0.0113502,2.730226413578191e-08,9.046438989484175e-10
0.0114031,2.7394122606304072e-08,9.073627722754393e-10
0.0114553,2.7484636502569024e-08,9.100437934387034e-10
0.0115067,2.7573638597957668e-08,9.126818929290561e-10
0.0115575,2.7661480881323755e-08,9.152873974579497e-10
0.0116078,2.774834076906598e-08,9.178654822910018e-10
0.0116576,2.7834222326641042e-08,9.204161890137714e-10
0.0117071,2.7919473770527213e-08,9.229497930102017e-10
0.0117563,2.8004097680853615e-08,9.254663158704953e-10
0.0118052,2.8088096601144587e-08,9.279657796940619e-10
0.0118541,2.8171987377644304e-08,9.304635253923913e-10
0.0119029,2.8255599292102428e-08,9.329544417530003e-10
0.0119515,2.8338762493444963e-08,9.354334320549356e-10
0.0119989,2.8419770814737257e-08,9.378495542635094e-10
0.0120403,2.8490443297673756e-08,9.399584927443289e-10
0.0120723,2.8545017422847725e-08,9.41587727459939e-10
0.0120974,2.858779240209446e-08,9.428651305851284e-10
0.0121182,2.8623218398147464e-08,9.439233433426914e-10
0.0121358,2.865317940570094e-08,9.448185042603863e-10
0.0121505,2.8678193251165666e-08,9.455659912739198e-10
0.0121626,2.8698775782535563e-08,9.461811494957158e-10
0.0121723,2.8715271206037393e-08,9.466742144054297e-10
0.01218,2.8728362585316512e-08,9.470655666988709e-10
0.012186,2.873856186623234e-08,9.473704859979645e-10
0.0121905,2.874621029636939e-08,9.475991579093123e-10
0.0121938,2.8751818583973657e-08,9.477668410733414e-10
0.0121959,2.87553872471179e-08,9.478735443237376e-10
0.0121971,2.8757426396911937e-08,9.479345161366144e-10
0.0121974,2.8757936174556045e-08,9.479497589224254e-10
0.012197,2.8757256470159097e-08,9.4792943519313e-10
0.0121959,2.87553872471179e-08,9.478735443237376e-10
0.0121941,2.8752328404761953e-08,9.477820845956837e-10
0.0121917,2.87482497286093e-08,9.476601345424735e-10
0.0121888,2.8743320993218602e-08,9.475127725125019e-10
0.0121854,2.8737542008818267e-08,9.473399952722186e-10
0.0121815,2.8730912552808174e-08,9.47141799032071e-10
0.0121772,2.8723602383253615e-08,9.469232618702691e-10
0.0121725,2.8715611274611042e-08,9.46684379957172e-10
0.0121674,2.8706938980183033e-08,9.46425149109307e-10
0.0121619,2.869758523207186e-08,9.46145564790026e-10
0.0121561,2.8687719846878657e-08,9.458507060995963e-10
0.0121499,2.8677172463093166e-08,9.455354847348207e-10
0.0121435,2.8666283076432165e-08,9.452100650467502e-10
0.0121367,2.8654711137646273e-08,9.44864273372164e-10
0.0121296,2.864262650977929e-08,9.445031896374113e-10
0.0121222,2.8630028911244157e-08,9.441268091323527e-10
0.0121146,2.861708833585331e-08,9.437402140152377e-10
0.0121068,2.8603804581625446e-08,9.4334340093985e-10
0.0120986,2.8589836726445387e-08,9.429261900084655e-10
0.0120901,2.857535473078414e-08,9.424936628585655e-10
0.0120815,2.8560699122378662e-08,9.4205599290101e-10
0.0120725,2.8545358369026255e-08,9.415979078066886e-10
0.0120633,2.852967301908787e-08,9.411295813622468e-10
0.0120539,2.8513642825855173e-08,9.406510095503996e-10
0.0120443,2.8497267536886837e-08,9.401621882723092e-10
0.0120344,2.8480376253283886e-08,9.39658020383125e-10
0.0120243,2.8463139262788123e-08,9.391435931116307e-10
0.012014,2.844555629282111e-08,9.386189020749405e-10
0.0120035,2.8427627064957863e-08,9.38083942810622e-10
0.0119927,2.840918046933099e-08,9.375336147554815e-10
0.0119818,2.8390557818432132e-08,9.369781045358257e-10
0.0119707,2.8371588038063456e-08,9.364123122153289e-10
0.0119594,2.83522708261285e-08,9.358362330186948e-10
0.0119482,2.8333118948194622e-08,9.352651599513307e-10
0.0119377,2.831515898061365e-08,9.347296959270537e-10
0.0119276,2.829787855696298e-08,9.342145547945825e-10
0.0119184,2.8282134004939212e-08,9.337452527526105e-10
0.01191,2.826775523755756e-08,9.33316705864661e-10
0.011902,2.825405823634971e-08,9.329085183373482e-10
0.0118944,2.824104342909376e-08,9.325206971746259e-10
0.0118868,2.822802603191817e-08,9.32132834134374e-10
0.0118796,2.8215691370161035e-08,9.317653463370428e-10
0.0118725,2.8203525743659144e-08,9.314029257840365e-10
0.0118653,2.8191186457118943e-08,9.310353634720488e-10
0.0118582,2.817901626693796e-08,9.306728694913072e-10
0.0118511,2.816684380854584e-08,9.303103390923116e-10
0.0118439,2.815449758913376e-08,9.299426654667485e-10
0.0118367,2.8142149033959595e-08,9.29574954443792e-10
0.0118294,2.81296265847659e-08,9.292020981712673e-10
0.011822,2.811693014108519e-08,9.288240950997549e-10
0.0118146,2.8104231224869406e-08,9.284460526128204e-10
