freq (Hz),input noise; V / sqrt(Hz) Rptat2 175.5376  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Rptat2 219.2198  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Rptat2 438.4395  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Rptat2 1753.758  (V / sqrt(Hz))
4.46684E3,718.531E-12,795.487E-12,1.10385E-9,2.15476E-9
4.57088E3,718.443E-12,795.432E-12,1.10383E-9,2.15475E-9
4.67735E3,718.356E-12,795.378E-12,1.10381E-9,2.15475E-9
4.78630E3,718.272E-12,795.326E-12,1.10380E-9,2.15474E-9
4.89779E3,718.190E-12,795.275E-12,1.10378E-9,2.15474E-9
5.01187E3,718.110E-12,795.225E-12,1.10377E-9,2.15474E-9
5.12861E3,718.032E-12,795.177E-12,1.10376E-9,2.15473E-9
5.24807E3,717.956E-12,795.129E-12,1.10374E-9,2.15473E-9
5.37032E3,717.882E-12,795.083E-12,1.10373E-9,2.15472E-9
5.49541E3,717.809E-12,795.038E-12,1.10371E-9,2.15472E-9
5.62341E3,717.739E-12,794.994E-12,1.10370E-9,2.15472E-9
5.75440E3,717.670E-12,794.951E-12,1.10369E-9,2.15471E-9
5.88844E3,717.603E-12,794.910E-12,1.10368E-9,2.15471E-9
6.02560E3,717.537E-12,794.869E-12,1.10367E-9,2.15471E-9
6.16595E3,717.473E-12,794.829E-12,1.10365E-9,2.15471E-9
6.30957E3,717.411E-12,794.791E-12,1.10364E-9,2.15470E-9
6.45654E3,717.350E-12,794.753E-12,1.10363E-9,2.15470E-9
6.60693E3,717.291E-12,794.716E-12,1.10362E-9,2.15470E-9
6.76083E3,717.234E-12,794.680E-12,1.10361E-9,2.15469E-9
6.91831E3,717.177E-12,794.646E-12,1.10360E-9,2.15469E-9
7.07946E3,717.122E-12,794.611E-12,1.10359E-9,2.15469E-9
7.24436E3,717.069E-12,794.578E-12,1.10358E-9,2.15469E-9
7.41310E3,717.017E-12,794.546E-12,1.10357E-9,2.15468E-9
7.58578E3,716.966E-12,794.514E-12,1.10356E-9,2.15468E-9
7.76247E3,716.916E-12,794.484E-12,1.10355E-9,2.15468E-9
7.94328E3,716.868E-12,794.453E-12,1.10354E-9,2.15468E-9
8.12831E3,716.821E-12,794.424E-12,1.10354E-9,2.15467E-9
8.31764E3,716.775E-12,794.396E-12,1.10353E-9,2.15467E-9
8.51138E3,716.730E-12,794.368E-12,1.10352E-9,2.15467E-9
8.70964E3,716.686E-12,794.341E-12,1.10351E-9,2.15467E-9
8.91251E3,716.644E-12,794.314E-12,1.10350E-9,2.15467E-9
9.12011E3,716.602E-12,794.288E-12,1.10350E-9,2.15466E-9
9.33254E3,716.562E-12,794.263E-12,1.10349E-9,2.15466E-9
9.54993E3,716.522E-12,794.239E-12,1.10348E-9,2.15466E-9
9.77237E3,716.484E-12,794.215E-12,1.10347E-9,2.15466E-9
10.0000E3,716.446E-12,794.192E-12,1.10347E-9,2.15466E-9
10.2329E3,716.410E-12,794.169E-12,1.10346E-9,2.15465E-9
10.4713E3,716.374E-12,794.147E-12,1.10345E-9,2.15465E-9
10.7152E3,716.339E-12,794.125E-12,1.10345E-9,2.15465E-9
10.9648E3,716.305E-12,794.104E-12,1.10344E-9,2.15465E-9
11.2202E3,716.272E-12,794.083E-12,1.10344E-9,2.15465E-9
11.4815E3,716.240E-12,794.063E-12,1.10343E-9,2.15465E-9
11.7490E3,716.208E-12,794.044E-12,1.10342E-9,2.15464E-9
12.0226E3,716.178E-12,794.025E-12,1.10342E-9,2.15464E-9
12.3027E3,716.148E-12,794.006E-12,1.10341E-9,2.15464E-9
12.5893E3,716.119E-12,793.988E-12,1.10341E-9,2.15464E-9
12.8825E3,716.090E-12,793.971E-12,1.10340E-9,2.15464E-9
13.1826E3,716.062E-12,793.953E-12,1.10340E-9,2.15464E-9
13.4896E3,716.035E-12,793.937E-12,1.10339E-9,2.15464E-9
13.8038E3,716.009E-12,793.920E-12,1.10339E-9,2.15464E-9
14.1254E3,715.983E-12,793.904E-12,1.10338E-9,2.15463E-9
14.4544E3,715.958E-12,793.889E-12,1.10338E-9,2.15463E-9
14.7911E3,715.934E-12,793.874E-12,1.10337E-9,2.15463E-9
15.1356E3,715.910E-12,793.859E-12,1.10337E-9,2.15463E-9
15.4882E3,715.887E-12,793.844E-12,1.10337E-9,2.15463E-9
15.8489E3,715.864E-12,793.830E-12,1.10336E-9,2.15463E-9
16.2181E3,715.842E-12,793.817E-12,1.10336E-9,2.15463E-9
16.5959E3,715.821E-12,793.803E-12,1.10335E-9,2.15463E-9
16.9824E3,715.800E-12,793.790E-12,1.10335E-9,2.15463E-9
17.3780E3,715.779E-12,793.778E-12,1.10335E-9,2.15462E-9
17.7828E3,715.759E-12,793.765E-12,1.10334E-9,2.15462E-9
18.1970E3,715.740E-12,793.753E-12,1.10334E-9,2.15462E-9
18.6209E3,715.721E-12,793.741E-12,1.10334E-9,2.15462E-9
19.0546E3,715.702E-12,793.730E-12,1.10333E-9,2.15462E-9
19.4984E3,715.684E-12,793.719E-12,1.10333E-9,2.15462E-9
19.9526E3,715.667E-12,793.708E-12,1.10333E-9,2.15462E-9
20.4174E3,715.650E-12,793.697E-12,1.10332E-9,2.15462E-9
20.8930E3,715.633E-12,793.687E-12,1.10332E-9,2.15462E-9
21.3796E3,715.616E-12,793.677E-12,1.10332E-9,2.15462E-9
21.8776E3,715.601E-12,793.667E-12,1.10331E-9,2.15462E-9
22.3872E3,715.585E-12,793.657E-12,1.10331E-9,2.15462E-9
22.9087E3,715.570E-12,793.648E-12,1.10331E-9,2.15461E-9
23.4423E3,715.555E-12,793.639E-12,1.10331E-9,2.15461E-9
23.9883E3,715.541E-12,793.630E-12,1.10330E-9,2.15461E-9
24.5471E3,715.527E-12,793.621E-12,1.10330E-9,2.15461E-9
25.1189E3,715.513E-12,793.613E-12,1.10330E-9,2.15461E-9
25.7040E3,715.500E-12,793.604E-12,1.10330E-9,2.15461E-9
26.3027E3,715.487E-12,793.596E-12,1.10329E-9,2.15461E-9
26.9153E3,715.474E-12,793.588E-12,1.10329E-9,2.15461E-9
27.5423E3,715.462E-12,793.581E-12,1.10329E-9,2.15461E-9
28.1838E3,715.450E-12,793.573E-12,1.10329E-9,2.15461E-9
28.8403E3,715.438E-12,793.566E-12,1.10328E-9,2.15461E-9
29.5121E3,715.427E-12,793.559E-12,1.10328E-9,2.15461E-9
30.1995E3,715.416E-12,793.552E-12,1.10328E-9,2.15461E-9
30.9030E3,715.405E-12,793.545E-12,1.10328E-9,2.15461E-9
31.6228E3,715.394E-12,793.539E-12,1.10328E-9,2.15461E-9
32.3594E3,715.384E-12,793.532E-12,1.10327E-9,2.15461E-9
33.1131E3,715.374E-12,793.526E-12,1.10327E-9,2.15461E-9
33.8844E3,715.364E-12,793.520E-12,1.10327E-9,2.15460E-9
34.6737E3,715.354E-12,793.514E-12,1.10327E-9,2.15460E-9
35.4813E3,715.345E-12,793.508E-12,1.10327E-9,2.15460E-9
36.3078E3,715.336E-12,793.503E-12,1.10327E-9,2.15460E-9
37.1535E3,715.327E-12,793.497E-12,1.10326E-9,2.15460E-9
38.0189E3,715.318E-12,793.492E-12,1.10326E-9,2.15460E-9
38.9045E3,715.310E-12,793.486E-12,1.10326E-9,2.15460E-9
39.8107E3,715.302E-12,793.481E-12,1.10326E-9,2.15460E-9
40.7380E3,715.294E-12,793.476E-12,1.10326E-9,2.15460E-9
41.6869E3,715.286E-12,793.472E-12,1.10326E-9,2.15460E-9
42.6580E3,715.278E-12,793.467E-12,1.10326E-9,2.15460E-9
43.6516E3,715.271E-12,793.462E-12,1.10325E-9,2.15460E-9
44.6684E3,715.264E-12,793.458E-12,1.10325E-9,2.15460E-9
45.7088E3,715.257E-12,793.453E-12,1.10325E-9,2.15460E-9
46.7735E3,715.250E-12,793.449E-12,1.10325E-9,2.15460E-9
47.8630E3,715.243E-12,793.445E-12,1.10325E-9,2.15460E-9
48.9779E3,715.236E-12,793.441E-12,1.10325E-9,2.15460E-9
50.1187E3,715.230E-12,793.437E-12,1.10325E-9,2.15460E-9
51.2861E3,715.224E-12,793.433E-12,1.10325E-9,2.15460E-9
52.4807E3,715.218E-12,793.429E-12,1.10324E-9,2.15460E-9
53.7032E3,715.212E-12,793.426E-12,1.10324E-9,2.15460E-9
54.9541E3,715.206E-12,793.422E-12,1.10324E-9,2.15460E-9
56.2341E3,715.200E-12,793.418E-12,1.10324E-9,2.15460E-9
57.5440E3,715.195E-12,793.415E-12,1.10324E-9,2.15460E-9
58.8844E3,715.190E-12,793.412E-12,1.10324E-9,2.15460E-9
60.2560E3,715.184E-12,793.408E-12,1.10324E-9,2.15460E-9
61.6595E3,715.179E-12,793.405E-12,1.10324E-9,2.15460E-9
63.0957E3,715.174E-12,793.402E-12,1.10324E-9,2.15460E-9
64.5654E3,715.169E-12,793.399E-12,1.10324E-9,2.15460E-9
66.0693E3,715.165E-12,793.396E-12,1.10324E-9,2.15460E-9
67.6083E3,715.160E-12,793.393E-12,1.10323E-9,2.15460E-9
69.1831E3,715.156E-12,793.391E-12,1.10323E-9,2.15460E-9
70.7946E3,715.151E-12,793.388E-12,1.10323E-9,2.15460E-9
72.4436E3,715.147E-12,793.385E-12,1.10323E-9,2.15460E-9
74.1310E3,715.143E-12,793.383E-12,1.10323E-9,2.15460E-9
75.8578E3,715.139E-12,793.380E-12,1.10323E-9,2.15459E-9
77.6247E3,715.135E-12,793.378E-12,1.10323E-9,2.15459E-9
79.4328E3,715.131E-12,793.375E-12,1.10323E-9,2.15459E-9
81.2831E3,715.127E-12,793.373E-12,1.10323E-9,2.15459E-9
83.1764E3,715.124E-12,793.371E-12,1.10323E-9,2.15459E-9
85.1138E3,715.120E-12,793.369E-12,1.10323E-9,2.15459E-9
87.0964E3,715.117E-12,793.366E-12,1.10323E-9,2.15459E-9
89.1251E3,715.113E-12,793.364E-12,1.10323E-9,2.15459E-9
91.2011E3,715.110E-12,793.362E-12,1.10323E-9,2.15459E-9
93.3254E3,715.107E-12,793.360E-12,1.10322E-9,2.15459E-9
95.4993E3,715.103E-12,793.358E-12,1.10322E-9,2.15459E-9
97.7237E3,715.100E-12,793.356E-12,1.10322E-9,2.15459E-9
100.000E3,715.097E-12,793.355E-12,1.10322E-9,2.15459E-9
102.329E3,715.095E-12,793.353E-12,1.10322E-9,2.15459E-9
104.713E3,715.092E-12,793.351E-12,1.10322E-9,2.15459E-9
107.152E3,715.089E-12,793.349E-12,1.10322E-9,2.15459E-9
109.648E3,715.086E-12,793.348E-12,1.10322E-9,2.15459E-9
112.202E3,715.084E-12,793.346E-12,1.10322E-9,2.15459E-9
114.815E3,715.081E-12,793.344E-12,1.10322E-9,2.15459E-9
117.490E3,715.079E-12,793.343E-12,1.10322E-9,2.15459E-9
120.226E3,715.076E-12,793.341E-12,1.10322E-9,2.15459E-9
123.027E3,715.074E-12,793.340E-12,1.10322E-9,2.15459E-9
125.893E3,715.071E-12,793.338E-12,1.10322E-9,2.15459E-9
128.825E3,715.069E-12,793.337E-12,1.10322E-9,2.15459E-9
131.826E3,715.067E-12,793.336E-12,1.10322E-9,2.15459E-9
134.896E3,715.065E-12,793.334E-12,1.10322E-9,2.15459E-9
138.038E3,715.063E-12,793.333E-12,1.10322E-9,2.15459E-9
141.254E3,715.061E-12,793.332E-12,1.10322E-9,2.15459E-9
144.544E3,715.059E-12,793.331E-12,1.10322E-9,2.15459E-9
147.911E3,715.057E-12,793.329E-12,1.10322E-9,2.15459E-9
151.356E3,715.055E-12,793.328E-12,1.10322E-9,2.15459E-9
154.882E3,715.053E-12,793.327E-12,1.10322E-9,2.15459E-9
158.489E3,715.051E-12,793.326E-12,1.10321E-9,2.15459E-9
162.181E3,715.049E-12,793.325E-12,1.10321E-9,2.15459E-9
165.959E3,715.048E-12,793.324E-12,1.10321E-9,2.15459E-9
169.824E3,715.046E-12,793.323E-12,1.10321E-9,2.15459E-9
173.780E3,715.044E-12,793.322E-12,1.10321E-9,2.15459E-9
177.828E3,715.043E-12,793.321E-12,1.10321E-9,2.15459E-9
181.970E3,715.041E-12,793.320E-12,1.10321E-9,2.15459E-9
186.209E3,715.040E-12,793.319E-12,1.10321E-9,2.15459E-9
190.546E3,715.038E-12,793.318E-12,1.10321E-9,2.15460E-9
194.984E3,715.037E-12,793.317E-12,1.10321E-9,2.15460E-9
199.526E3,715.035E-12,793.316E-12,1.10321E-9,2.15460E-9
204.174E3,715.034E-12,793.315E-12,1.10321E-9,2.15460E-9
208.930E3,715.033E-12,793.315E-12,1.10321E-9,2.15460E-9
213.796E3,715.031E-12,793.314E-12,1.10321E-9,2.15460E-9
218.776E3,715.030E-12,793.313E-12,1.10321E-9,2.15460E-9
223.872E3,715.029E-12,793.312E-12,1.10321E-9,2.15460E-9
229.087E3,715.028E-12,793.311E-12,1.10321E-9,2.15460E-9
234.423E3,715.027E-12,793.311E-12,1.10321E-9,2.15460E-9
239.883E3,715.025E-12,793.310E-12,1.10321E-9,2.15460E-9
245.471E3,715.024E-12,793.309E-12,1.10321E-9,2.15460E-9
251.189E3,715.023E-12,793.309E-12,1.10321E-9,2.15460E-9
257.040E3,715.022E-12,793.308E-12,1.10321E-9,2.15460E-9
263.027E3,715.021E-12,793.307E-12,1.10321E-9,2.15460E-9
269.153E3,715.020E-12,793.307E-12,1.10321E-9,2.15460E-9
275.423E3,715.019E-12,793.306E-12,1.10321E-9,2.15460E-9
281.838E3,715.018E-12,793.306E-12,1.10321E-9,2.15460E-9
288.403E3,715.017E-12,793.305E-12,1.10321E-9,2.15460E-9
295.121E3,715.016E-12,793.304E-12,1.10321E-9,2.15460E-9
301.995E3,715.016E-12,793.304E-12,1.10321E-9,2.15460E-9
309.030E3,715.015E-12,793.303E-12,1.10321E-9,2.15460E-9
316.228E3,715.014E-12,793.303E-12,1.10321E-9,2.15460E-9
323.594E3,715.013E-12,793.302E-12,1.10321E-9,2.15460E-9
331.131E3,715.012E-12,793.302E-12,1.10321E-9,2.15461E-9
338.844E3,715.012E-12,793.301E-12,1.10321E-9,2.15461E-9
346.737E3,715.011E-12,793.301E-12,1.10321E-9,2.15461E-9
354.813E3,715.010E-12,793.301E-12,1.10321E-9,2.15461E-9
363.078E3,715.009E-12,793.300E-12,1.10321E-9,2.15461E-9
371.535E3,715.009E-12,793.300E-12,1.10321E-9,2.15461E-9
380.189E3,715.008E-12,793.299E-12,1.10321E-9,2.15461E-9
389.045E3,715.007E-12,793.299E-12,1.10321E-9,2.15461E-9
398.107E3,715.007E-12,793.298E-12,1.10321E-9,2.15461E-9
407.380E3,715.006E-12,793.298E-12,1.10321E-9,2.15461E-9
416.869E3,715.005E-12,793.298E-12,1.10321E-9,2.15462E-9
426.580E3,715.005E-12,793.297E-12,1.10321E-9,2.15462E-9
436.516E3,715.004E-12,793.297E-12,1.10321E-9,2.15462E-9
446.684E3,715.004E-12,793.297E-12,1.10321E-9,2.15462E-9
457.088E3,715.003E-12,793.296E-12,1.10321E-9,2.15462E-9
467.735E3,715.003E-12,793.296E-12,1.10321E-9,2.15462E-9
478.630E3,715.002E-12,793.296E-12,1.10321E-9,2.15462E-9
489.779E3,715.002E-12,793.295E-12,1.10321E-9,2.15463E-9
501.187E3,715.001E-12,793.295E-12,1.10321E-9,2.15463E-9
512.861E3,715.001E-12,793.295E-12,1.10321E-9,2.15463E-9
524.807E3,715.000E-12,793.295E-12,1.10321E-9,2.15463E-9
537.032E3,715.000E-12,793.294E-12,1.10321E-9,2.15463E-9
549.541E3,714.999E-12,793.294E-12,1.10321E-9,2.15464E-9
562.341E3,714.999E-12,793.294E-12,1.10321E-9,2.15464E-9
575.440E3,714.998E-12,793.294E-12,1.10321E-9,2.15464E-9
588.844E3,714.998E-12,793.293E-12,1.10321E-9,2.15464E-9
602.560E3,714.998E-12,793.293E-12,1.10321E-9,2.15465E-9
616.595E3,714.997E-12,793.293E-12,1.10321E-9,2.15465E-9
630.957E3,714.997E-12,793.293E-12,1.10321E-9,2.15465E-9
645.654E3,714.996E-12,793.292E-12,1.10321E-9,2.15465E-9
660.693E3,714.996E-12,793.292E-12,1.10321E-9,2.15466E-9
676.083E3,714.996E-12,793.292E-12,1.10321E-9,2.15466E-9
691.831E3,714.995E-12,793.292E-12,1.10321E-9,2.15466E-9
707.946E3,714.995E-12,793.292E-12,1.10321E-9,2.15467E-9
724.436E3,714.995E-12,793.292E-12,1.10321E-9,2.15467E-9
741.310E3,714.995E-12,793.291E-12,1.10321E-9,2.15467E-9
758.578E3,714.994E-12,793.291E-12,1.10321E-9,2.15468E-9
776.247E3,714.994E-12,793.291E-12,1.10321E-9,2.15468E-9
794.328E3,714.994E-12,793.291E-12,1.10321E-9,2.15469E-9
812.831E3,714.993E-12,793.291E-12,1.10321E-9,2.15469E-9
831.764E3,714.993E-12,793.291E-12,1.10321E-9,2.15470E-9
851.138E3,714.993E-12,793.291E-12,1.10321E-9,2.15470E-9
870.964E3,714.993E-12,793.290E-12,1.10321E-9,2.15471E-9
891.251E3,714.992E-12,793.290E-12,1.10321E-9,2.15471E-9
912.011E3,714.992E-12,793.290E-12,1.10321E-9,2.15472E-9
933.254E3,714.992E-12,793.290E-12,1.10321E-9,2.15473E-9
954.993E3,714.992E-12,793.290E-12,1.10321E-9,2.15473E-9
977.237E3,714.992E-12,793.290E-12,1.10321E-9,2.15474E-9
1.00000E6,714.992E-12,793.290E-12,1.10321E-9,2.15475E-9
1.02329E6,714.991E-12,793.290E-12,1.10321E-9,2.15475E-9
1.04713E6,714.991E-12,793.290E-12,1.10321E-9,2.15476E-9
1.07152E6,714.991E-12,793.290E-12,1.10321E-9,2.15477E-9
1.09648E6,714.991E-12,793.290E-12,1.10321E-9,2.15478E-9
1.12202E6,714.991E-12,793.290E-12,1.10321E-9,2.15479E-9
1.14815E6,714.991E-12,793.290E-12,1.10321E-9,2.15480E-9
1.17490E6,714.991E-12,793.290E-12,1.10321E-9,2.15481E-9
1.20226E6,714.990E-12,793.290E-12,1.10321E-9,2.15482E-9
1.23027E6,714.990E-12,793.290E-12,1.10321E-9,2.15483E-9
1.25893E6,714.990E-12,793.290E-12,1.10321E-9,2.15484E-9
1.28825E6,714.990E-12,793.290E-12,1.10321E-9,2.15485E-9
1.31826E6,714.990E-12,793.290E-12,1.10322E-9,2.15486E-9
1.34896E6,714.990E-12,793.290E-12,1.10322E-9,2.15487E-9
1.38038E6,714.990E-12,793.290E-12,1.10322E-9,2.15489E-9
1.41254E6,714.990E-12,793.290E-12,1.10322E-9,2.15490E-9
1.44544E6,714.990E-12,793.290E-12,1.10322E-9,2.15492E-9
1.47911E6,714.990E-12,793.290E-12,1.10322E-9,2.15493E-9
1.51356E6,714.990E-12,793.290E-12,1.10322E-9,2.15495E-9
1.54882E6,714.990E-12,793.290E-12,1.10322E-9,2.15497E-9
1.58489E6,714.990E-12,793.291E-12,1.10322E-9,2.15498E-9
1.62181E6,714.990E-12,793.291E-12,1.10322E-9,2.15500E-9
1.65959E6,714.990E-12,793.291E-12,1.10322E-9,2.15502E-9
1.69824E6,714.990E-12,793.291E-12,1.10322E-9,2.15504E-9
1.73780E6,714.990E-12,793.291E-12,1.10322E-9,2.15506E-9
1.77828E6,714.990E-12,793.291E-12,1.10322E-9,2.15509E-9
1.81970E6,714.990E-12,793.291E-12,1.10323E-9,2.15511E-9
1.86209E6,714.990E-12,793.292E-12,1.10323E-9,2.15513E-9
1.90546E6,714.990E-12,793.292E-12,1.10323E-9,2.15516E-9
1.94984E6,714.990E-12,793.292E-12,1.10323E-9,2.15518E-9
1.99526E6,714.991E-12,793.292E-12,1.10323E-9,2.15521E-9
2.04174E6,714.991E-12,793.293E-12,1.10323E-9,2.15524E-9
2.08930E6,714.991E-12,793.293E-12,1.10323E-9,2.15527E-9
2.13796E6,714.991E-12,793.293E-12,1.10323E-9,2.15530E-9
2.18776E6,714.991E-12,793.294E-12,1.10324E-9,2.15534E-9
2.23872E6,714.991E-12,793.294E-12,1.10324E-9,2.15537E-9
2.29087E6,714.992E-12,793.294E-12,1.10324E-9,2.15541E-9
2.34423E6,714.992E-12,793.295E-12,1.10324E-9,2.15545E-9
2.39883E6,714.992E-12,793.295E-12,1.10324E-9,2.15549E-9
2.45471E6,714.992E-12,793.296E-12,1.10324E-9,2.15553E-9
2.51189E6,714.993E-12,793.296E-12,1.10325E-9,2.15557E-9
2.57040E6,714.993E-12,793.297E-12,1.10325E-9,2.15562E-9
2.63027E6,714.993E-12,793.297E-12,1.10325E-9,2.15567E-9
2.69153E6,714.994E-12,793.298E-12,1.10325E-9,2.15572E-9
2.75423E6,714.994E-12,793.298E-12,1.10325E-9,2.15577E-9
2.81838E6,714.994E-12,793.299E-12,1.10326E-9,2.15583E-9
2.88403E6,714.995E-12,793.300E-12,1.10326E-9,2.15588E-9
2.95121E6,714.995E-12,793.300E-12,1.10326E-9,2.15594E-9
3.01995E6,714.996E-12,793.301E-12,1.10326E-9,2.15601E-9
3.09030E6,714.996E-12,793.302E-12,1.10327E-9,2.15607E-9
3.16228E6,714.997E-12,793.302E-12,1.10327E-9,2.15614E-9
3.23594E6,714.997E-12,793.303E-12,1.10327E-9,2.15621E-9
3.31131E6,714.998E-12,793.304E-12,1.10328E-9,2.15629E-9
3.38844E6,714.998E-12,793.305E-12,1.10328E-9,2.15637E-9
3.46737E6,714.999E-12,793.306E-12,1.10328E-9,2.15645E-9
3.54813E6,715.000E-12,793.307E-12,1.10329E-9,2.15654E-9
3.63078E6,715.001E-12,793.308E-12,1.10329E-9,2.15663E-9
3.71535E6,715.001E-12,793.309E-12,1.10330E-9,2.15672E-9
3.80189E6,715.002E-12,793.310E-12,1.10330E-9,2.15682E-9
3.89045E6,715.003E-12,793.312E-12,1.10331E-9,2.15692E-9
3.98107E6,715.004E-12,793.313E-12,1.10331E-9,2.15703E-9
4.07380E6,715.005E-12,793.314E-12,1.10332E-9,2.15714E-9
4.16869E6,715.006E-12,793.316E-12,1.10332E-9,2.15726E-9
4.26580E6,715.007E-12,793.317E-12,1.10333E-9,2.15738E-9
4.36516E6,715.008E-12,793.319E-12,1.10333E-9,2.15751E-9
4.46684E6,715.009E-12,793.320E-12,1.10334E-9,2.15765E-9
4.57088E6,715.010E-12,793.322E-12,1.10334E-9,2.15779E-9
4.67735E6,715.011E-12,793.324E-12,1.10335E-9,2.15793E-9
4.78630E6,715.013E-12,793.326E-12,1.10336E-9,2.15809E-9
4.89779E6,715.014E-12,793.327E-12,1.10336E-9,2.15825E-9
5.01187E6,715.015E-12,793.329E-12,1.10337E-9,2.15842E-9
5.12861E6,715.017E-12,793.332E-12,1.10338E-9,2.15859E-9
5.24807E6,715.018E-12,793.334E-12,1.10339E-9,2.15877E-9
5.37032E6,715.020E-12,793.336E-12,1.10340E-9,2.15897E-9
5.49541E6,715.022E-12,793.339E-12,1.10341E-9,2.15917E-9
5.62341E6,715.024E-12,793.341E-12,1.10342E-9,2.15938E-9
5.75440E6,715.026E-12,793.344E-12,1.10343E-9,2.15960E-9
5.88844E6,715.028E-12,793.347E-12,1.10344E-9,2.15983E-9
6.02560E6,715.030E-12,793.350E-12,1.10345E-9,2.16007E-9
6.16595E6,715.032E-12,793.353E-12,1.10346E-9,2.16032E-9
6.30957E6,715.034E-12,793.356E-12,1.10347E-9,2.16058E-9
6.45654E6,715.036E-12,793.359E-12,1.10348E-9,2.16085E-9
6.60693E6,715.039E-12,793.363E-12,1.10350E-9,2.16114E-9
6.76083E6,715.042E-12,793.366E-12,1.10351E-9,2.16144E-9
6.91831E6,715.044E-12,793.370E-12,1.10352E-9,2.16175E-9
7.07946E6,715.047E-12,793.374E-12,1.10354E-9,2.16208E-9
7.24436E6,715.050E-12,793.379E-12,1.10355E-9,2.16242E-9
7.41310E6,715.053E-12,793.383E-12,1.10357E-9,2.16278E-9
7.58578E6,715.057E-12,793.388E-12,1.10359E-9,2.16316E-9
7.76247E6,715.060E-12,793.393E-12,1.10361E-9,2.16355E-9
7.94328E6,715.064E-12,793.398E-12,1.10362E-9,2.16396E-9
8.12831E6,715.067E-12,793.403E-12,1.10364E-9,2.16439E-9
8.31764E6,715.071E-12,793.408E-12,1.10366E-9,2.16484E-9
8.51138E6,715.075E-12,793.414E-12,1.10369E-9,2.16530E-9
8.70964E6,715.080E-12,793.420E-12,1.10371E-9,2.16580E-9
8.91251E6,715.084E-12,793.427E-12,1.10373E-9,2.16631E-9
9.12011E6,715.089E-12,793.433E-12,1.10376E-9,2.16685E-9
9.33254E6,715.094E-12,793.440E-12,1.10378E-9,2.16741E-9
9.54993E6,715.099E-12,793.448E-12,1.10381E-9,2.16799E-9
9.77237E6,715.105E-12,793.455E-12,1.10384E-9,2.16861E-9
10.0000E6,715.110E-12,793.463E-12,1.10386E-9,2.16925E-9
10.2329E6,715.116E-12,793.471E-12,1.10390E-9,2.16992E-9
10.4713E6,715.122E-12,793.480E-12,1.10393E-9,2.17063E-9
10.7152E6,715.129E-12,793.489E-12,1.10396E-9,2.17136E-9
10.9648E6,715.136E-12,793.499E-12,1.10400E-9,2.17213E-9
11.2202E6,715.143E-12,793.509E-12,1.10403E-9,2.17294E-9
11.4815E6,715.150E-12,793.519E-12,1.10407E-9,2.17378E-9
11.7490E6,715.158E-12,793.530E-12,1.10411E-9,2.17466E-9
12.0226E6,715.166E-12,793.541E-12,1.10415E-9,2.17559E-9
12.3027E6,715.175E-12,793.553E-12,1.10420E-9,2.17655E-9
12.5893E6,715.183E-12,793.566E-12,1.10424E-9,2.17756E-9
12.8825E6,715.193E-12,793.579E-12,1.10429E-9,2.17862E-9
13.1826E6,715.202E-12,793.593E-12,1.10434E-9,2.17972E-9
13.4896E6,715.213E-12,793.607E-12,1.10439E-9,2.18088E-9
13.8038E6,715.223E-12,793.622E-12,1.10445E-9,2.18209E-9
14.1254E6,715.234E-12,793.637E-12,1.10450E-9,2.18336E-9
14.4544E6,715.246E-12,793.654E-12,1.10456E-9,2.18468E-9
14.7911E6,715.258E-12,793.671E-12,1.10463E-9,2.18607E-9
15.1356E6,715.271E-12,793.689E-12,1.10469E-9,2.18752E-9
15.4882E6,715.284E-12,793.707E-12,1.10476E-9,2.18904E-9
15.8489E6,715.298E-12,793.727E-12,1.10483E-9,2.19062E-9
16.2181E6,715.313E-12,793.747E-12,1.10491E-9,2.19228E-9
16.5959E6,715.328E-12,793.769E-12,1.10498E-9,2.19402E-9
16.9824E6,715.344E-12,793.791E-12,1.10507E-9,2.19584E-9
17.3780E6,715.361E-12,793.815E-12,1.10515E-9,2.19774E-9
17.7828E6,715.378E-12,793.839E-12,1.10524E-9,2.19973E-9
18.1970E6,715.396E-12,793.865E-12,1.10534E-9,2.20181E-9
18.6209E6,715.416E-12,793.892E-12,1.10543E-9,2.20398E-9
19.0546E6,715.436E-12,793.920E-12,1.10554E-9,2.20626E-9
19.4984E6,715.456E-12,793.949E-12,1.10564E-9,2.20864E-9
20.0000E6,715.481E-12,793.983E-12,1.10577E-9,2.21139E-9
