freq (Hz),input noise; V / sqrt(Hz) mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 21  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 22  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 23  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 24  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 25  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 26  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 27  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 28  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 29  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 30  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 31  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 32  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 33  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 34  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 35  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 36  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 37  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 38  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 39  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 40  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 41  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 42  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 43  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 44  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 45  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 46  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 47  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 48  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 49  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 50  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 51  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 52  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 53  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 54  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 55  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 56  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 57  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 58  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 59  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 60  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 61  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 62  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 63  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 64  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 65  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 66  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 67  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 68  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 69  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 70  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 71  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 72  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 73  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 74  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 75  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 76  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 77  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 78  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 79  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 80  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 81  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 82  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 83  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 84  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 85  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 86  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 87  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 88  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 89  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 90  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 91  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 92  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 93  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 94  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 95  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 96  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 97  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 98  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 99  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 100  (V / sqrt(Hz))
158.489,1.11656E-9,1.14576E-9,1.27539E-9,1.14352E-9,1.42643E-9,1.75468E-9,1.72905E-9,1.15154E-9,1.13331E-9,1.30865E-9,1.10243E-9,1.15278E-9,1.46950E-9,1.23462E-9,1.11854E-9,1.21569E-9,1.19172E-9,1.40039E-9,1.18388E-9,1.21584E-9,1.19318E-9,1.36697E-9,1.11899E-9,1.54080E-9,1.13551E-9,1.14863E-9,1.19103E-9,1.15524E-9,1.16598E-9,1.14269E-9,1.23874E-9,1.38856E-9,1.09238E-9,1.23692E-9,1.12926E-9,1.12467E-9,1.10898E-9,2.36957E-9,1.48075E-9,1.13939E-9,1.14718E-9,1.12511E-9,1.12798E-9,1.24921E-9,1.24215E-9,1.13283E-9,1.12950E-9,1.52068E-9,1.12540E-9,1.14400E-9,1.10389E-9,1.92086E-9,1.58867E-9,1.36545E-9,1.13175E-9,1.15111E-9,1.24975E-9,1.37308E-9,1.15257E-9,1.27250E-9,1.29159E-9,1.24153E-9,1.31126E-9,1.11559E-9,1.10101E-9,1.36483E-9,1.76027E-9,1.18073E-9,1.32151E-9,1.12876E-9,1.13231E-9,1.10733E-9,1.48112E-9,1.49784E-9,1.11895E-9,1.13208E-9,1.10970E-9,1.58303E-9,1.34459E-9,1.27923E-9,1.33844E-9,1.11571E-9,1.10522E-9,1.28347E-9,1.27230E-9,1.10317E-9,1.10345E-9,1.24918E-9,1.20393E-9,1.16927E-9,1.17789E-9,1.45650E-9,1.13369E-9,1.18289E-9,1.62804E-9,1.10671E-9,1.10624E-9,1.21278E-9,1.17139E-9,1.29304E-9
199.526,1.10660E-9,1.12999E-9,1.23581E-9,1.12654E-9,1.35563E-9,1.62384E-9,1.60258E-9,1.13419E-9,1.11761E-9,1.26318E-9,1.09631E-9,1.13593E-9,1.39115E-9,1.20100E-9,1.10759E-9,1.18813E-9,1.16828E-9,1.33054E-9,1.16292E-9,1.18513E-9,1.16577E-9,1.30573E-9,1.11272E-9,1.44689E-9,1.12121E-9,1.13254E-9,1.16504E-9,1.14117E-9,1.14948E-9,1.13027E-9,1.20573E-9,1.32035E-9,1.08908E-9,1.20323E-9,1.11933E-9,1.11514E-9,1.10151E-9,2.14129E-9,1.39692E-9,1.12678E-9,1.13450E-9,1.11352E-9,1.11646E-9,1.21119E-9,1.20515E-9,1.12092E-9,1.12325E-9,1.42921E-9,1.11585E-9,1.13435E-9,1.09830E-9,1.76120E-9,1.48922E-9,1.30133E-9,1.12317E-9,1.13750E-9,1.21625E-9,1.31182E-9,1.13142E-9,1.22842E-9,1.24584E-9,1.20355E-9,1.26500E-9,1.10493E-9,1.09512E-9,1.30661E-9,1.62926E-9,1.16264E-9,1.26427E-9,1.11788E-9,1.12339E-9,1.09818E-9,1.40122E-9,1.40862E-9,1.11379E-9,1.12421E-9,1.10262E-9,1.47993E-9,1.28619E-9,1.23996E-9,1.28594E-9,1.10468E-9,1.10060E-9,1.23534E-9,1.22915E-9,1.09816E-9,1.09598E-9,1.21013E-9,1.17137E-9,1.15464E-9,1.15914E-9,1.37823E-9,1.12207E-9,1.16051E-9,1.51901E-9,1.10014E-9,1.10008E-9,1.18414E-9,1.15247E-9,1.24463E-9
251.189,1.09880E-9,1.11769E-9,1.20451E-9,1.11330E-9,1.29868E-9,1.51580E-9,1.49831E-9,1.12066E-9,1.10534E-9,1.22710E-9,1.09154E-9,1.12279E-9,1.32789E-9,1.17448E-9,1.09907E-9,1.16650E-9,1.14993E-9,1.27435E-9,1.14654E-9,1.16096E-9,1.14423E-9,1.25668E-9,1.10785E-9,1.37048E-9,1.11009E-9,1.11999E-9,1.14464E-9,1.13022E-9,1.13657E-9,1.12060E-9,1.17975E-9,1.26549E-9,1.08652E-9,1.17670E-9,1.11157E-9,1.10771E-9,1.09569E-9,1.94813E-9,1.32897E-9,1.11694E-9,1.12465E-9,1.10448E-9,1.10749E-9,1.18115E-9,1.17592E-9,1.11164E-9,1.11837E-9,1.35485E-9,1.10842E-9,1.12683E-9,1.09395E-9,1.62811E-9,1.40813E-9,1.24989E-9,1.11649E-9,1.12688E-9,1.18985E-9,1.26279E-9,1.11489E-9,1.19346E-9,1.20951E-9,1.17355E-9,1.22827E-9,1.09663E-9,1.09053E-9,1.26009E-9,1.52106E-9,1.14855E-9,1.21847E-9,1.10941E-9,1.11643E-9,1.09105E-9,1.33666E-9,1.33613E-9,1.10978E-9,1.11810E-9,1.09709E-9,1.39562E-9,1.23948E-9,1.20891E-9,1.24412E-9,1.09608E-9,1.09700E-9,1.19705E-9,1.19494E-9,1.09427E-9,1.09017E-9,1.17926E-9,1.14568E-9,1.14321E-9,1.14452E-9,1.31500E-9,1.11296E-9,1.14301E-9,1.42971E-9,1.09503E-9,1.09527E-9,1.16164E-9,1.13771E-9,1.20613E-9
316.228,1.09271E-9,1.10812E-9,1.17990E-9,1.10300E-9,1.25323E-9,1.42737E-9,1.41309E-9,1.11014E-9,1.09578E-9,1.19863E-9,1.08784E-9,1.11257E-9,1.27721E-9,1.15365E-9,1.09245E-9,1.14960E-9,1.13562E-9,1.22947E-9,1.13377E-9,1.14201E-9,1.12737E-9,1.21767E-9,1.10407E-9,1.30883E-9,1.10147E-9,1.11023E-9,1.12870E-9,1.12170E-9,1.12650E-9,1.11307E-9,1.15940E-9,1.22170E-9,1.08452E-9,1.15590E-9,1.10552E-9,1.10193E-9,1.09116E-9,1.78584E-9,1.27433E-9,1.10929E-9,1.11700E-9,1.09743E-9,1.10050E-9,1.15755E-9,1.15296E-9,1.10442E-9,1.11458E-9,1.29489E-9,1.10264E-9,1.12100E-9,1.09055E-9,1.51810E-9,1.34257E-9,1.20892E-9,1.11128E-9,1.11862E-9,1.16915E-9,1.22381E-9,1.10201E-9,1.16589E-9,1.18085E-9,1.14997E-9,1.19929E-9,1.09018E-9,1.08697E-9,1.22318E-9,1.43248E-9,1.13758E-9,1.18209E-9,1.10281E-9,1.11100E-9,1.08549E-9,1.28491E-9,1.27773E-9,1.10666E-9,1.11336E-9,1.09278E-9,1.32727E-9,1.20238E-9,1.18450E-9,1.21103E-9,1.08938E-9,1.09420E-9,1.16678E-9,1.16798E-9,1.09124E-9,1.08566E-9,1.15499E-9,1.12553E-9,1.13431E-9,1.13315E-9,1.26432E-9,1.10584E-9,1.12936E-9,1.35722E-9,1.09105E-9,1.09153E-9,1.14404E-9,1.12622E-9,1.17569E-9
398.107,1.08796E-9,1.10068E-9,1.16063E-9,1.09501E-9,1.21720E-9,1.35562E-9,1.34404E-9,1.10198E-9,1.08834E-9,1.17629E-9,1.08496E-9,1.10463E-9,1.23692E-9,1.13737E-9,1.08731E-9,1.13643E-9,1.12448E-9,1.19389E-9,1.12385E-9,1.12722E-9,1.11423E-9,1.18684E-9,1.10113E-9,1.25948E-9,1.09479E-9,1.10265E-9,1.11629E-9,1.11509E-9,1.11867E-9,1.10722E-9,1.14353E-9,1.18699E-9,1.08297E-9,1.13966E-9,1.10082E-9,1.09744E-9,1.08764E-9,1.65057E-9,1.23073E-9,1.10335E-9,1.11108E-9,1.09195E-9,1.09508E-9,1.13908E-9,1.13500E-9,1.09882E-9,1.11163E-9,1.24694E-9,1.09816E-9,1.11647E-9,1.08791E-9,1.42796E-9,1.28999E-9,1.17651E-9,1.10723E-9,1.11221E-9,1.15298E-9,1.19302E-9,1.09200E-9,1.14427E-9,1.15834E-9,1.13153E-9,1.17653E-9,1.08517E-9,1.08420E-9,1.19406E-9,1.36057E-9,1.12908E-9,1.15337E-9,1.09769E-9,1.10677E-9,1.08118E-9,1.24373E-9,1.23104E-9,1.10423E-9,1.10969E-9,1.08943E-9,1.27231E-9,1.17311E-9,1.16539E-9,1.18499E-9,1.08416E-9,1.09202E-9,1.14299E-9,1.14685E-9,1.08889E-9,1.08216E-9,1.13599E-9,1.10977E-9,1.12739E-9,1.12432E-9,1.22399E-9,1.10029E-9,1.11875E-9,1.29884E-9,1.08795E-9,1.08861E-9,1.13032E-9,1.11731E-9,1.15176E-9
501.187,1.08426E-9,1.09492E-9,1.14560E-9,1.08882E-9,1.18881E-9,1.29787E-9,1.28854E-9,1.09567E-9,1.08256E-9,1.15883E-9,1.08273E-9,1.09848E-9,1.20508E-9,1.12467E-9,1.08333E-9,1.12620E-9,1.11584E-9,1.16583E-9,1.11616E-9,1.11571E-9,1.10401E-9,1.16261E-9,1.09886E-9,1.22027E-9,1.08963E-9,1.09678E-9,1.10664E-9,1.10998E-9,1.11258E-9,1.10269E-9,1.13119E-9,1.15963E-9,1.08177E-9,1.12703E-9,1.09715E-9,1.09396E-9,1.08490E-9,1.53877E-9,1.19617E-9,1.09874E-9,1.10650E-9,1.08770E-9,1.09088E-9,1.12469E-9,1.12100E-9,1.09448E-9,1.10933E-9,1.20885E-9,1.09468E-9,1.11295E-9,1.08586E-9,1.35473E-9,1.24812E-9,1.15102E-9,1.10408E-9,1.10724E-9,1.14039E-9,1.16883E-9,1.08424E-9,1.12738E-9,1.14075E-9,1.11717E-9,1.15874E-9,1.08129E-9,1.08205E-9,1.17122E-9,1.30269E-9,1.12250E-9,1.13082E-9,1.09371E-9,1.10348E-9,1.07782E-9,1.21117E-9,1.19397E-9,1.10234E-9,1.10686E-9,1.08682E-9,1.22845E-9,1.15012E-9,1.15049E-9,1.16460E-9,1.08011E-9,1.09032E-9,1.12437E-9,1.13034E-9,1.08707E-9,1.07945E-9,1.12118E-9,1.09750E-9,1.12201E-9,1.11749E-9,1.19212E-9,1.09595E-9,1.11052E-9,1.25221E-9,1.08555E-9,1.08635E-9,1.11966E-9,1.11041E-9,1.13303E-9
630.957,1.08138E-9,1.09046E-9,1.13391E-9,1.08402E-9,1.16655E-9,1.25175E-9,1.24428E-9,1.09078E-9,1.07808E-9,1.14523E-9,1.08100E-9,1.09372E-9,1.18006E-9,1.11480E-9,1.08024E-9,1.11827E-9,1.10916E-9,1.14384E-9,1.11020E-9,1.10676E-9,1.09608E-9,1.14366E-9,1.09710E-9,1.18930E-9,1.08564E-9,1.09223E-9,1.09917E-9,1.10602E-9,1.10786E-9,1.09918E-9,1.12162E-9,1.13818E-9,1.08083E-9,1.11722E-9,1.09431E-9,1.09126E-9,1.08277E-9,1.44716E-9,1.16894E-9,1.09516E-9,1.10297E-9,1.08440E-9,1.08762E-9,1.11351E-9,1.11012E-9,1.09111E-9,1.10755E-9,1.17879E-9,1.09199E-9,1.11023E-9,1.08426E-9,1.29574E-9,1.21501E-9,1.13106E-9,1.10164E-9,1.10338E-9,1.13061E-9,1.14992E-9,1.07824E-9,1.11424E-9,1.12705E-9,1.10600E-9,1.14488E-9,1.07828E-9,1.08039E-9,1.15337E-9,1.25644E-9,1.11742E-9,1.11319E-9,1.09062E-9,1.10092E-9,1.07522E-9,1.18558E-9,1.16473E-9,1.10088E-9,1.10466E-9,1.08479E-9,1.19368E-9,1.13216E-9,1.13891E-9,1.14869E-9,1.07696E-9,1.08901E-9,1.10985E-9,1.11750E-9,1.08566E-9,1.07735E-9,1.10968E-9,1.08796E-9,1.11784E-9,1.11220E-9,1.16706E-9,1.09258E-9,1.10415E-9,1.21521E-9,1.08368E-9,1.08458E-9,1.11139E-9,1.10507E-9,1.11842E-9
794.328,1.07914E-9,1.08701E-9,1.12485E-9,1.08032E-9,1.14918E-9,1.21518E-9,1.20922E-9,1.08701E-9,1.07461E-9,1.13466E-9,1.07966E-9,1.09004E-9,1.16050E-9,1.10714E-9,1.07786E-9,1.11213E-9,1.10398E-9,1.12666E-9,1.10560E-9,1.09983E-9,1.08994E-9,1.12888E-9,1.09574E-9,1.16497E-9,1.08256E-9,1.08872E-9,1.09339E-9,1.10296E-9,1.10420E-9,1.09646E-9,1.11421E-9,1.12143E-9,1.08011E-9,1.10963E-9,1.09210E-9,1.08917E-9,1.08112E-9,1.37275E-9,1.14760E-9,1.09240E-9,1.10024E-9,1.08184E-9,1.08509E-9,1.10484E-9,1.10170E-9,1.08851E-9,1.10616E-9,1.15519E-9,1.08991E-9,1.10812E-9,1.08302E-9,1.24859E-9,1.18897E-9,1.11550E-9,1.09974E-9,1.10040E-9,1.12304E-9,1.13518E-9,1.07360E-9,1.10403E-9,1.11641E-9,1.09735E-9,1.13411E-9,1.07596E-9,1.07909E-9,1.13948E-9,1.21976E-9,1.11349E-9,1.09945E-9,1.08823E-9,1.09893E-9,1.07320E-9,1.16556E-9,1.14179E-9,1.09974E-9,1.10296E-9,1.08321E-9,1.16628E-9,1.11817E-9,1.12992E-9,1.13633E-9,1.07452E-9,1.08799E-9,1.09857E-9,1.10753E-9,1.08456E-9,1.07572E-9,1.10075E-9,1.08057E-9,1.11461E-9,1.10812E-9,1.14746E-9,1.08995E-9,1.09922E-9,1.18604E-9,1.08224E-9,1.08321E-9,1.10499E-9,1.10095E-9,1.10707E-9
1.00000E3,1.07739E-9,1.08434E-9,1.11783E-9,1.07746E-9,1.13567E-9,1.18636E-9,1.18161E-9,1.08410E-9,1.07192E-9,1.12648E-9,1.07862E-9,1.08720E-9,1.14526E-9,1.10122E-9,1.07602E-9,1.10739E-9,1.09999E-9,1.11330E-9,1.10204E-9,1.09447E-9,1.08519E-9,1.11741E-9,1.09469E-9,1.14596E-9,1.08019E-9,1.08601E-9,1.08892E-9,1.10059E-9,1.10136E-9,1.09435E-9,1.10849E-9,1.10840E-9,1.07954E-9,1.10377E-9,1.09038E-9,1.08754E-9,1.07984E-9,1.31281E-9,1.13093E-9,1.09026E-9,1.09813E-9,1.07985E-9,1.08314E-9,1.09814E-9,1.09517E-9,1.08649E-9,1.10509E-9,1.13676E-9,1.08829E-9,1.10649E-9,1.08206E-9,1.21117E-9,1.16859E-9,1.10340E-9,1.09827E-9,1.09809E-9,1.11718E-9,1.12374E-9,1.07002E-9,1.09613E-9,1.10817E-9,1.09066E-9,1.12577E-9,1.07416E-9,1.07809E-9,1.12870E-9,1.19083E-9,1.11046E-9,1.08878E-9,1.08638E-9,1.09738E-9,1.07163E-9,1.14995E-9,1.12387E-9,1.09885E-9,1.10165E-9,1.08198E-9,1.14481E-9,1.10731E-9,1.12297E-9,1.12674E-9,1.07263E-9,1.08719E-9,1.08983E-9,1.09981E-9,1.08371E-9,1.07446E-9,1.09385E-9,1.07484E-9,1.11210E-9,1.10497E-9,1.13218E-9,1.08791E-9,1.09542E-9,1.16315E-9,1.08111E-9,1.08215E-9,1.10005E-9,1.09777E-9,1.09827E-9
1.25893E3,1.07604E-9,1.08228E-9,1.11241E-9,1.07526E-9,1.12519E-9,1.16376E-9,1.15998E-9,1.08186E-9,1.06984E-9,1.12015E-9,1.07782E-9,1.08501E-9,1.13342E-9,1.09663E-9,1.07459E-9,1.10373E-9,1.09691E-9,1.10293E-9,1.09929E-9,1.09033E-9,1.08152E-9,1.10851E-9,1.09387E-9,1.13116E-9,1.07837E-9,1.08391E-9,1.08546E-9,1.09877E-9,1.09916E-9,1.09272E-9,1.10408E-9,1.09829E-9,1.07910E-9,1.09924E-9,1.08905E-9,1.08629E-9,1.07884E-9,1.26491E-9,1.11796E-9,1.08860E-9,1.09651E-9,1.07832E-9,1.08163E-9,1.09296E-9,1.09013E-9,1.08493E-9,1.10425E-9,1.12240E-9,1.08705E-9,1.10523E-9,1.08131E-9,1.18165E-9,1.15270E-9,1.09403E-9,1.09713E-9,1.09631E-9,1.11266E-9,1.11488E-9,1.06726E-9,1.09002E-9,1.10179E-9,1.08550E-9,1.11932E-9,1.07276E-9,1.07731E-9,1.12036E-9,1.16814E-9,1.10813E-9,1.08052E-9,1.08495E-9,1.09618E-9,1.07042E-9,1.13783E-9,1.10992E-9,1.09817E-9,1.10064E-9,1.08103E-9,1.12804E-9,1.09890E-9,1.11759E-9,1.11932E-9,1.07116E-9,1.08658E-9,1.08306E-9,1.09384E-9,1.08305E-9,1.07349E-9,1.08852E-9,1.07042E-9,1.11016E-9,1.10254E-9,1.12031E-9,1.08632E-9,1.09248E-9,1.14528E-9,1.08024E-9,1.08132E-9,1.09623E-9,1.09532E-9,1.09146E-9
1.58489E3,1.07499E-9,1.08069E-9,1.10823E-9,1.07356E-9,1.11708E-9,1.14611E-9,1.14311E-9,1.08013E-9,1.06824E-9,1.11526E-9,1.07720E-9,1.08331E-9,1.12425E-9,1.09309E-9,1.07349E-9,1.10091E-9,1.09453E-9,1.09491E-9,1.09718E-9,1.08713E-9,1.07868E-9,1.10163E-9,1.09324E-9,1.11966E-9,1.07696E-9,1.08230E-9,1.08280E-9,1.09736E-9,1.09747E-9,1.09146E-9,1.10068E-9,1.09047E-9,1.07876E-9,1.09575E-9,1.08802E-9,1.08532E-9,1.07807E-9,1.22689E-9,1.10790E-9,1.08732E-9,1.09525E-9,1.07712E-9,1.08046E-9,1.08896E-9,1.08625E-9,1.08373E-9,1.10360E-9,1.11126E-9,1.08608E-9,1.10425E-9,1.08073E-9,1.15849E-9,1.14035E-9,1.08678E-9,1.09625E-9,1.09493E-9,1.10916E-9,1.10802E-9,1.06513E-9,1.08530E-9,1.09686E-9,1.08151E-9,1.11433E-9,1.07169E-9,1.07671E-9,1.11390E-9,1.15042E-9,1.10633E-9,1.07412E-9,1.08384E-9,1.09525E-9,1.06948E-9,1.12844E-9,1.09910E-9,1.09763E-9,1.09985E-9,1.08029E-9,1.11500E-9,1.09239E-9,1.11345E-9,1.11358E-9,1.07002E-9,1.08610E-9,1.07783E-9,1.08924E-9,1.08254E-9,1.07273E-9,1.08440E-9,1.06700E-9,1.10866E-9,1.10067E-9,1.11112E-9,1.08508E-9,1.09022E-9,1.13138E-9,1.07957E-9,1.08068E-9,1.09328E-9,1.09343E-9,1.08620E-9
1.99526E3,1.07417E-9,1.07946E-9,1.10500E-9,1.07225E-9,1.11082E-9,1.13239E-9,1.12998E-9,1.07879E-9,1.06699E-9,1.11149E-9,1.07671E-9,1.08201E-9,1.11716E-9,1.09035E-9,1.07264E-9,1.09873E-9,1.09270E-9,1.08871E-9,1.09554E-9,1.08466E-9,1.07650E-9,1.09632E-9,1.09275E-9,1.11076E-9,1.07588E-9,1.08105E-9,1.08075E-9,1.09627E-9,1.09615E-9,1.09049E-9,1.09805E-9,1.08442E-9,1.07850E-9,1.09305E-9,1.08721E-9,1.08456E-9,1.07747E-9,1.19691E-9,1.10011E-9,1.08633E-9,1.09429E-9,1.07620E-9,1.07955E-9,1.08588E-9,1.08325E-9,1.08280E-9,1.10310E-9,1.10264E-9,1.08533E-9,1.10350E-9,1.08028E-9,1.14040E-9,1.13078E-9,1.08119E-9,1.09556E-9,1.09386E-9,1.10647E-9,1.10273E-9,1.06349E-9,1.08167E-9,1.09307E-9,1.07844E-9,1.11048E-9,1.07085E-9,1.07625E-9,1.10892E-9,1.13662E-9,1.10494E-9,1.06919E-9,1.08298E-9,1.09453E-9,1.06875E-9,1.12118E-9,1.09073E-9,1.09722E-9,1.09925E-9,1.07971E-9,1.10488E-9,1.08737E-9,1.11025E-9,1.10916E-9,1.06914E-9,1.08573E-9,1.07380E-9,1.08569E-9,1.08214E-9,1.07215E-9,1.08123E-9,1.06436E-9,1.10750E-9,1.09923E-9,1.10401E-9,1.08412E-9,1.08848E-9,1.12059E-9,1.07904E-9,1.08019E-9,1.09101E-9,1.09197E-9,1.08214E-9
