freq (Hz),input noise; V / sqrt(Hz) mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 21  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 22  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 23  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 24  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 25  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 26  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 27  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 28  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 29  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 30  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 31  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 32  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 33  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 34  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 35  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 36  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 37  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 38  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 39  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 40  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 41  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 42  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 43  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 44  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 45  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 46  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 47  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 48  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 49  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 50  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 51  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 52  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 53  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 54  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 55  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 56  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 57  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 58  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 59  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 60  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 61  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 62  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 63  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 64  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 65  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 66  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 67  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 68  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 69  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 70  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 71  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 72  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 73  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 74  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 75  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 76  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 77  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 78  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 79  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 80  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 81  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 82  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 83  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 84  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 85  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 86  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 87  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 88  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 89  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 90  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 91  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 92  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 93  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 94  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 95  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 96  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 97  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 98  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 99  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 100  (V / sqrt(Hz))
10.0000,1.79400E-9,2.17526E-9,3.36603E-9,2.24015E-9,4.63646E-9,6.84160E-9,6.68217E-9,2.27350E-9,2.14569E-9,3.62409E-9,1.56479E-9,2.24276E-9,4.92912E-9,3.06866E-9,1.88286E-9,2.81378E-9,2.60495E-9,4.55827E-9,2.48006E-9,2.93302E-9,2.76830E-9,4.23621E-9,1.59617E-9,5.48837E-9,2.10386E-9,2.19871E-9,2.71166E-9,2.10156E-9,2.22164E-9,1.98761E-9,3.07513E-9,4.48466E-9,1.35421E-9,3.09437E-9,1.81568E-9,1.79908E-9,1.64981E-9,10.3774E-9,5.08943E-9,1.99330E-9,2.02525E-9,1.91342E-9,1.92030E-9,3.27452E-9,3.22376E-9,1.95018E-9,1.59313E-9,5.38494E-9,1.80602E-9,1.83173E-9,1.52247E-9,7.86417E-9,5.71933E-9,4.32866E-9,1.74247E-9,2.06419E-9,3.09723E-9,4.25211E-9,2.45377E-9,3.52571E-9,3.60987E-9,3.26411E-9,3.65506E-9,1.86006E-9,1.54623E-9,4.14401E-9,6.84665E-9,2.34738E-9,4.03297E-9,1.88126E-9,1.75590E-9,1.75290E-9,4.99247E-9,5.28180E-9,1.51031E-9,1.71884E-9,1.62124E-9,5.79664E-9,4.11403E-9,3.36014E-9,3.91446E-9,1.86824E-9,1.46005E-9,3.67779E-9,3.49235E-9,1.48886E-9,1.65628E-9,3.31277E-9,2.98837E-9,2.13060E-9,2.37418E-9,4.89975E-9,1.90189E-9,2.54664E-9,6.04774E-9,1.59277E-9,1.56133E-9,2.85351E-9,2.37469E-9,3.69977E-9
12.5893,1.65979E-9,1.97751E-9,2.99710E-9,2.03081E-9,4.09537E-9,6.01566E-9,5.87668E-9,2.05943E-9,1.95195E-9,3.22034E-9,1.46834E-9,2.03447E-9,4.35004E-9,2.74125E-9,1.73096E-9,2.52220E-9,2.34312E-9,4.02638E-9,2.23728E-9,2.62377E-9,2.48175E-9,3.74823E-9,1.49644E-9,4.83570E-9,1.91528E-9,1.99720E-9,2.43323E-9,1.91730E-9,2.02026E-9,1.82167E-9,2.74533E-9,3.96266E-9,1.29739E-9,2.76178E-9,1.67895E-9,1.66362E-9,1.53926E-9,9.10420E-9,4.48945E-9,1.82598E-9,1.85214E-9,1.75824E-9,1.76378E-9,2.91616E-9,2.87248E-9,1.78904E-9,1.49688E-9,4.74527E-9,1.66904E-9,1.69328E-9,1.43499E-9,6.90812E-9,5.03850E-9,3.82659E-9,1.61890E-9,1.88630E-9,2.76630E-9,3.76199E-9,2.21074E-9,3.13236E-9,3.20627E-9,2.90628E-9,3.24700E-9,1.71190E-9,1.45317E-9,3.66879E-9,6.02126E-9,2.12507E-9,3.57040E-9,1.73194E-9,1.63060E-9,1.62317E-9,4.40547E-9,4.65481E-9,1.42784E-9,1.59813E-9,1.51652E-9,5.10487E-9,3.64140E-9,2.99254E-9,3.47040E-9,1.71966E-9,1.38476E-9,3.26335E-9,3.10399E-9,1.40720E-9,1.54264E-9,2.94860E-9,2.66937E-9,1.94482E-9,2.14724E-9,4.32399E-9,1.75188E-9,2.29288E-9,5.32335E-9,1.49223E-9,1.46700E-9,2.55550E-9,2.14678E-9,3.28321E-9
15.8489,1.54762E-9,1.81054E-9,2.67938E-9,1.85374E-9,3.62581E-9,5.29533E-9,5.17431E-9,1.87832E-9,1.78822E-9,2.87186E-9,1.38914E-9,1.85832E-9,3.84700E-9,2.45989E-9,1.60401E-9,2.27279E-9,2.11995E-9,3.56475E-9,2.03089E-9,2.35851E-9,2.23649E-9,3.32531E-9,1.41457E-9,4.26778E-9,1.75664E-9,1.82700E-9,2.19526E-9,1.76231E-9,1.84992E-9,1.68248E-9,2.46229E-9,3.50967E-9,1.25152E-9,2.47617E-9,1.56484E-9,1.55084E-9,1.44782E-9,7.99124E-9,3.96772E-9,1.68553E-9,1.70706E-9,1.62820E-9,1.63274E-9,2.60769E-9,2.57022E-9,1.65404E-9,1.41775E-9,4.18875E-9,1.55505E-9,1.57808E-9,1.36326E-9,6.07341E-9,4.44579E-9,3.39122E-9,1.51632E-9,1.73672E-9,2.48213E-9,3.33730E-9,2.00399E-9,2.79294E-9,2.85783E-9,2.59827E-9,2.89470E-9,1.58815E-9,1.37682E-9,3.25730E-9,5.30130E-9,1.93692E-9,3.16969E-9,1.60712E-9,1.52636E-9,1.51520E-9,3.89546E-9,4.10941E-9,1.36043E-9,1.49842E-9,1.42998E-9,4.50231E-9,3.23202E-9,2.67602E-9,3.08638E-9,1.59528E-9,1.32339E-9,2.90519E-9,2.76900E-9,1.34055E-9,1.44877E-9,2.63498E-9,2.39533E-9,1.78826E-9,1.95494E-9,3.82376E-9,1.62593E-9,2.07682E-9,4.69230E-9,1.40943E-9,1.38941E-9,2.30035E-9,1.95358E-9,2.92322E-9
19.9526,1.45461E-9,1.67058E-9,2.40695E-9,1.70502E-9,3.21939E-9,4.66788E-9,4.56265E-9,1.72618E-9,1.65085E-9,2.57226E-9,1.32462E-9,1.71045E-9,3.41104E-9,2.21929E-9,1.49877E-9,2.06067E-9,1.93091E-9,3.16513E-9,1.85661E-9,2.13216E-9,2.02774E-9,2.95985E-9,1.34791E-9,3.77454E-9,1.62419E-9,1.68428E-9,1.99305E-9,1.63295E-9,1.70687E-9,1.56665E-9,2.22061E-9,3.11758E-9,1.21474E-9,2.23211E-9,1.47038E-9,1.45771E-9,1.37280E-9,7.01889E-9,3.51499E-9,1.56857E-9,1.58642E-9,1.52009E-9,1.52390E-9,2.34337E-9,2.31133E-9,1.54183E-9,1.35319E-9,3.70552E-9,1.46097E-9,1.48301E-9,1.30490E-9,5.34532E-9,3.93074E-9,3.01476E-9,1.43184E-9,1.61191E-9,2.23932E-9,2.97039E-9,1.82925E-9,2.50121E-9,2.55817E-9,2.33433E-9,2.59172E-9,1.48561E-9,1.31468E-9,2.90210E-9,4.67409E-9,1.77880E-9,2.82364E-9,1.50361E-9,1.44033E-9,1.42607E-9,3.45335E-9,3.63589E-9,1.30575E-9,1.41673E-9,1.35903E-9,3.97834E-9,2.87850E-9,2.40469E-9,2.75544E-9,1.49198E-9,1.27375E-9,2.59679E-9,2.48121E-9,1.28656E-9,1.37188E-9,2.36608E-9,2.16107E-9,1.65730E-9,1.79313E-9,3.39014E-9,1.52100E-9,1.89401E-9,4.14343E-9,1.34178E-9,1.32608E-9,2.08309E-9,1.79094E-9,2.61323E-9
25.1189,1.37810E-9,1.55421E-9,2.17458E-9,1.58110E-9,2.86875E-9,4.12221E-9,4.03088E-9,1.59938E-9,1.53649E-9,2.31591E-9,1.27245E-9,1.58727E-9,3.03430E-9,2.01472E-9,1.41225E-9,1.88144E-9,1.77191E-9,2.82028E-9,1.71051E-9,1.94018E-9,1.85122E-9,2.64520E-9,1.29405E-9,3.34716E-9,1.51454E-9,1.56558E-9,1.82238E-9,1.52585E-9,1.58768E-9,1.47105E-9,2.01545E-9,2.77931E-9,1.18540E-9,2.02477E-9,1.39280E-9,1.38143E-9,1.31172E-9,6.17001E-9,3.12317E-9,1.47197E-9,1.48695E-9,1.43094E-9,1.43424E-9,2.11808E-9,2.09077E-9,1.44933E-9,1.30092E-9,3.28692E-9,1.38396E-9,1.40520E-9,1.25775E-9,4.71100E-9,3.48417E-9,2.69034E-9,1.36283E-9,1.50862E-9,2.03307E-9,2.65456E-9,1.68264E-9,2.25167E-9,2.30165E-9,2.10935E-9,2.33237E-9,1.40135E-9,1.26447E-9,2.59667E-9,4.12855E-9,1.64697E-9,2.52590E-9,1.41848E-9,1.36990E-9,1.35308E-9,3.07119E-9,3.22581E-9,1.26170E-9,1.35036E-9,1.30132E-9,3.52365E-9,2.57438E-9,2.17332E-9,2.47144E-9,1.40689E-9,1.23385E-9,2.33240E-9,2.23516E-9,1.24314E-9,1.30939E-9,2.13672E-9,1.96196E-9,1.54865E-9,1.65803E-9,3.01535E-9,1.43427E-9,1.74045E-9,3.66700E-9,1.28694E-9,1.27478E-9,1.89927E-9,1.65507E-9,2.34748E-9
31.6228,1.31566E-9,1.45824E-9,1.97758E-9,1.47870E-9,2.56740E-9,3.64863E-9,3.56953E-9,1.49458E-9,1.44209E-9,2.09779E-9,1.23058E-9,1.48553E-9,2.70991E-9,1.84195E-9,1.34170E-9,1.73109E-9,1.63921E-9,2.52386E-9,1.58901E-9,1.77848E-9,1.70301E-9,2.37547E-9,1.25085E-9,2.97796E-9,1.42452E-9,1.46766E-9,1.67938E-9,1.43794E-9,1.48918E-9,1.39280E-9,1.84247E-9,2.48863E-9,1.16213E-9,1.84979E-9,1.32960E-9,1.31945E-9,1.26238E-9,5.42961E-9,2.78518E-9,1.39283E-9,1.40564E-9,1.35803E-9,1.36100E-9,1.92723E-9,1.90405E-9,1.37371E-9,1.25889E-9,2.92540E-9,1.32143E-9,1.34202E-9,1.21991E-9,4.15924E-9,3.09806E-9,2.41195E-9,1.30689E-9,1.42385E-9,1.85905E-9,2.38390E-9,1.56060E-9,2.03940E-9,2.08328E-9,1.91877E-9,2.11159E-9,1.33269E-9,1.22419E-9,2.33526E-9,3.65501E-9,1.53796E-9,2.27091E-9,1.34904E-9,1.31267E-9,1.29379E-9,2.74202E-9,2.87174E-9,1.22644E-9,1.29685E-9,1.25470E-9,3.13013E-9,2.31394E-9,1.97724E-9,2.22895E-9,1.33737E-9,1.20199E-9,2.10694E-9,2.02601E-9,1.20844E-9,1.25899E-9,1.94227E-9,1.79386E-9,1.45923E-9,1.54615E-9,2.69254E-9,1.36315E-9,1.61248E-9,3.25448E-9,1.24279E-9,1.23350E-9,1.74485E-9,1.54250E-9,2.12084E-9
39.8107,1.26507E-9,1.37977E-9,1.81173E-9,1.39479E-9,2.30966E-9,3.23865E-9,3.17034E-9,1.40870E-9,1.36479E-9,1.91339E-9,1.19717E-9,1.40219E-9,2.43181E-9,1.69708E-9,1.28464E-9,1.60599E-9,1.52936E-9,2.27026E-9,1.48882E-9,1.64331E-9,1.57956E-9,2.14548E-9,1.21641E-9,2.66015E-9,1.35125E-9,1.38756E-9,1.56054E-9,1.36638E-9,1.40845E-9,1.32927E-9,1.69773E-9,2.24002E-9,1.14374E-9,1.70322E-9,1.27849E-9,1.26947E-9,1.22278E-9,4.78462E-9,2.49479E-9,1.32854E-9,1.33971E-9,1.29886E-9,1.30164E-9,1.76671E-9,1.74709E-9,1.31239E-9,1.22531E-9,2.61434E-9,1.27104E-9,1.29111E-9,1.18973E-9,3.68022E-9,2.76539E-9,2.17425E-9,1.26187E-9,1.35485E-9,1.71330E-9,2.15317E-9,1.45986E-9,1.86002E-9,1.89856E-9,1.75845E-9,1.92484E-9,1.27717E-9,1.19207E-9,2.11276E-9,3.24501E-9,1.44859E-9,2.05371E-9,1.29283E-9,1.26651E-9,1.24597E-9,2.45970E-9,2.56717E-9,1.19838E-9,1.25402E-9,1.21730E-9,2.79066E-9,2.09212E-9,1.81222E-9,2.02312E-9,1.28100E-9,1.17667E-9,1.91585E-9,1.84937E-9,1.18087E-9,1.21864E-9,1.77856E-9,1.65299E-9,1.38626E-9,1.45429E-9,2.41570E-9,1.30527E-9,1.50671E-9,2.89841E-9,1.20748E-9,1.20050E-9,1.61615E-9,1.45002E-9,1.92875E-9
50.1187,1.22437E-9,1.31614E-9,1.67316E-9,1.32662E-9,2.09044E-9,2.88484E-9,2.82606E-9,1.33892E-9,1.30203E-9,1.75862E-9,1.17067E-9,1.33450E-9,2.19462E-9,1.57659E-9,1.23883E-9,1.50276E-9,1.43922E-9,2.05450E-9,1.40691E-9,1.53125E-9,1.47759E-9,1.95055E-9,1.18911E-9,2.38779E-9,1.29211E-9,1.32260E-9,1.46260E-9,1.30859E-9,1.34282E-9,1.27808E-9,1.57759E-9,2.02861E-9,1.12926E-9,1.58143E-9,1.23744E-9,1.22945E-9,1.19119E-9,4.22362E-9,2.24649E-9,1.27670E-9,1.28668E-9,1.25121E-9,1.25390E-9,1.63273E-9,1.61619E-9,1.26305E-9,1.19861E-9,2.34789E-9,1.23071E-9,1.25038E-9,1.16577E-9,3.26540E-9,2.47997E-9,1.97249E-9,1.22586E-9,1.29913E-9,1.59222E-9,1.95769E-9,1.37742E-9,1.70952E-9,1.74343E-9,1.62463E-9,1.76801E-9,1.23261E-9,1.16660E-9,1.92457E-9,2.89113E-9,1.37594E-9,1.86985E-9,1.24767E-9,1.22951E-9,1.20768E-9,2.21880E-9,2.30639E-9,1.17615E-9,1.21996E-9,1.18746E-9,2.49896E-9,1.90436E-9,1.67441E-9,1.84960E-9,1.23564E-9,1.15664E-9,1.75500E-9,1.70131E-9,1.15906E-9,1.18652E-9,1.64178E-9,1.53587E-9,1.32717E-9,1.37950E-9,2.17951E-9,1.25852E-9,1.42003E-9,2.59224E-9,1.17940E-9,1.17426E-9,1.50978E-9,1.37469E-9,1.76706E-9
63.0957,1.19182E-9,1.26493E-9,1.55835E-9,1.27168E-9,1.90519E-9,2.58070E-9,2.53033E-9,1.28268E-9,1.25144E-9,1.62976E-9,1.14974E-9,1.27996E-9,1.99355E-9,1.47721E-9,1.20230E-9,1.41830E-9,1.36586E-9,1.87212E-9,1.34049E-9,1.43912E-9,1.39407E-9,1.78650E-9,1.16757E-9,2.15561E-9,1.24474E-9,1.27031E-9,1.38257E-9,1.26227E-9,1.28988E-9,1.23713E-9,1.47872E-9,1.84998E-9,1.11789E-9,1.48109E-9,1.20468E-9,1.19759E-9,1.16613E-9,3.73661E-9,2.03540E-9,1.23521E-9,1.24434E-9,1.21309E-9,1.21575E-9,1.52184E-9,1.50791E-9,1.22361E-9,1.17748E-9,2.12087E-9,1.19865E-9,1.21799E-9,1.14684E-9,2.90725E-9,2.23633E-9,1.80239E-9,1.19723E-9,1.25446E-9,1.49247E-9,1.79323E-9,1.31053E-9,1.58426E-9,1.61417E-9,1.51386E-9,1.63734E-9,1.19707E-9,1.14649E-9,1.76656E-9,2.58689E-9,1.31737E-9,1.71532E-9,1.21163E-9,1.20004E-9,1.17719E-9,2.01448E-9,2.08429E-9,1.15861E-9,1.19302E-9,1.16378E-9,2.24953E-9,1.74658E-9,1.56027E-9,1.70440E-9,1.19937E-9,1.14086E-9,1.62066E-9,1.57818E-9,1.14188E-9,1.16110E-9,1.52844E-9,1.43932E-9,1.27969E-9,1.31912E-9,1.97920E-9,1.22099E-9,1.34960E-9,2.33019E-9,1.15718E-9,1.15348E-9,1.42261E-9,1.31385E-9,1.63202E-9
79.4328,1.16593E-9,1.22402E-9,1.46402E-9,1.22772E-9,1.74978E-9,2.32047E-9,2.27752E-9,1.23769E-9,1.21097E-9,1.52336E-9,1.13329E-9,1.23634E-9,1.82429E-9,1.39593E-9,1.17335E-9,1.34979E-9,1.30666E-9,1.71907E-9,1.28707E-9,1.36403E-9,1.32624E-9,1.64949E-9,1.15065E-9,1.95889E-9,1.20706E-9,1.22854E-9,1.31773E-9,1.22540E-9,1.24747E-9,1.20457E-9,1.39806E-9,1.70016E-9,1.10899E-9,1.39914E-9,1.17868E-9,1.17237E-9,1.14633E-9,3.31488E-9,1.85711E-9,1.20219E-9,1.21075E-9,1.18278E-9,1.18547E-9,1.43083E-9,1.41913E-9,1.19228E-9,1.16084E-9,1.92865E-9,1.17328E-9,1.19237E-9,1.13193E-9,2.59922E-9,2.02958E-9,1.66005E-9,1.17458E-9,1.21888E-9,1.41101E-9,1.65594E-9,1.25668E-9,1.48089E-9,1.50737E-9,1.42295E-9,1.52938E-9,1.16891E-9,1.13067E-9,1.63492E-9,2.32652E-9,1.27050E-9,1.58646E-9,1.18302E-9,1.17666E-9,1.15304E-9,1.84236E-9,1.89632E-9,1.14482E-9,1.17182E-9,1.14507E-9,2.03743E-9,1.61502E-9,1.46653E-9,1.58390E-9,1.17054E-9,1.12846E-9,1.50937E-9,1.47665E-9,1.12840E-9,1.14107E-9,1.43534E-9,1.36040E-9,1.24178E-9,1.27075E-9,1.81048E-9,1.19105E-9,1.29285E-9,2.10713E-9,1.13966E-9,1.13710E-9,1.35178E-9,1.26507E-9,1.52014E-9
100.000,1.14543E-9,1.19154E-9,1.38719E-9,1.19280E-9,1.62045E-9,2.09903E-9,2.06263E-9,1.20195E-9,1.17879E-9,1.43626E-9,1.12039E-9,1.20168E-9,1.68288E-9,1.33001E-9,1.15051E-9,1.29466E-9,1.25925E-9,1.59165E-9,1.24441E-9,1.30332E-9,1.27159E-9,1.53602E-9,1.13740E-9,1.79338E-9,1.17727E-9,1.19537E-9,1.26561E-9,1.19622E-9,1.21373E-9,1.17883E-9,1.33281E-9,1.57551E-9,1.10204E-9,1.33277E-9,1.15813E-9,1.15249E-9,1.13076E-9,2.95079E-9,1.70762E-9,1.17608E-9,1.18425E-9,1.15881E-9,1.16154E-9,1.35679E-9,1.34694E-9,1.16754E-9,1.14776E-9,1.76703E-9,1.15331E-9,1.17219E-9,1.12022E-9,2.33548E-9,1.85533E-9,1.54193E-9,1.15673E-9,1.19072E-9,1.34504E-9,1.54228E-9,1.21365E-9,1.39632E-9,1.41988E-9,1.34899E-9,1.44094E-9,1.14669E-9,1.11828E-9,1.52618E-9,2.10494E-9,1.23326E-9,1.47990E-9,1.16043E-9,1.15821E-9,1.13400E-9,1.69848E-9,1.73838E-9,1.13401E-9,1.15519E-9,1.13033E-9,1.85826E-9,1.50624E-9,1.39022E-9,1.48475E-9,1.14775E-9,1.11875E-9,1.41798E-9,1.39366E-9,1.11784E-9,1.12535E-9,1.35950E-9,1.29643E-9,1.21169E-9,1.23226E-9,1.66947E-9,1.16728E-9,1.24745E-9,1.91846E-9,1.12591E-9,1.12423E-9,1.29470E-9,1.22625E-9,1.42826E-9
125.893,1.12927E-9,1.16590E-9,1.32513E-9,1.16521E-9,1.51373E-9,1.91182E-9,1.88116E-9,1.17372E-9,1.15334E-9,1.36557E-9,1.11030E-9,1.17430E-9,1.56573E-9,1.27698E-9,1.13257E-9,1.25063E-9,1.22154E-9,1.48647E-9,1.21057E-9,1.25463E-9,1.22789E-9,1.44283E-9,1.12706E-9,1.65520E-9,1.15385E-9,1.16920E-9,1.22401E-9,1.17325E-9,1.18702E-9,1.15857E-9,1.28045E-9,1.47267E-9,1.09661E-9,1.27944E-9,1.14195E-9,1.13689E-9,1.11854E-9,2.63766E-9,1.58329E-9,1.15551E-9,1.16345E-9,1.13993E-9,1.14272E-9,1.29704E-9,1.28873E-9,1.14808E-9,1.13751E-9,1.63221E-9,1.13765E-9,1.15637E-9,1.11106E-9,2.11090E-9,1.70959E-9,1.44474E-9,1.14272E-9,1.16853E-9,1.29203E-9,1.44899E-9,1.17951E-9,1.32771E-9,1.34883E-9,1.28931E-9,1.36912E-9,1.12925E-9,1.10858E-9,1.43713E-9,1.91757E-9,1.20385E-9,1.39253E-9,1.14267E-9,1.14369E-9,1.11905E-9,1.57918E-9,1.60670E-9,1.12555E-9,1.14220E-9,1.11876E-9,1.70802E-9,1.41706E-9,1.32860E-9,1.40386E-9,1.12979E-9,1.11115E-9,1.34356E-9,1.32639E-9,1.10960E-9,1.11305E-9,1.29825E-9,1.24500E-9,1.18794E-9,1.20182E-9,1.55257E-9,1.14849E-9,1.21138E-9,1.76003E-9,1.11513E-9,1.11414E-9,1.24905E-9,1.19555E-9,1.35345E-9
