Ic,Noise_1Hz,Noise_1kHz
4.973895958790068e-08,9.531473781965986e-08,9.531037783110541e-08
5.043159487171359e-08,9.46580149948639e-08,9.465361229163584e-08
5.1133875384143315e-08,9.400581824778313e-08,9.400137241143647e-08
5.184593543892913e-08,9.335811639706999e-08,9.335362700506127e-08
5.256791122018419e-08,9.271487847631036e-08,9.271034510195766e-08
5.329994080844093e-08,9.207607373254355e-08,9.20714959449858e-08
5.404216420705915e-08,9.144167162479219e-08,9.143704898894844e-08
5.4794723369002925e-08,9.081164182260177e-08,9.080697389912976e-08
5.555776222398878e-08,9.01859542045912e-08,9.018124054984567e-08
5.6331426706013516e-08,8.956457885701221e-08,8.955981902300284e-08
5.711586478126435e-08,8.894748607231975e-08,8.894267960666853e-08
5.791122647641758e-08,8.83346463477518e-08,8.832979279365015e-08
5.871766390733261e-08,8.772603038391851e-08,8.772112928008388e-08
5.9535331308143704e-08,8.712160908340212e-08,8.711665996403429e-08
6.036438506075864e-08,8.652135354936547e-08,8.651635594410219e-08
6.120498372476703e-08,8.592523508417074e-08,8.592018851804314e-08
6.2057288067765e-08,8.533322518800779e-08,8.532812918139531e-08
6.29214610961035e-08,8.474529555753115e-08,8.474014962611604e-08
6.379766808606282e-08,8.416141808450771e-08,8.415622173922898e-08
6.46860766154632e-08,8.358156485447238e-08,8.357631760147941e-08
6.558685659571435e-08,8.300570814539378e-08,8.300040948599949e-08
6.650018030431118e-08,8.24338204263495e-08,8.242846985698293e-08
6.742622241778349e-08,8.186587435620916e-08,8.186047136836777e-08
6.836516004510239e-08,8.130184278232821e-08,8.129638686252952e-08
6.931717276155401e-08,8.074169873924927e-08,8.073618936898218e-08
7.028244264308353e-08,8.018541544741333e-08,8.017985210308894e-08
7.126115430111745e-08,7.963296631187984e-08,7.962734846478172e-08
7.225349491787222e-08,7.908432492105478e-08,7.907865203728878e-08
7.32596542821523e-08,7.853946504542876e-08,7.853373658587236e-08
7.427982482564911e-08,7.79983606363226e-08,7.799257605657377e-08
7.531420165974376e-08,7.746098582464227e-08,7.74551445749678e-08
7.636298261282242e-08,7.692731491964264e-08,7.692141644492592e-08
7.742636826811277e-08,7.639732240769871e-08,7.639136614738718e-08
7.85045620020451e-08,7.58709829510867e-08,7.586496833913853e-08
7.959777002314978e-08,7.534827138677229e-08,7.534219785160274e-08
8.070620141149507e-08,7.482916272520784e-08,7.482302968963506e-08
8.18300681586739e-08,7.431363214913831e-08,7.430743903032847e-08
8.296958520834915e-08,7.380165501241421e-08,7.379540122182635e-08
8.412497049736118e-08,7.329320683881421e-08,7.328689178214427e-08
8.529644499741017e-08,7.27882633208745e-08,7.278188639799898e-08
8.648423275731727e-08,7.228680031872699e-08,7.228036092364613e-08
8.768856094587427e-08,7.178879385894597e-08,7.178229137972611e-08
8.890965989529167e-08,7.129422013340125e-08,7.128765395211684e-08
9.014776314524918e-08,7.08030554981208e-08,7.079642499079585e-08
9.140310748756223e-08,7.031527647216023e-08,7.030858100870901e-08
9.267593301146884e-08,6.983085973648033e-08,6.98240986806477e-08
9.396648314954691e-08,6.934978213283275e-08,6.934295484213378e-08
9.5275004724273e-08,6.887202066265259e-08,6.886512648831163e-08
9.660174799522646e-08,6.83975524859595e-08,6.839059077284867e-08
9.794696670695386e-08,6.792635492026555e-08,6.791932500684257e-08
9.931091813749801e-08,6.745840543949114e-08,6.745130665773666e-08
1.0069386314760271e-07,6.699368167288854e-08,6.698651334824274e-08
1.0209606623060475e-07,6.653216140397208e-08,6.652492285527073e-08
1.0351779556301762e-07,6.607382256945677e-08,6.606651310886664e-08
1.0495932305582266e-07,6.56186432582032e-08,6.561126219115686e-08
1.0642092440647246e-07,6.516660171017047e-08,6.515914833530043e-08
1.0790287915161836e-07,6.471767631537631e-08,6.471014992444848e-08
1.0940547072057436e-07,6.427184561286361e-08,6.426424549071024e-08
1.1092898648952227e-07,6.382908828967525e-08,6.38214137141271e-08
1.1247371783647508e-07,6.338938317983491e-08,6.338163342165275e-08
1.140399601970033e-07,6.295270926333555e-08,6.294488358614113e-08
1.1562801312073753e-07,6.251904566513497e-08,6.251114332534117e-08
1.1723818032865998e-07,6.208837165415757e-08,6.20803919008979e-08
1.1887076977119033e-07,6.166066664230399e-08,6.165260871736146e-08
1.2052609368708414e-07,6.123591018346662e-08,6.122777332120188e-08
1.2220446866314887e-07,6.081408197255254e-08,6.080586539983134e-08
1.2390621569479157e-07,6.039516184451328e-08,6.038686478063317e-08
1.2563166024741214e-07,5.997912977338055e-08,5.997075142999698e-08
1.2738113231864784e-07,5.956596587130951e-08,5.955750545236101e-08
1.2915496650148827e-07,5.915565038762791e-08,5.914710708926079e-08
1.3095350204826676e-07,5.874816370789228e-08,5.8739536718384425e-08
1.3277708293554292e-07,5.8343486352950626e-08,5.833477485263458e-08
1.346260579298911e-07,5.794159897801104e-08,5.793280213919641e-08
1.365007806546014e-07,5.75424823717176e-08,5.753359935861259e-08
1.38401609657313e-07,5.714611745523179e-08,5.713714742386412e-08
1.4032890847858732e-07,5.67524852813209e-08,5.674342737945779e-08
1.422830457214352e-07,5.6361567033452563e-08,5.635242040052007e-08
1.442643951218159e-07,5.597334402489515e-08,5.596410779189666e-08
1.4627333562011298e-07,5.558779769782506e-08,5.557847098725901e-08
1.483102514336103e-07,5.520490962243954e-08,5.51954915482163e-08
1.5037553212997384e-07,5.4824661496075954e-08,5.481515116343397e-08
1.524695727017573e-07,5.4447035142337315e-08,5.4437431647758376e-08
1.5459277364194786e-07,5.4072012510223206e-08,5.406231494134691e-08
1.567455410205595e-07,5.3699575673267584e-08,5.368978310880499e-08
1.5892828656229764e-07,5.332970682868165e-08,5.3319818338328026e-08
1.61141427725302e-07,5.29623882965033e-08,5.295240294085013e-08
1.6338538778098603e-07,5.2597602518752297e-08,5.258751934919834e-08
1.6566059589499153e-07,5.22353320585909e-08,5.222515011725243e-08
1.6796748720926532e-07,5.1875559599490946e-08,5.18652779191111e-08
1.7030650292528427e-07,5.151826794440599e-08,5.1507885548263264e-08
1.7267809038843559e-07,5.1163440014949676e-08,5.115295591676547e-08
1.7508270317357234e-07,5.0811058850579715e-08,5.08004720544251e-08
1.775208011717636e-07,5.0461107607787104e-08,5.045041710798854e-08
1.7999285067824766e-07,5.011356955929162e-08,5.0102774340335836e-08
1.8249932448161506e-07,4.976842809324207e-08,4.975752712968009e-08
1.850407019542302e-07,4.942566671242278e-08,4.9414658968772837e-08
1.8761746914391194e-07,4.908526903346528e-08,4.9074153464114954e-08
1.9023011886689458e-07,4.874721878606522e-08,4.8735994335172544e-08
1.9287915080207776e-07,4.841149981220518e-08,4.8400165413598856e-08
1.955650715865947e-07,4.807809606538235e-08,4.806665064246086e-08
1.9828839491270713e-07,4.774699160984185e-08,4.7735434075471764e-08
2.010496416260497e-07,4.741817061981545e-08,4.740649987622864e-08
2.038493398252464e-07,4.7091617378765046e-08,4.7079832317454934e-08
2.066880249629082e-07,4.67673162786321e-08,4.675541578024886e-08
2.095662399480431e-07,4.644525181909151e-08,4.643323475333633e-08
2.124845352498883e-07,4.612540860681113e-08,4.611327383232942e-08
2.1544346900318822e-07,4.580777135471648e-08,4.5795517718990004e-08
2.1844360711494285e-07,4.549232488125989e-08,4.547995122049794e-08
2.2148552337263594e-07,4.5179054109695685e-08,4.5166559248725076e-08
2.2456979955397717e-07,4.486794406735938e-08,4.485532681951351e-08
2.27697025538168e-07,4.455897988495246e-08,4.4546239051959245e-08
2.3086779941871675e-07,4.425214679583224e-08,4.423928116770092e-08
2.3408272761782944e-07,4.3947430135305845e-08,4.393443849021281e-08
2.373424250023866e-07,4.364481533993013e-08,4.3631696444103496e-08
2.406475150015422e-07,4.3344287946815476e-08,4.333104055441866e-08
2.43998629725955e-07,4.304583359293503e-08,4.303245644594915e-08
2.473964100886812e-07,4.274943801443859e-08,4.273592984254376e-08
2.508415059277541e-07,4.24550870459709e-08,4.244144656642633e-08
2.5433457613046484e-07,4.2162766619995305e-08,4.214899253751828e-08
2.578762887593798e-07,4.187246276612133e-08,4.185855377276503e-08
2.614673211801092e-07,4.158416161043748e-08,4.15701163854676e-08
2.651083601908536e-07,4.129784937484862e-08,4.1283666584618786e-08
2.6880010215376075e-07,4.1013512376417355e-08,4.099919067424338e-08
2.725432531281028e-07,4.0731137026710936e-08,4.071667505274383e-08
2.763385290053167e-07,4.0450709831151714e-08,4.043610621224947e-08
2.8018665564591954e-07,4.017221738837267e-08,4.0157470737970836e-08
2.840883690183301e-07,3.989564638957746e-08,3.988075530755847e-08
2.880444153396298e-07,3.962098361790433e-08,3.960594669046553e-08
2.920555512182745e-07,3.934821594779516e-08,3.933303174731561e-08
2.9612254379880315e-07,3.9077330344368225e-08,3.9061997429274205e-08
3.0024617090855494e-07,3.880831386279572e-08,3.879283077742492e-08
3.0442722120643057e-07,3.85411536476855e-08,3.852551892214996e-08
3.0866649433372745e-07,3.827583693246708e-08,3.826004908251471e-08
3.12964801067075e-07,3.801235103878165e-08,3.7996408565656566e-08
3.173229634734973e-07,3.7750683375876806e-08,3.773458476617817e-08
3.2174181506763716e-07,3.7490821440005036e-08,3.747456516554466e-08
3.262222009711673e-07,3.723275281382669e-08,3.72163373314852e-08
3.3076497807442427e-07,3.697646516581683e-08,3.6959888917398474e-08
3.353710152002929e-07,3.6721946249676294e-08,3.670520766176236e-08
3.400411932703703e-07,3.646918390374685e-08,3.645228138754767e-08
3.447764054734464e-07,3.621816605043042e-08,3.620109800163597e-08
3.4957755743632786e-07,3.59688806956124e-08,3.595164549424143e-08
3.5444556739704353e-07,3.572131592808874e-08,3.5703911938336516e-08
3.5938136638046254e-07,3.547545991899715e-08,3.545788548908168e-08
3.643858983763541e-07,3.523130092125231e-08,3.5213554383259125e-08
3.6946012051993025e-07,3.498882726898486e-08,3.4970906938710327e-08
3.746050032748997e-07,3.4748027376984434e-08,3.472993155377752e-08
3.7982153061907363e-07,3.450888974014641e-08,3.4490616706749e-08
3.851107002325569e-07,3.427140293292248e-08,3.425295095530808e-08
3.904735236885556e-07,3.4035555608775213e-08,3.4016922935986204e-08
3.959110266468459e-07,3.3801336499636195e-08,3.3782521363619473e-08
4.014242490499326e-07,3.356873441536815e-08,3.354973503080921e-08
4.0701424532194387e-07,3.333773824323061e-08,3.331855280738608e-08
4.1268208457029516e-07,3.310833694734923e-08,3.308896363987773e-08
4.184288507901585e-07,3.288051956818907e-08,3.2860956550980524e-08
4.242556430717777e-07,3.2654275222031324e-08,3.263452063903465e-08
4.3016357581067997e-07,3.242959310045361e-08,3.2409645077502714e-08
4.3615377892080056e-07,3.220646246981422e-08,3.218631911445237e-08
4.422273980505897e-07,3.198487267073942e-08,3.196453207204197e-08
4.483855948021191e-07,3.176481311761477e-08,3.174427334601013e-08
4.5462954695323996e-07,3.15462732980799e-08,3.152553240516886e-08
4.6096044868284387e-07,3.1329242772526394e-08,3.130829879089974e-08
4.673795107992464e-07,3.1113711173599826e-08,3.109256211665414e-08
4.738879609717651e-07,3.0899668205704643e-08,3.087831206745645e-08
4.804870439655134e-07,3.06871036445128e-08,3.066553839941091e-08
4.87178021879463e-07,3.047600733647588e-08,3.045423093921197e-08
4.939621743878326e-07,3.026636919834023e-08,3.024437958365758e-08
5.008407989848213e-07,3.005817921666603e-08,3.003597429916651e-08
5.07815211232767e-07,2.985142744734908e-08,2.9829005121298255e-08
5.148867450137498e-07,2.9646104015146325e-08,2.9623462154276763e-08
5.220567527846975e-07,2.9442199113204746e-08,2.9419335570517438e-08
5.293266058360567e-07,2.923970300259304e-08,2.9216615610156953e-08
5.366976945540476e-07,2.903860601183714e-08,2.901529258058687e-08
5.441714286865887e-07,2.8838898536458535e-08,2.8815356855990064e-08
5.517492376129129e-07,2.8640571038515975e-08,2.8616798876880472e-08
5.594325706169378e-07,2.8443614046150477e-08,2.8419609149646198e-08
5.672228971644549e-07,2.8248018153133166e-08,2.8223778246095358e-08
5.751217071841613e-07,2.8053774018416685e-08,2.8029296803005522e-08
5.831305113526218e-07,2.7860872365689312e-08,2.783615552167584e-08
5.912508413831881e-07,2.766930398293246e-08,2.7644345167482548e-08
5.994842503189409e-07,2.7479059721981284e-08,2.7453856569437492e-08
6.078323128297237e-07,2.729013049808798e-08,2.7264680619749437e-08
6.162966255132942e-07,2.7102507289488683e-08,2.707680827338887e-08
6.248788072006888e-07,2.6916181136972823e-08,2.6890230547655278e-08
6.335804992658255e-07,2.6731143143455868e-08,2.6704938521747784e-08
6.424033659394191e-07,2.6547384473554974e-08,2.652092333633869e-08
6.51349094627281e-07,2.6364896353167318e-08,2.6338176193149684e-08
6.604193962330305e-07,2.6183670069051885e-08,2.6156688354531434e-08
6.696160054853216e-07,2.600369696841358e-08,2.5976451143045543e-08
6.789406812696113e-07,2.5824968458490673e-08,2.579745594104983e-08
6.883952069645496e-07,2.5647476006145046e-08,2.561969419028633e-08
6.979813907830667e-07,2.5471211137455022e-08,2.5443157391471902e-08
7.077010661181889e-07,2.5296165437311477e-08,2.5267837103892104e-08
7.175560918936921e-07,2.5122330549016343e-08,2.509372494499742e-08
7.275483529196232e-07,2.4949698173884163e-08,2.4920812590002535e-08
7.376797602527731e-07,2.4778260070846473e-08,2.4749091771488383e-08
7.479522515621828e-07,2.460800805605862e-08,2.4578554279006712e-08
7.58367791499719e-07,2.4438934002509792e-08,2.440919195868768e-08
7.689283720758306e-07,2.427102983963532e-08,2.424099671284985e-08
7.796360130405236e-07,2.4104287552931955e-08,2.4073960499613085e-08
7.90492762269642e-07,2.3938699183575892e-08,2.3908075332514118e-08
8.015006961565414e-07,2.3774256828043045e-08,2.3743333280124496e-08
8.126619200091945e-07,2.3610952637732635e-08,2.3579726465671625e-08
8.239785684528512e-07,2.3448778818592727e-08,2.341724706666193e-08
8.354528058382871e-07,2.328772763074885e-08,2.325588731450693e-08
8.470868266557403e-07,2.312779138813508e-08,2.3095639494151856e-08
8.588828559546258e-07,2.2968962458127576e-08,2.2936495943706647e-08
8.708431497690724e-07,2.281123326118094e-08,2.2778449054079786e-08
8.829699955494083e-07,2.2654596270466782e-08,2.2621491268614293e-08
8.952657125996401e-07,2.249904401151514e-08,2.2465615082726545e-08
9.077326525210223e-07,2.234456906185826e-08,2.2310813043547493e-08
9.20373199661823e-07,2.219116405067679e-08,2.2157077749566175e-08
9.331897715733239e-07,2.2038821658448634e-08,2.2004401850276e-08
9.461848194721992e-07,2.1887534616600113e-08,2.1852778045823168e-08
9.593608287093148e-07,2.1737295707159627e-08,2.1702199086657693e-08
9.727203192450538e-07,2.1588097762413815e-08,2.1552657773186836e-08
9.86265846131283e-07,2.143993366456591e-08,2.140414695543077e-08
1e-06,2.129279634539681e-08,2.1256659532680823e-08
1.0139254075588142e-06,2.1146678785928176e-08,2.1110188453159893e-08
1.0280447320933098e-06,2.1001574016088135e-08,2.0964726713685303e-08
1.042360673976401e-06,2.08574751143793e-08,2.0820267359334047e-08
1.056875971184805e-06,2.0714375207548946e-08,2.0676803483110096e-08
1.0715933998226711e-06,2.0572267470261767e-08,2.0534328225614335e-08
1.0865157746525372e-06,2.0431145124774663e-08,2.0392834774716437e-08
1.101645949633657e-06,2.0291001440613966e-08,2.0252316365229244e-08
1.1169868184678225e-06,2.0151829734254976e-08,2.0112766278585342e-08
1.1325413151528126e-06,2.0013623368803547e-08,1.9974177842515705e-08
1.1483124145435112e-06,1.9876375753680132e-08,1.9836544430730823e-08
1.1643031329208755e-06,1.974008034430587e-08,1.969985946260376e-08
1.1805165285688055e-06,1.9604730641790957e-08,1.9564116402855553e-08
1.1969557023590428e-06,1.9470320192625312e-08,1.9429308761242827e-08
1.2136237983442419e-06,1.9336842588371137e-08,1.9295430092247334e-08
1.2305240043592616e-06,1.920429146535798e-08,1.916247399476793e-08
1.2476595526308684e-06,1.9072660504379614e-08,1.9030434111814376e-08
1.2650337203959037e-06,1.8941943430393303e-08,1.8899304130203486e-08
1.28264983052806e-06,1.8812134012221087e-08,1.8769077780257286e-08
1.30051125217341e-06,1.868322606225309e-08,1.8639748835503157e-08
1.3186214013947485e-06,1.8555213436153098e-08,1.8511311112376267e-08
1.3369837418249452e-06,1.8428090032566005e-08,1.8383758469923768e-08
1.355601785329369e-06,1.8301849792827443e-08,1.8257084809511277e-08
1.3744790926775367e-06,1.817648670067551e-08,1.81312840745313e-08
1.3936192742241435e-06,1.805199478196429e-08,1.8006350250113555e-08
1.4130259905995336e-06,1.792836810437973e-08,1.7882277362837505e-08
1.4327029534098294e-06,1.7805600777157188e-08,1.7759059480446653e-08
1.4526539259467812e-06,1.768368695080118e-08,1.7636690711564948e-08
1.4728827239075018e-06,1.7562620816807087e-08,1.7515165205415146e-08
1.4933932161242533e-06,1.7442396607384674e-08,1.7394477151538962e-08
1.514189325304352e-06,1.7323008595183782e-08,1.7274620779519398e-08
1.5352750287804212e-06,1.7204451093021745e-08,1.7155590358704722e-08
1.556654359271062e-06,1.7086718453612824e-08,1.7037380197934508e-08
1.5783314056521197e-06,1.6969805069299623e-08,1.691998464526758e-08
1.6003103137387017e-06,1.6853705371786277e-08,1.6803398087711747e-08
1.6225952870780872e-06,1.673841383187352e-08,1.668761495095539e-08
1.6451905877536607e-06,1.6623924959195733e-08,1.6572629699100982e-08
1.6681005372000591e-06,1.651023330195976e-08,1.6458436834400395e-08
1.6913295170296504e-06,1.6397333446685625e-08,1.634503089699207e-08
1.7148819698705409e-06,1.6285220017949022e-08,1.6232406464639933e-08
1.7387624002162504e-06,1.617388767812563e-08,1.612055815247414e-08
1.762975375287204e-06,1.6063331127137295e-08,1.6009480612733624e-08
1.7875255259042354e-06,1.5953545102199917e-08,1.5899168534510403e-08
1.8124175473742395e-06,1.584452437757323e-08,1.5789616643495686e-08
1.8376562003881725e-06,1.5736263764312243e-08,1.5680819701727676e-08
1.8632463119315598e-06,1.5628758110020464e-08,1.5572772507341087e-08
1.8891927762076644e-06,1.5522002298604898e-08,1.5465469894318476e-08
1.915500555573528e-06,1.5415991250032755e-08,1.5358906732243243e-08
1.9421746814890283e-06,1.531071992008994e-08,1.5253077926054344e-08
1.9692202554791733e-06,1.5206183300141115e-08,1.5147978415802664e-08
1.9966424501097934e-06,1.5102376416891557e-08,1.504360317640907e-08
2.024446509976802e-06,1.499929433215069e-08,1.493994721742419e-08
2.0526377527092522e-06,1.489693214259728e-08,1.4837005582789775e-08
2.0812215699863414e-06,1.479528497954629e-08,1.4734773350601798e-08
2.1102034285685966e-06,1.4694348008717371e-08,1.4633245632875066e-08
2.1395888713434217e-06,1.4594116430004976e-08,1.4532417575309517e-08
2.169383518385182e-06,1.4494585477250161e-08,1.443228435705816e-08
2.1995930680300747e-06,1.4395750418013933e-08,1.4332841190496547e-08
2.2302232979659407e-06,1.4297606553352243e-08,1.4234083320993907e-08
2.2612800663372794e-06,1.4200149217592576e-08,1.4136006026685796e-08
2.2927693128656486e-06,1.4103373778112036e-08,1.4038604618248306e-08
2.3246970599856456e-06,1.4007275635117104e-08,1.3941874438673886e-08
2.357069413996728e-06,1.3911850221424892e-08,1.3845810863048684e-08
2.3898925662310525e-06,1.3817093002246019e-08,1.375040929833143e-08
2.4231727942376005e-06,1.3722999474968889e-08,1.3655665183133816e-08
2.4569164629827902e-06,1.3629565168945584e-08,1.3561573987502392e-08
2.491130026067786e-06,1.3536785645279286e-08,1.3468131212702004e-08
2.5258200269627847e-06,1.3444656496613116e-08,1.3375332391000681e-08
2.560993100258462e-06,1.3353173346920584e-08,1.3283173085456063e-08
2.5966559729348724e-06,1.3262331851297405e-08,1.3191648889703236e-08
2.63281546564802e-06,1.3172127695754806e-08,1.310075542774403e-08
